name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,1002,46.48,14.98,47.06,17.79,15.78,99
10%+WM,310,44.61,14.58,44.74,17.46,6.108,99
80%+GM,1002,46.48,14.98,47.06,17.79,15.78,99
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,0,,,,,,
Left_Cerebral_White_Matter_80%+,2,,,,,,
Right Caudate,1,,,,,,
Right Cerebellum,177,44.84,7.309,45.51,8.79,45.09,75
Right Frontal Lobe,103,47,15.12,50.4,18.97,42.72,92
Right Insula,25,56.23,5.626,55.22,7.842,55.96,2
Right Occipital Lobe,52,45.03,9.216,45.25,12.36,44.77,84
Right Parietal Lobe,51,58.85,12.13,62.22,20.54,56,89
Right Putamen,0,,,,,,
Right Temporal Lobe,152,40.23,14.7,40.84,16.69,2.513,99
Right Thalamus,0,,,,,,
Left Caudate,2,,,,,,
Left Cerebellum,177,42.59,9.479,43.28,10.82,41.69,86
Left Frontal Lobe,144,55.52,13.07,56.03,17.38,53.15,90
Left Insula,51,57.62,9.006,56.5,7.604,58.65,67
Left Occipital Lobe,107,45.32,11.09,45.7,11.34,44.5,92
Left Parietal Lobe,80,58.71,13.64,58.99,21.41,55.23,92
Left Putamen,4,,,,,,
Left Temporal Lobe,137,37.71,17.17,39.47,22.64,33.25,95
Left Thalamus,0,,,,,,
RICA,156,43.65,16.11,45.6,19.93,2.611,99
LICA,225,51.59,17.1,54.64,21.37,49.3,94
VBA,211,43.39,9.595,44.3,10.74,42.18,88
Frontal Pole,8,,,,,,
Insular Cortex,22,56.87,6.417,58.43,7.718,56.25,47
Superior Frontal Gyrus,1,,,,,,
Middle Frontal Gyrus,2,,,,,,
"Inferior Frontal Gyrus, pars triangularis",1,,,,,,
"Inferior Frontal Gyrus, pars opercularis",2,,,,,,
Precentral Gyrus,11,57.6,6.326,56.08,10.48,57.26,65
Temporal Pole,24,34.23,12.03,33.88,14.27,36,83
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",0,,,,,,
"Middle Temporal Gyrus, anterior division",0,,,,,,
"Middle Temporal Gyrus, posterior division",0,,,,,,
"Middle Temporal Gyrus, temporooccipital part",2,,,,,,
"Inferior Temporal Gyrus, anterior division",0,,,,,,
"Inferior Temporal Gyrus, posterior division",1,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",0,,,,,,
Postcentral Gyrus,0,,,,,,
Superior Parietal Lobule,0,,,,,,
"Supramarginal Gyrus, anterior division",1,,,,,,
"Supramarginal Gyrus, posterior division",1,,,,,,
Angular Gyrus,1,,,,,,
"Lateral Occipital Cortex, superior division",18,45.4,12.11,44.72,12.09,44.27,92
"Lateral Occipital Cortex, inferior division",12,33.54,11.84,33.42,18.01,31.65,90
Intracalcarine Cortex,0,,,,,,
Frontal Medial Cortex,11,35.25,4.594,34.69,7.008,35.2,47
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),3,,,,,,
Subcallosal Cortex,10,51.28,14.44,51.87,22.44,46.59,86
Paracingulate Gyrus,27,53.55,10.1,55.86,11.19,53.09,74
"Cingulate Gyrus, anterior division",15,58.7,8.634,62.45,12.71,58.23,68
"Cingulate Gyrus, posterior division",25,70.01,6.016,70.04,8.982,70.17,25
Precuneous Cortex,16,64.13,8.226,63.88,12.27,64.8,71
Cuneal Cortex,0,,,,,,
Frontal Orbital Cortex,8,,,,,,
"Parahippocampal Gyrus, anterior division",0,,,,,,
"Parahippocampal Gyrus, posterior division",0,,,,,,
Lingual Gyrus,0,,,,,,
"Temporal Fusiform Cortex, anterior division",0,,,,,,
"Temporal Fusiform Cortex, posterior division",3,,,,,,
Temporal Occipital Fusiform Cortex,1,,,,,,
Occipital Fusiform Gyrus,5,,,,,,
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,3,,,,,,
Parietal Operculum Cortex,2,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,1,,,,,,
Left Cerebral White Matter,36,51.03,16.78,48.58,25.76,48.5,94
Left Cerebral Cortex,313,49.93,17.74,53.07,21.58,44.79,95
Left Lateral Ventricle,0,,,,,,
Left Thalamus,0,,,,,,
Left Caudate,0,,,,,,
Left Putamen,0,,,,,,
Left Pallidum,0,,,,,,
Brain-Stem,0,,,,,,
Left Hippocampus,4,,,,,,
Left Amygdala,8,,,,,,
Left Accumbens,0,,,,,,
Right Cerebral White Matter,6,,,,,,
Right Cerebral Cortex,248,46.76,15.85,48.47,20.82,4.401,99
Right Lateral Ventricle,0,,,,,,
Right Thalamus,0,,,,,,
Right Caudate,0,,,,,,
Right Putamen,0,,,,,,
Right Pallidum,0,,,,,,
Right Hippocampus,7,,,,,,
Right Amygdala,8,,,,,,
Right Accumbens,0,,,,,,
