name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,8090,20.41,9.57,19.38,9.30,19.16,15
80%+GM,226,20.40,8.81,18.89,4.95,18.75,0
10%+WM,10135,20.14,9.31,19.15,9.57,18.85,34
90%+WM,1714,19.72,8.01,18.80,10.29,18.74,64
gmmask_pure_cort,130,21.03,11.27,18.49,6.34,18.10,9
wmmask_pure_cereb,1398,19.11,8.06,17.95,9.59,18.02,64
Right_Cerebral_White_Matter_80%+,926,16.45,7.59,15.36,8.81,15.48,50
Left_Cerebral_White_Matter_80%+,958,20.20,9.61,19.09,11.82,18.92,66
Right Caudate,150,17.19,5.59,16.62,5.48,17.02,10
Right Cerebellum,332,20.10,5.32,19.53,7.13,20.44,0
Right Frontal Lobe,1314,21.12,10.17,19.83,11.85,19.27,29
Right Insula,81,18.11,4.50,16.82,6.93,18.35,0
Right Occipital Lobe,508,19.56,5.47,19.18,6.44,18.49,0
Right Parietal Lobe,1051,14.15,4.42,14.28,5.77,14.50,0
Right Putamen,88,20.31,4.68,19.40,6.40,20.61,0
Right Temporal Lobe,749,20.02,9.68,18.03,5.39,16.96,0
Right Thalamus,151,20.41,4.77,20.12,6.37,20.15,0
Left Caudate,150,19.52,7.07,18.50,9.77,19.38,43
Left Cerebellum,357,22.79,5.02,22.37,5.72,23.07,0
Left Frontal Lobe,1251,23.12,15.39,21.48,14.08,20.05,52
Left Insula,83,24.32,4.08,23.47,4.50,24.33,0
Left Occipital Lobe,677,22.48,5.62,22.89,7.30,21.43,4
Left Parietal Lobe,861,17.59,5.28,17.62,7.31,17.69,0
Left Putamen,104,25.33,4.56,25.03,4.02,25.50,0
Left Temporal Lobe,646,25.90,9.69,24.23,9.98,23.51,21
Left Thalamus,127,20.99,6.47,20.94,9.11,20.37,45
RICA,1978,19.04,8.80,17.41,8.19,18.01,0
LICA,1858,22.93,12.09,21.62,9.99,21.01,19
VBA,795,21.08,5.19,20.60,7.11,20.86,0
Frontal Pole,261,31.30,18.91,27.27,9.42,25.81,0
Insular Cortex,19,18.91,3.14,17.66,5.15,19.19,0
Superior Frontal Gyrus,0,,,,,,
Middle Frontal Gyrus,13,19.29,2.46,18.24,2.55,19.39,0
"Inferior Frontal Gyrus, pars triangularis",5,,,,,,
"Inferior Frontal Gyrus, pars opercularis",7,,,,,,
Precentral Gyrus,48,17.89,4.02,17.86,5.78,17.89,0
Temporal Pole,89,32.59,14.53,29.11,16.83,28.03,17
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",5,,,,,,
"Middle Temporal Gyrus, anterior division",3,,,,,,
"Middle Temporal Gyrus, posterior division",17,25.93,6.43,24.46,6.51,24.33,0
"Middle Temporal Gyrus, temporooccipital part",12,17.03,1.06,17.29,1.74,16.96,0
"Inferior Temporal Gyrus, anterior division",1,,,,,,
"Inferior Temporal Gyrus, posterior division",2,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",2,,,,,,
Postcentral Gyrus,65,18.07,5.62,18.37,9.50,18.64,0
Superior Parietal Lobule,10,8.68,2.60,8.65,4.23,8.74,0
"Supramarginal Gyrus, anterior division",16,16.13,3.20,15.66,3.10,16.10,0
"Supramarginal Gyrus, posterior division",10,13.30,2.57,13.81,4.19,13.25,0
Angular Gyrus,20,14.92,1.98,15.33,2.94,14.89,0
"Lateral Occipital Cortex, superior division",93,15.16,4.37,14.20,4.94,15.22,0
"Lateral Occipital Cortex, inferior division",32,21.27,3.53,20.90,6.60,21.20,0
Intracalcarine Cortex,8,,,,,,
Frontal Medial Cortex,16,40.47,36.93,26.51,41.39,19.49,0
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),10,10.40,2.83,9.50,3.67,10.89,0
Subcallosal Cortex,17,17.38,5.54,18.15,8.09,17.87,0
Paracingulate Gyrus,12,15.16,3.28,15.70,3.28,14.59,0
"Cingulate Gyrus, anterior division",32,12.81,8.45,8.74,15.29,12.43,55
"Cingulate Gyrus, posterior division",22,16.42,2.40,16.66,3.12,16.34,0
Precuneous Cortex,61,17.05,2.31,17.11,3.31,17.01,0
Cuneal Cortex,8,,,,,,
Frontal Orbital Cortex,40,48.61,25.01,39.64,16.63,37.27,35
"Parahippocampal Gyrus, anterior division",11,42.48,9.02,41.11,5.88,40.27,0
"Parahippocampal Gyrus, posterior division",4,,,,,,
Lingual Gyrus,63,24.30,5.33,23.53,8.43,24.32,0
"Temporal Fusiform Cortex, anterior division",1,,,,,,
"Temporal Fusiform Cortex, posterior division",15,16.94,2.69,16.67,1.39,16.75,0
Temporal Occipital Fusiform Cortex,22,16.32,1.83,16.67,2.38,16.36,0
Occipital Fusiform Gyrus,3,,,,,,
Frontal Operculum Cortex,0,,,,,,
