name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,12737,58.02,29.27,56.60,31.68,56.52,83
80%+GM,674,44.91,15.89,45.07,15.98,46.18,79
10%+WM,8090,55.91,21.64,56.36,26.57,56.07,74
90%+WM,0,,,,,,
gmmask_pure_cort,394,45.85,18.83,46.32,21.42,47.85,83
wmmask_pure_cereb,0,,,,,,
Right_Cerebral_White_Matter_80%+,316,50.54,15.39,51.78,21.50,50.96,0
Left_Cerebral_White_Matter_80%+,336,59.46,17.73,59.35,22.93,59.94,30
Right Caudate,118,45.62,20.82,45.95,28.65,47.09,63
Right Cerebellum,427,45.42,13.10,45.31,14.44,45.50,60
Right Frontal Lobe,2008,54.41,30.52,53.90,34.06,54.26,82
Right Insula,120,42.22,16.22,40.43,17.63,39.11,57
Right Occipital Lobe,669,67.32,20.67,65.58,26.10,62.28,78
Right Parietal Lobe,1463,69.36,22.59,66.64,25.09,64.40,80
Right Putamen,81,41.51,10.34,41.35,12.02,41.33,0
Right Temporal Lobe,1116,41.55,23.71,40.62,33.19,44.43,73
Right Thalamus,88,66.23,21.38,63.60,33.35,62.39,74
Left Caudate,116,50.60,25.95,53.61,38.31,52.42,75
Left Cerebellum,428,47.84,10.66,48.53,12.88,48.56,41
Left Frontal Lobe,1918,63.26,39.75,60.33,38.70,62.85,85
Left Insula,129,51.95,14.90,52.01,16.25,49.95,56
Left Occipital Lobe,827,68.54,23.06,67.07,25.70,63.77,82
Left Parietal Lobe,1191,73.41,25.55,71.09,28.86,67.62,85
Left Putamen,92,40.68,12.95,40.52,20.56,39.85,0
Left Temporal Lobe,1091,42.97,23.62,42.40,33.11,44.13,81
Left Thalamus,82,71.66,17.21,71.26,22.94,69.74,58
RICA,3042,57.38,27.88,57.47,33.16,57.54,83
LICA,2912,62.96,31.03,63.03,34.19,62.88,86
VBA,1084,60.62,21.77,58.06,24.88,56.75,80
Frontal Pole,512,43.38,38.77,41.12,43.61,37.53,75
Insular Cortex,50,39.06,10.63,40.04,16.01,38.86,25
Superior Frontal Gyrus,8,,,,,,
Middle Frontal Gyrus,43,86.09,26.98,75.04,41.27,75.87,83
"Inferior Frontal Gyrus, pars triangularis",7,,,,,,
"Inferior Frontal Gyrus, pars opercularis",11,54.14,16.68,60.21,24.81,59.03,39
Precentral Gyrus,68,68.06,16.04,67.96,22.70,66.72,66
Temporal Pole,124,32.40,19.75,31.15,24.35,30.53,30
