name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,8794,9.914,5.763,8.866,7.425,9.783,44
10%+WM,11554,9.786,5.802,8.762,7.273,9.509,52
80%+GM,173,12.41,4.274,12.25,4.996,12.39,0
90%+WM,2497,9.348,5.982,8.362,6.915,8.979,68
Right_Cerebral_White_Matter_80%+,1048,6.361,3.872,6.15,5.363,6.243,18
Left_Cerebral_White_Matter_80%+,1049,8.138,4.222,7.818,5.552,7.884,38
Right Caudate,123,10.4,5.234,9.202,7.152,10.46,33
Right Cerebellum,447,18.48,5.278,18.54,6.534,19.08,33
Right Frontal Lobe,1769,6.928,3.348,6.477,4.048,7.003,0
Right Insula,156,6.717,2.348,6.748,3.007,6.731,0
Right Occipital Lobe,809,13.84,7.402,13.38,11.3,13.01,71
Right Parietal Lobe,1438,6.648,4.783,5.686,5.734,6.387,25
Right Putamen,220,10.09,3.979,9.564,5.27,10.22,0
Right Temporal Lobe,951,8.19,3.624,7.56,5.125,8.026,0
Right Thalamus,254,16.57,5.739,16.48,7.767,16.39,50
Left Caudate,252,11.11,4.38,10.9,5.638,11,15
Left Cerebellum,490,16.03,5.474,15.89,7.309,16.31,35
Left Frontal Lobe,1913,8.081,3.901,7.91,4.753,7.948,0
Left Insula,212,9.669,2.673,9.516,2.963,9.771,0
Left Occipital Lobe,1014,13.92,6.559,13.62,8.767,13.16,69
Left Parietal Lobe,1409,8.58,4.698,8.029,6.554,8.269,34
Left Putamen,254,12.78,3.973,12.34,5.549,12.86,0
Left Temporal Lobe,1044,10.81,3.469,10.74,4.061,10.77,0
Left Thalamus,273,14.06,4.24,13.81,4.882,14.14,10
RICA,2186,6.477,3.234,6.105,3.846,6.51,0
LICA,2735,8.737,4.128,8.57,5.306,8.681,8
VBA,1395,14.42,6.437,13.73,8.486,14.2,63
Frontal Pole,360,8.086,3.093,7.662,3.464,8.123,0
Insular Cortex,10,8.052,1.366,7.746,2.046,8.062,0
Superior Frontal Gyrus,4,,,,,,
Middle Frontal Gyrus,40,4.369,2.231,4.374,2.046,4.235,0
"Inferior Frontal Gyrus, pars triangularis",4,,,,,,
"Inferior Frontal Gyrus, pars opercularis",9,,,,,,
Precentral Gyrus,63,7.614,2.157,7.567,2.771,7.59,0
Temporal Pole,61,6.929,2.024,6.72,3.095,6.897,0
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",6,,,,,,
"Middle Temporal Gyrus, anterior division",4,,,,,,
"Middle Temporal Gyrus, posterior division",24,8.526,3.016,9.788,5.765,8.542,0
"Middle Temporal Gyrus, temporooccipital part",16,6.613,1.992,6.78,2.168,6.513,0
"Inferior Temporal Gyrus, anterior division",0,,,,,,
"Inferior Temporal Gyrus, posterior division",1,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",21,7.743,2.612,6.827,3.966,7.754,0
Postcentral Gyrus,61,6.464,2.439,6.042,2.761,6.52,0
Superior Parietal Lobule,18,3.906,3.179,3.014,3.358,4.554,0
"Supramarginal Gyrus, anterior division",21,5.777,3.272,3.888,6.296,5.688,0
"Supramarginal Gyrus, posterior division",16,4.686,2.658,5.339,3.234,4.323,0
Angular Gyrus,24,3.61,1.575,3.946,1.87,3.599,0
"Lateral Occipital Cortex, superior division",150,6.045,4.404,4.401,6.539,6.266,5
"Lateral Occipital Cortex, inferior division",54,10.01,4.893,9.84,8.671,9.769,23
Intracalcarine Cortex,17,20.43,3.49,21.14,3.948,20.45,0
Frontal Medial Cortex,14,3.891,1.087,3.944,1.138,3.861,0
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),16,4.771,1.218,4.469,1.976,4.796,0
Subcallosal Cortex,23,13.81,2.351,13.28,3.532,13.85,0
Paracingulate Gyrus,33,7.542,2.319,7.337,3.336,7.562,0
"Cingulate Gyrus, anterior division",72,8.208,3.782,6.98,5.102,8.308,0
"Cingulate Gyrus, posterior division",30,11.65,4.303,11.15,6.407,11.57,0
Precuneous Cortex,95,12.89,3.001,12.29,5.036,12.96,0
Cuneal Cortex,8,,,,,,
Frontal Orbital Cortex,67,10.94,2.255,11.17,2.39,11.01,0
"Parahippocampal Gyrus, anterior division",5,,,,,,
"Parahippocampal Gyrus, posterior division",2,,,,,,
Lingual Gyrus,79,20.55,4.581,20.44,6.781,20.94,20
"Temporal Fusiform Cortex, anterior division",2,,,,,,
"Temporal Fusiform Cortex, posterior division",16,7.622,2.545,7.778,4.218,7.678,0
Temporal Occipital Fusiform Cortex,18,11.75,1.895,11.57,3.19,11.78,0
Occipital Fusiform Gyrus,16,9.838,1.779,10.14,1.696,9.909,0
Frontal Operculum Cortex,2,,,,,,
Central Opercular Cortex,21,9.069,2.977,9.067,4.903,9.098,0
Parietal Operculum Cortex,2,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,117,19.2,4.526,19.21,6.208,19.28,31
Left Cerebral White Matter,2222,8.721,4.563,8.358,5.704,8.531,42
Left Cerebral Cortex,2433,10.09,4.983,9.578,5.818,10.37,33
Left Lateral Ventricle,31,11.69,3.498,11.81,5.437,11.67,0
Left Thalamus,82,17.5,3.922,16.75,3.7,17.84,0
Left Caudate,18,12.24,3.191,11.7,3.099,12.36,0
Left Putamen,51,15.29,3.534,14.93,5.02,15.55,0
Left Pallidum,17,16.25,5.317,15.9,4.858,15.83,53
Brain-Stem,225,11.38,5.975,10.89,9.675,11.51,48
Left Hippocampus,22,11.43,1.391,11.63,2.113,11.43,0
Left Amygdala,9,,,,,,
Left Accumbens,3,,,,,,
Right Cerebral White Matter,2152,6.843,4.043,6.493,5.251,6.751,20
Right Cerebral Cortex,2429,8.143,5.146,6.753,5.342,8.351,31
Right Lateral Ventricle,26,13.32,4.677,13.57,8.321,13.34,1
Right Thalamus,79,21.8,4.511,21.97,5.332,22.04,13
Right Caudate,24,9.255,2.28,8.688,2.191,9.338,0
Right Putamen,50,11.42,3.611,11.21,4.606,11.54,0
Right Pallidum,16,17.96,1.937,18.06,2.428,17.85,0
Right Hippocampus,30,12.44,2.211,12.36,3.462,12.43,0
Right Amygdala,15,13.24,2.12,13.56,3.755,13.24,0
Right Accumbens,3,,,,,,
