name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,12436,37.06,14.50,36.91,19.46,36.18,91
80%+GM,498,40.88,11.37,40.67,12.87,40.80,83
10%+WM,10004,33.47,14.70,33.14,20.72,31.99,92
90%+WM,1992,21.33,9.21,19.92,11.41,19.86,78
gmmask_pure_cort,274,43.35,12.87,43.42,15.37,44.24,85
wmmask_pure_cereb,1660,19.45,8.09,18.60,9.63,18.33,73
Right_Cerebral_White_Matter_80%+,1076,21.28,10.04,19.74,11.71,19.99,79
Left_Cerebral_White_Matter_80%+,1139,23.00,11.21,20.82,13.73,21.71,86
Right Caudate,188,20.61,11.59,19.20,17.79,19.26,87
Right Cerebellum,441,31.73,9.02,32.32,11.28,31.58,79
Right Frontal Lobe,2092,37.10,14.61,37.58,20.34,37.32,88
Right Insula,125,37.13,10.58,37.31,15.71,36.99,78
Right Occipital Lobe,770,35.36,16.04,36.02,22.58,31.65,95
Right Parietal Lobe,1702,36.48,15.49,36.43,22.63,34.77,93
Right Putamen,95,34.23,9.56,33.02,14.95,34.28,72
Right Temporal Lobe,1446,32.34,16.08,32.47,22.63,31.78,91
Right Thalamus,146,34.37,13.75,35.04,18.76,33.35,88
Left Caudate,190,18.67,11.39,18.06,16.62,17.30,86
Left Cerebellum,343,31.31,8.79,31.21,10.98,31.56,80
Left Frontal Lobe,2121,36.23,14.12,36.29,19.26,36.56,88
Left Insula,150,37.35,8.82,37.97,12.69,37.13,68
Left Occipital Lobe,996,40.04,18.06,41.89,25.48,35.03,96
Left Parietal Lobe,1489,35.19,15.95,35.17,24.15,33.48,93
Left Putamen,105,34.85,10.76,33.31,15.91,34.56,79
Left Temporal Lobe,1249,30.17,14.33,29.54,19.21,30.15,89
Left Thalamus,135,40.67,15.69,39.92,23.90,40.30,91
RICA,3033,40.36,13.57,40.52,18.34,39.24,89
LICA,3012,38.76,13.27,38.50,17.56,38.26,88
VBA,1151,38.99,15.77,38.47,20.78,36.50,94
Frontal Pole,417,41.58,10.91,42.35,13.05,41.88,71
Insular Cortex,50,42.60,6.34,41.72,8.22,42.36,43
Superior Frontal Gyrus,1,,,,,,
Middle Frontal Gyrus,46,40.84,12.05,41.61,15.94,39.45,86
"Inferior Frontal Gyrus, pars triangularis",3,,,,,,
"Inferior Frontal Gyrus, pars opercularis",19,35.98,7.46,36.44,10.99,35.93,65
Precentral Gyrus,63,46.42,11.21,48.38,10.75,44.68,89
Temporal Pole,116,32.57,7.65,32.26,10.09,32.31,54
"Superior Temporal Gyrus, anterior division",2,,,,,,
"Superior Temporal Gyrus, posterior division",11,56.35,11.96,59.76,21.14,56.26,87
"Middle Temporal Gyrus, anterior division",0,,,,,,
"Middle Temporal Gyrus, posterior division",27,41.37,13.81,42.01,18.66,38.50,90
"Middle Temporal Gyrus, temporooccipital part",26,47.05,6.92,46.34,10.92,45.85,70
"Inferior Temporal Gyrus, anterior division",3,,,,,,
"Inferior Temporal Gyrus, posterior division",4,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",22,25.59,10.39,20.62,11.60,26.23,79
Postcentral Gyrus,69,37.79,6.89,38.09,10.34,37.16,70
Superior Parietal Lobule,39,30.52,8.21,30.97,10.75,29.33,86
"Supramarginal Gyrus, anterior division",18,41.99,8.81,43.40,5.00,39.33,86
"Supramarginal Gyrus, posterior division",15,56.11,8.10,56.99,7.99,55.60,74
Angular Gyrus,23,46.60,10.40,44.03,15.13,44.65,85
"Lateral Occipital Cortex, superior division",265,44.43,14.34,43.80,19.05,40.92,94
"Lateral Occipital Cortex, inferior division",88,40.21,16.77,41.00,23.29,37.79,94
Intracalcarine Cortex,6,,,,,,
Frontal Medial Cortex,30,32.12,16.09,39.74,27.52,30.99,83
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),28,48.45,7.90,49.89,11.71,47.76,70
Subcallosal Cortex,38,34.77,11.21,37.71,17.99,36.34,59
Paracingulate Gyrus,80,40.68,11.10,42.19,18.23,39.63,85
"Cingulate Gyrus, anterior division",108,41.56,6.91,40.81,9.86,41.91,52
"Cingulate Gyrus, posterior division",58,57.57,7.80,57.52,7.76,57.22,59
Precuneous Cortex,153,48.14,9.07,48.44,11.52,47.21,80
Cuneal Cortex,18,43.01,6.68,42.51,11.05,41.71,77
Frontal Orbital Cortex,84,32.63,9.83,32.64,11.94,33.25,46
"Parahippocampal Gyrus, anterior division",20,28.90,9.30,29.69,15.38,27.97,75
"Parahippocampal Gyrus, posterior division",10,36.71,7.56,36.20,10.53,36.40,61
Lingual Gyrus,93,40.39,8.38,40.52,9.46,39.94,78
"Temporal Fusiform Cortex, anterior division",10,31.35,7.45,33.23,7.36,31.01,16
"Temporal Fusiform Cortex, posterior division",18,35.12,8.57,36.26,13.43,34.37,82
Temporal Occipital Fusiform Cortex,9,,,,,,
Occipital Fusiform Gyrus,23,43.38,12.30,43.99,17.97,41.80,91
Frontal Operculum Cortex,2,,,,,,
Central Opercular Cortex,42,43.99,8.03,42.67,9.47,43.00,67
Parietal Operculum Cortex,1,,,,,,
Planum Polare,4,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,111,49.38,15.45,49.40,22.58,46.56,92
Left Cerebral White Matter,2332,28.95,14.92,26.50,19.85,26.94,92
Left Cerebral Cortex,3353,41.05,13.45,41.27,18.05,40.18,89
Left Lateral Ventricle,127,12.74,13.96,8.31,11.88,11.24,92
Left Thalamus,69,49.90,12.56,49.81,13.64,49.81,86
Left Caudate,27,32.95,10.81,35.26,12.88,32.72,83
Left Putamen,33,44.10,7.03,45.14,6.49,44.13,51
Left Pallidum,12,38.87,6.19,39.09,8.12,39.18,29
Brain-Stem,234,28.67,7.11,29.12,8.84,28.23,58
Left Hippocampus,22,30.96,5.85,29.85,10.50,30.43,46
Left Amygdala,13,29.36,5.68,32.11,7.21,30.64,2
Left Accumbens,0,,,,,,
Right Cerebral White Matter,2316,28.20,14.27,25.67,19.34,26.42,91
Right Cerebral Cortex,3341,41.48,13.19,41.62,17.31,40.44,89
Right Lateral Ventricle,114,13.92,16.92,6.88,16.86,11.86,94
