name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13833,69.71,44.83,62.39,47.23,58.04,93
10%+WM,8869,58.96,30.09,57.66,37.86,53.78,88
80%+GM,526,48.99,18.99,50.58,23.26,46.71,94
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,355,38.16,24.11,35.09,37.27,35.1,55
Left_Cerebral_White_Matter_80%+,359,42.74,23.98,40.04,34.87,33.9,56
Right Caudate,84,61.68,31.17,58.92,42.64,62.2,82
Right Cerebellum,414,51.45,29.79,49.85,30.42,54.48,89
Right Frontal Lobe,2495,81.49,43.13,71.39,47.38,70.64,87
Right Insula,213,45.05,16.49,43.97,23.15,42.22,66
Right Occipital Lobe,987,59.79,46.21,50.76,35.26,48.86,94
Right Parietal Lobe,1795,72.66,49.36,63.96,52.24,57.16,95
Right Putamen,170,59.11,21.22,60.25,26.35,44.81,75
Right Temporal Lobe,1581,42.73,29.49,42.02,38.78,41.04,86
Right Thalamus,135,85.39,40.21,79.1,39.16,81.65,79
Left Caudate,160,58.87,33.55,56.13,56.44,59.27,82
Left Cerebellum,637,50.54,27.61,51.33,20.61,51.44,83
Left Frontal Lobe,2584,90.74,42.03,82.97,46.93,79.94,87
Left Insula,266,61.95,25.21,59.05,29.75,55.43,72
Left Occipital Lobe,1168,60.79,42.48,53.66,33,55.76,94
Left Parietal Lobe,1707,82.24,48.09,72.54,48.86,68.1,94
Left Putamen,174,65.89,25.3,61.82,37,58.03,73
Left Temporal Lobe,1626,49.77,34.93,47.04,46.01,44.29,91
Left Thalamus,123,94.3,39.85,85,39.99,88.92,83
RICA,3375,67.57,38.85,61.97,40.47,57.85,91
LICA,3993,78.54,43.1,73.59,46.79,67.3,92
VBA,1776,50.94,35.59,47.95,32.59,48.42,93
Frontal Pole,627,96.24,37.09,91.15,43.03,81.33,86
Insular Cortex,47,49.57,13.55,44.36,20.32,47.78,55
Superior Frontal Gyrus,25,69.87,26.22,65.94,25.85,57.26,90
Middle Frontal Gyrus,62,100.5,32.83,97.14,50.49,83.91,93
"Inferior Frontal Gyrus, pars triangularis",9,,,,,,
"Inferior Frontal Gyrus, pars opercularis",22,83.17,23.16,76.97,27.88,76.14,65
Precentral Gyrus,96,82.26,31.09,79.1,30.61,74.42,88
Temporal Pole,162,48.54,21.67,46.95,28.52,47.76,72
"Superior Temporal Gyrus, anterior division",1,,,,,,
"Superior Temporal Gyrus, posterior division",11,54.17,19.57,56.61,20.72,52.07,74
"Middle Temporal Gyrus, anterior division",6,,,,,,
"Middle Temporal Gyrus, posterior division",43,48.13,26.38,47.49,39.37,49.63,91
"Middle Temporal Gyrus, temporooccipital part",44,52.12,15.85,52.84,13.76,53.52,83
"Inferior Temporal Gyrus, anterior division",10,23.47,30.87,1.328,43.72,44.05,64
"Inferior Temporal Gyrus, posterior division",4,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",30,28.87,16.94,24.64,17.67,27.09,87
Postcentral Gyrus,89,94.06,38.16,85.02,37.64,82.07,91
Superior Parietal Lobule,27,97.13,46.66,84.68,59.08,78.29,95
"Supramarginal Gyrus, anterior division",30,85.74,35.78,72.6,48.12,72.71,91
"Supramarginal Gyrus, posterior division",22,60.14,18.23,57.77,23.54,53.68,84
Angular Gyrus,39,66.41,34.07,62.06,44.81,51.21,96
"Lateral Occipital Cortex, superior division",324,66.71,43.44,61.86,47.91,56.81,97
"Lateral Occipital Cortex, inferior division",114,49.27,23.3,46.22,26.82,45.72,91
Intracalcarine Cortex,13,76.56,10.27,78.13,16.68,70.29,0
Frontal Medial Cortex,34,63.93,27.08,60.93,23.83,59.2,89
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),45,78.94,24.94,75.99,27.88,70.91,81
Subcallosal Cortex,46,47,24.17,51.08,28.14,45.95,71
Paracingulate Gyrus,84,92.19,33.16,80.36,36.51,79.18,85
"Cingulate Gyrus, anterior division",99,62.11,14.14,60.37,18.38,61.91,37
"Cingulate Gyrus, posterior division",70,70.3,40.26,73.04,55.79,73.61,95
Precuneous Cortex,170,80.02,38.82,73.86,32.19,72.36,92
Cuneal Cortex,19,50.83,14.18,53.96,19.5,50.1,82
Frontal Orbital Cortex,94,67.5,21.88,69.04,29.92,67.01,18
"Parahippocampal Gyrus, anterior division",20,16.87,22.79,8.887,28.14,13.55,67
"Parahippocampal Gyrus, posterior division",3,,,,,,
Lingual Gyrus,68,53.13,12.36,53.07,15.4,49.92,58
"Temporal Fusiform Cortex, anterior division",6,,,,,,
"Temporal Fusiform Cortex, posterior division",32,19.26,15.64,16.06,30.73,11.54,85
Temporal Occipital Fusiform Cortex,26,43.89,11.85,44.56,13.52,43.74,41
Occipital Fusiform Gyrus,16,43.19,7.79,43.49,12.85,41.84,66
Frontal Operculum Cortex,0,,,,,,
