name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,8734,15.49,5.41,14.84,7.21,15.39,1
80%+GM,167,16.80,3.90,16.76,4.91,16.79,0
10%+WM,11433,15.78,5.80,15.05,7.57,15.49,33
90%+WM,2217,16.47,6.73,15.64,8.24,15.49,69
gmmask_pure_cort,110,15.87,4.09,15.59,5.08,15.85,0
wmmask_pure_cereb,1898,15.09,5.85,14.76,6.94,14.51,64
Right_Cerebral_White_Matter_80%+,1362,13.91,5.53,13.66,6.73,13.70,50
Left_Cerebral_White_Matter_80%+,1205,14.12,5.08,14.01,6.53,13.77,46
Right Caudate,142,16.68,4.11,16.71,4.13,16.39,0
Right Cerebellum,182,21.67,4.12,20.86,5.35,21.94,0
Right Frontal Lobe,1539,15.21,5.80,14.25,6.58,15.30,27
Right Insula,80,19.44,4.00,18.37,4.26,19.56,0
Right Occipital Lobe,556,19.05,6.32,19.48,7.86,17.78,54
Right Parietal Lobe,1226,14.14,4.34,14.07,5.78,14.13,0
Right Putamen,104,22.40,5.10,21.54,6.48,22.68,24
Right Temporal Lobe,789,16.93,5.78,17.41,7.39,16.37,31
Right Thalamus,166,24.41,5.43,23.80,7.50,24.18,27
Left Caudate,141,17.21,3.90,17.84,5.11,17.04,0
Left Cerebellum,196,22.46,4.91,22.24,5.98,23.08,0
Left Frontal Lobe,1479,12.99,3.99,12.74,5.10,13.37,0
Left Insula,81,13.51,2.75,13.63,2.93,13.38,0
Left Occipital Lobe,806,16.50,6.20,15.69,7.79,15.37,56
Left Parietal Lobe,1129,13.28,4.22,12.74,6.29,13.30,0
Left Putamen,101,20.55,5.24,19.91,6.34,20.86,17
Left Temporal Lobe,739,13.74,4.28,12.72,4.22,13.57,0
Left Thalamus,148,25.40,5.62,25.60,6.96,24.98,33
RICA,2083,15.70,5.42,14.89,6.70,15.80,3
LICA,2269,12.63,3.54,12.13,4.56,12.81,0
VBA,745,18.24,5.06,17.49,6.33,18.27,0
Frontal Pole,290,13.59,3.42,13.42,3.75,13.57,0
Insular Cortex,16,17.03,2.62,17.88,1.35,17.03,0
Superior Frontal Gyrus,1,,,,,,
Middle Frontal Gyrus,24,13.05,5.62,11.48,8.33,12.94,0
