name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13642,66.23,33.76,62.89,39.77,57.02,91
80%+GM,526,44.60,18.06,43.40,24.02,42.20,88
10%+WM,8734,58.49,24.85,57.88,32.33,54.17,85
90%+WM,0,,,,,,
gmmask_pure_cort,390,46.26,19.45,46.48,27.27,43.32,90
wmmask_pure_cereb,0,,,,,,
Right_Cerebral_White_Matter_80%+,489,49.58,25.12,48.79,36.36,48.68,81
Left_Cerebral_White_Matter_80%+,349,57.48,19.65,59.48,27.92,56.41,43
Right Caudate,116,62.74,19.90,61.44,26.26,63.58,57
Right Cerebellum,194,45.12,16.89,44.65,19.28,41.92,52
Right Frontal Lobe,2417,73.37,37.36,68.25,47.57,64.17,90
Right Insula,119,62.71,19.87,62.29,24.82,54.92,72
Right Occipital Lobe,636,60.11,35.18,54.24,29.28,51.25,91
Right Parietal Lobe,1630,75.81,28.39,72.79,35.52,69.72,87
Right Putamen,75,59.52,15.43,60.08,20.36,59.41,0
Right Temporal Lobe,1204,43.43,28.69,39.82,38.82,35.89,90
Right Thalamus,83,88.60,30.04,79.34,37.93,91.39,75
Left Caudate,121,59.95,22.23,60.17,31.98,60.82,61
Left Cerebellum,178,52.90,24.02,49.27,22.02,42.45,75
Left Frontal Lobe,2274,76.68,37.71,73.23,40.81,68.55,90
Left Insula,127,63.46,20.22,62.39,29.55,58.15,70
Left Occipital Lobe,931,51.84,26.87,49.92,30.05,42.17,92
Left Parietal Lobe,1399,69.05,23.08,66.39,28.29,65.51,83
Left Putamen,78,62.17,16.37,64.26,25.83,62.59,6
Left Temporal Lobe,1210,52.72,29.18,51.26,40.97,46.68,89
Left Thalamus,83,93.75,33.37,88.41,40.52,92.42,81
RICA,3294,68.75,32.54,65.80,39.98,61.68,90
LICA,3378,68.55,30.66,66.54,35.84,62.90,89
VBA,930,44.78,23.50,42.54,26.87,36.38,91
Frontal Pole,565,74.73,38.11,71.37,45.62,67.77,91
Insular Cortex,50,49.87,14.95,47.52,20.86,44.50,52
Superior Frontal Gyrus,7,,,,,,
Middle Frontal Gyrus,44,91.52,40.27,82.66,45.39,75.15,94
"Inferior Frontal Gyrus, pars triangularis",5,,,,,,
"Inferior Frontal Gyrus, pars opercularis",17,74.34,18.12,72.89,21.94,69.72,83
Precentral Gyrus,81,67.79,27.11,65.23,24.26,62.51,87
Temporal Pole,139,50.72,24.13,48.99,28.28,47.08,86
"Superior Temporal Gyrus, anterior division",2,,,,,,
"Superior Temporal Gyrus, posterior division",15,65.01,22.24,57.80,23.18,58.85,89
"Middle Temporal Gyrus, anterior division",4,,,,,,
"Middle Temporal Gyrus, posterior division",37,39.52,26.70,40.83,35.05,41.98,88
"Middle Temporal Gyrus, temporooccipital part",24,56.29,10.72,57.42,14.60,54.68,64
"Inferior Temporal Gyrus, anterior division",3,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",30,32.56,13.86,30.27,17.03,30.62,79
Postcentral Gyrus,69,64.92,22.83,60.94,31.74,57.44,87
Superior Parietal Lobule,7,,,,,,
"Supramarginal Gyrus, anterior division",26,67.85,28.61,55.20,51.06,54.67,85
"Supramarginal Gyrus, posterior division",13,64.37,22.91,56.95,25.05,52.74,80
Angular Gyrus,27,73.31,23.01,68.28,32.71,58.56,84
"Lateral Occipital Cortex, superior division",183,74.58,31.13,67.59,38.06,62.55,93
"Lateral Occipital Cortex, inferior division",81,38.18,28.54,37.47,46.30,25.42,97
Intracalcarine Cortex,21,58.89,13.12,59.49,16.23,55.44,64
Frontal Medial Cortex,28,36.31,33.80,19.54,58.75,24.91,91
