name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,12989,63.10,19.46,63.30,22.63,60.97,75
80%+GM,529,53.98,13.61,53.49,16.91,52.83,72
10%+WM,8792,62.03,17.61,62.33,20.47,60.41,72
90%+WM,0,,,,,,
gmmask_pure_cort,353,55.86,14.81,56.27,18.06,55.37,74
wmmask_pure_cereb,0,,,,,,
Right_Cerebral_White_Matter_80%+,216,58.08,16.43,59.76,21.21,58.48,43
Left_Cerebral_White_Matter_80%+,199,55.73,14.94,56.25,18.88,56.52,33
Right Caudate,106,57.48,17.30,61.26,15.62,54.08,66
Right Cerebellum,304,56.49,13.63,54.89,14.27,54.47,54
Right Frontal Lobe,2219,67.21,21.96,68.16,21.88,65.01,79
Right Insula,103,64.47,9.07,64.77,10.60,63.48,0
Right Occipital Lobe,765,68.71,16.86,67.69,20.48,64.91,74
Right Parietal Lobe,1396,72.09,15.95,71.39,18.53,69.91,66
Right Putamen,78,63.26,10.27,65.98,13.12,62.54,0
Right Temporal Lobe,1165,53.59,16.79,53.86,22.93,52.54,71
Right Thalamus,72,86.46,18.99,86.16,22.67,85.95,65
Left Caudate,101,51.57,13.96,53.58,17.50,49.01,45
Left Cerebellum,261,57.96,12.49,55.47,13.70,53.96,48
Left Frontal Lobe,2215,62.92,19.98,63.16,22.04,61.44,75
Left Insula,130,56.97,9.14,57.66,14.70,56.78,0
Left Occipital Lobe,887,62.93,15.40,61.36,19.71,59.66,72
Left Parietal Lobe,1180,67.29,15.62,65.74,18.47,64.41,68
Left Putamen,57,57.57,9.13,58.70,10.78,57.42,0
Left Temporal Lobe,1132,47.78,16.56,48.43,21.85,47.81,67
Left Thalamus,63,75.27,16.09,77.97,26.25,73.01,58
RICA,3214,67.12,19.69,67.50,22.24,65.48,76
LICA,3278,61.36,19.00,61.30,21.33,60.41,75
VBA,1150,59.74,13.91,58.48,17.38,56.98,69
Frontal Pole,538,65.64,20.91,67.42,23.29,65.24,78
Insular Cortex,50,53.51,6.47,53.01,7.44,53.01,0
Superior Frontal Gyrus,6,,,,,,
Middle Frontal Gyrus,92,71.62,16.52,69.94,20.41,67.94,76
"Inferior Frontal Gyrus, pars triangularis",3,,,,,,
"Inferior Frontal Gyrus, pars opercularis",14,61.91,11.78,62.63,14.16,58.15,64
Precentral Gyrus,82,69.72,19.24,69.93,19.62,65.79,83
Temporal Pole,144,52.41,10.64,52.89,15.84,51.17,26
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",17,62.99,13.18,64.01,17.78,61.53,66
"Middle Temporal Gyrus, anterior division",2,,,,,,
"Middle Temporal Gyrus, posterior division",23,58.39,18.60,54.72,28.69,56.86,79
"Middle Temporal Gyrus, temporooccipital part",29,64.04,10.99,64.34,16.72,61.28,60
"Inferior Temporal Gyrus, anterior division",0,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",20,48.62,12.46,48.49,16.86,45.70,67
Postcentral Gyrus,112,71.24,20.12,66.90,21.27,64.87,78
Superior Parietal Lobule,19,73.86,14.33,71.83,14.76,68.48,72
"Supramarginal Gyrus, anterior division",15,58.92,11.76,57.18,15.32,56.03,64
"Supramarginal Gyrus, posterior division",11,61.22,12.01,63.27,20.46,63.59,50
Angular Gyrus,25,61.18,9.71,59.37,13.68,60.90,52
"Lateral Occipital Cortex, superior division",275,66.11,17.99,62.96,23.67,61.34,83
