name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13164,80.78,55.89,71.26,61.59,66.59,92
80%+GM,324,43.14,22.63,42.77,28.44,40.61,91
10%+WM,8363,73.94,43.13,68.37,51.62,64.77,89
90%+WM,0,,,,,,
gmmask_pure_cort,270,44.83,23.70,45.50,29.88,41.65,92
wmmask_pure_cereb,0,,,,,,
Right_Cerebral_White_Matter_80%+,583,66.45,44.06,60.43,65.38,41.11,84
Left_Cerebral_White_Matter_80%+,571,67.51,45.61,62.57,65.02,42.85,86
Right Caudate,110,52.05,33.87,53.98,56.49,47.56,83
Right Cerebellum,670,56.38,25.81,54.70,25.15,53.85,73
Right Frontal Lobe,1845,88.02,60.09,79.12,59.70,75.32,91
Right Insula,108,70.79,29.42,68.56,42.34,57.84,79
Right Occipital Lobe,691,81.35,51.88,73.66,66.49,69.50,92
Right Parietal Lobe,1422,107.48,59.50,96.29,68.47,84.28,94
Right Putamen,68,63.92,26.11,68.13,37.40,57.55,14
Right Temporal Lobe,1099,67.51,51.27,58.11,71.20,53.08,93
Right Thalamus,75,93.62,32.56,95.91,52.49,83.56,79
Left Caudate,122,37.66,31.23,28.60,45.96,30.43,79
Left Cerebellum,677,57.18,26.58,54.11,25.39,52.10,79
Left Frontal Lobe,1766,82.20,58.83,72.82,59.59,70.27,91
Left Insula,129,67.16,23.72,62.53,30.26,55.98,67
Left Occipital Lobe,865,81.96,52.44,73.86,66.90,70.29,93
Left Parietal Lobe,1249,105.94,61.10,93.91,63.92,81.95,94
Left Putamen,63,59.94,26.33,62.23,44.64,50.42,41
Left Temporal Lobe,1078,59.44,44.11,54.05,58.50,52.36,90
Left Thalamus,87,90.23,33.79,92.35,47.69,78.90,82
RICA,2693,91.63,58.22,82.07,64.06,75.50,93
LICA,2688,88.81,58.84,78.23,61.76,73.32,93
VBA,1128,69.79,42.63,64.59,55.69,61.62,91
Frontal Pole,389,61.02,53.82,55.80,62.11,57.58,86
Insular Cortex,46,48.47,9.71,47.57,11.98,45.36,23
Superior Frontal Gyrus,18,90.28,40.56,77.67,26.88,74.47,82
Middle Frontal Gyrus,19,72.55,27.41,70.55,32.38,62.57,92
"Inferior Frontal Gyrus, pars triangularis",2,,,,,,
"Inferior Frontal Gyrus, pars opercularis",21,87.20,32.45,83.78,41.95,79.27,81
Precentral Gyrus,45,104.36,58.54,81.48,49.27,75.75,93
Temporal Pole,114,43.68,24.87,40.14,33.15,36.64,68
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",11,76.59,35.51,62.02,56.62,64.84,90
"Middle Temporal Gyrus, anterior division",2,,,,,,
"Middle Temporal Gyrus, posterior division",50,67.73,52.49,52.33,60.44,55.70,93
"Middle Temporal Gyrus, temporooccipital part",24,64.16,36.60,66.47,51.33,53.14,96
"Inferior Temporal Gyrus, anterior division",2,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",13,23.54,19.91,15.02,33.31,20.31,63
