name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,514,36.78,10.56,36.97,12.19,36.79,88
10%+WM,152,37.21,10.34,36.4,11.51,36.62,89
80%+GM,514,36.78,10.56,36.97,12.19,36.79,88
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,0,,,,,,
Left_Cerebral_White_Matter_80%+,0,,,,,,
Right Caudate,1,,,,,,
Right Cerebellum,84,36.34,4.872,36.58,6.252,35.57,67
Right Frontal Lobe,69,41.66,12.58,43.57,13.57,42.72,89
Right Insula,17,43.37,8.355,41.65,9.528,42.33,69
Right Occipital Lobe,41,37.03,7.486,35.44,6.964,35.1,87
Right Parietal Lobe,26,45.15,8.954,45.12,11.16,44.34,92
Right Putamen,0,,,,,,
Right Temporal Lobe,83,35.03,10.53,35.44,13.05,38.94,86
Right Thalamus,0,,,,,,
Left Caudate,0,,,,,,
Left Cerebellum,83,36.2,5.544,36.56,6.837,36,76
Left Frontal Lobe,50,37.12,13.73,40.13,21.39,38.76,90
Left Insula,18,45.63,5.471,42.76,8.357,44.91,26
Left Occipital Lobe,49,37.75,7.107,37.36,10.11,35.8,90
Left Parietal Lobe,38,38.96,12.69,36.57,19.64,37.04,93
Left Putamen,0,,,,,,
Left Temporal Lobe,101,32.03,8.567,33,11.11,32.8,84
Left Thalamus,0,,,,,,
RICA,115,36.35,12.88,36.87,18.24,38.95,91
LICA,132,34.46,11.91,33.97,16.33,34.17,91
VBA,122,37.73,5.999,37.39,6.823,36.73,80
Frontal Pole,7,,,,,,
Insular Cortex,23,44.43,6.592,42.52,8.542,44.03,49
Superior Frontal Gyrus,2,,,,,,
Middle Frontal Gyrus,4,,,,,,
"Inferior Frontal Gyrus, pars triangularis",0,,,,,,
"Inferior Frontal Gyrus, pars opercularis",0,,,,,,
Precentral Gyrus,6,,,,,,
Temporal Pole,21,31.75,7.339,33.79,11.73,33.85,59
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",4,,,,,,
"Middle Temporal Gyrus, anterior division",0,,,,,,
"Middle Temporal Gyrus, posterior division",3,,,,,,
"Middle Temporal Gyrus, temporooccipital part",0,,,,,,
"Inferior Temporal Gyrus, anterior division",0,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",2,,,,,,
Postcentral Gyrus,3,,,,,,
Superior Parietal Lobule,0,,,,,,
"Supramarginal Gyrus, anterior division",2,,,,,,
"Supramarginal Gyrus, posterior division",4,,,,,,
Angular Gyrus,3,,,,,,
"Lateral Occipital Cortex, superior division",18,34.27,9.647,32.22,9.881,32.55,95
"Lateral Occipital Cortex, inferior division",5,,,,,,
Intracalcarine Cortex,0,,,,,,
Frontal Medial Cortex,4,,,,,,
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),5,,,,,,
Subcallosal Cortex,1,,,,,,
Paracingulate Gyrus,7,,,,,,
"Cingulate Gyrus, anterior division",8,,,,,,
"Cingulate Gyrus, posterior division",7,,,,,,
Precuneous Cortex,10,47.33,5.126,45.84,7.373,46.52,68
Cuneal Cortex,1,,,,,,
Frontal Orbital Cortex,6,,,,,,
"Parahippocampal Gyrus, anterior division",6,,,,,,
"Parahippocampal Gyrus, posterior division",0,,,,,,
Lingual Gyrus,1,,,,,,
"Temporal Fusiform Cortex, anterior division",2,,,,,,
"Temporal Fusiform Cortex, posterior division",1,,,,,,
Temporal Occipital Fusiform Cortex,2,,,,,,
Occipital Fusiform Gyrus,0,,,,,,
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,0,,,,,,
Parietal Operculum Cortex,0,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,1,,,,,,
Left Cerebral White Matter,3,,,,,,
Left Cerebral Cortex,154,35.77,12.82,35.8,18.51,34.73,92
Left Lateral Ventricle,0,,,,,,
Left Thalamus,0,,,,,,
Left Caudate,0,,,,,,
Left Putamen,0,,,,,,
Left Pallidum,0,,,,,,
Brain-Stem,0,,,,,,
Left Hippocampus,1,,,,,,
Left Amygdala,8,,,,,,
Left Accumbens,0,,,,,,
Right Cerebral White Matter,0,,,,,,
Right Cerebral Cortex,157,40.11,11.89,41.65,13.96,41.35,90
Right Lateral Ventricle,0,,,,,,
Right Thalamus,0,,,,,,
Right Caudate,0,,,,,,
Right Putamen,0,,,,,,
Right Pallidum,0,,,,,,
Right Hippocampus,3,,,,,,
Right Amygdala,12,27.21,3.694,26.11,6.171,27.19,0
Right Accumbens,0,,,,,,
