name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13140,76.5,57.07,67.31,61.89,9.554e-06,98
10%+WM,7962,71.22,44.17,66.02,52.46,1.301e-05,98
80%+GM,434,43.08,22.09,44.72,24.18,4.344e-05,99
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,478,61.58,42.99,52.08,62.52,47.06,87
Left_Cerebral_White_Matter_80%+,515,57.79,43.88,50.58,61.95,40.43,86
Right Caudate,88,56.46,36.47,54.28,60.8,50.91,84
Right Cerebellum,730,57.14,26.51,54.22,24.09,5.541e-05,98
Right Frontal Lobe,2206,85.59,62.08,76.51,61.28,7.599e-06,98
Right Insula,180,67.05,32.43,62.42,43.05,58.27,80
Right Occipital Lobe,908,79.8,51.15,73.16,59.31,8.996e-05,99
Right Parietal Lobe,1679,106,59.91,96.08,68.45,86.21,96
Right Putamen,114,59.88,29.13,58.45,37.22,57.92,42
Right Temporal Lobe,1478,64.13,54.69,56.75,79.91,2.913e-06,98
Right Thalamus,121,91.19,39.31,88.68,54.84,82.3,81
Left Caudate,161,46.63,42.09,32.98,53.76,34.24,81
Left Cerebellum,853,56.04,32.83,51.66,33.1,2.175e-05,98
Left Frontal Lobe,2289,77.75,60.91,68.5,59.41,8.056e-06,98
Left Insula,221,69.15,30.07,64.61,34.53,59.41,77
Left Occipital Lobe,1126,75.83,50.71,69.36,63.16,7.754e-05,99
Left Parietal Lobe,1608,101.5,63.18,89.81,69.07,83.06,96
Left Putamen,130,49.6,22.85,49.75,30.66,45.35,25
Left Temporal Lobe,1477,55.67,46.86,51.29,67.25,2.97e-06,97
Left Thalamus,126,92.45,38.52,89.73,54.87,84.47,82
RICA,2943,86.29,62.22,77.98,67.05,8.314e-06,99
LICA,3506,78.84,60.85,69.32,63.4,7.265e-06,98
VBA,1678,66.18,41.73,60.85,51.77,6.605e-05,98
Frontal Pole,507,51.12,55.95,45.35,75.45,1.811e-06,96
Insular Cortex,44,52.97,17.03,47.06,17.39,46.44,55
Superior Frontal Gyrus,14,81.4,32.9,67.8,34.55,63.87,91
Middle Frontal Gyrus,63,89.43,57.6,77.65,42.8,71.09,95
"Inferior Frontal Gyrus, pars triangularis",10,74.45,32.79,58.97,37.92,61.65,84
"Inferior Frontal Gyrus, pars opercularis",17,84.46,38.36,74.57,30.98,70.8,89
Precentral Gyrus,74,126,74.11,100.2,82.94,90.17,96
Temporal Pole,146,27.5,32.08,16.22,49.84,4.737e-07,92
"Superior Temporal Gyrus, anterior division",1,,,,,,
"Superior Temporal Gyrus, posterior division",16,120,51.88,98.45,69.15,110.3,96
"Middle Temporal Gyrus, anterior division",7,,,,,,
"Middle Temporal Gyrus, posterior division",40,80.68,42.54,69.45,61.08,69.11,96
"Middle Temporal Gyrus, temporooccipital part",31,72.72,48.4,62.46,65.2,64.83,98
"Inferior Temporal Gyrus, anterior division",2,,,,,,
"Inferior Temporal Gyrus, posterior division",4,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",21,51.71,29.13,44.65,42.39,50.4,95
Postcentral Gyrus,78,125.3,86.04,99.92,92.05,80.71,97
Superior Parietal Lobule,25,73.8,65.02,42.29,85.77,49.61,98
"Supramarginal Gyrus, anterior division",24,66.37,11.99,64.35,16.91,63.52,65
"Supramarginal Gyrus, posterior division",20,94.1,68.04,69.41,40.17,65.77,97
Angular Gyrus,37,85.62,45.76,75.96,60.95,72.49,97
"Lateral Occipital Cortex, superior division",259,91.65,67.98,71.7,66.17,75.72,98
"Lateral Occipital Cortex, inferior division",108,43.69,31.82,38.32,38.38,39.3,94
Intracalcarine Cortex,10,118.9,30.45,106.8,47.58,119.6,82
Frontal Medial Cortex,29,25.14,38.9,0,50.17,8.892e-08,77
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),29,102.4,50.52,81.09,28.45,79.13,86
Subcallosal Cortex,35,84.36,59.87,87.08,81,69.14,81
Paracingulate Gyrus,71,84.89,33.64,76.19,40.22,71.71,88
"Cingulate Gyrus, anterior division",84,80.06,33.83,68.32,37.88,60.91,80
"Cingulate Gyrus, posterior division",61,111.8,56.27,91.07,52.44,93.67,94
Precuneous Cortex,145,110.9,55.69,95.32,61.57,92.74,96
Cuneal Cortex,11,194.4,93.97,177.8,106.4,183.3,98
Frontal Orbital Cortex,63,52.76,30.95,53.46,38.47,1.175e-05,92
"Parahippocampal Gyrus, anterior division",14,0,0,0,0,0,0
"Parahippocampal Gyrus, posterior division",2,,,,,,
Lingual Gyrus,63,90.65,31.89,89.46,38.06,91.64,84
"Temporal Fusiform Cortex, anterior division",1,,,,,,
"Temporal Fusiform Cortex, posterior division",14,35.32,34.52,25.39,58.74,7.676e-06,99
Temporal Occipital Fusiform Cortex,18,62.04,24.25,60.06,42.83,61.12,87
Occipital Fusiform Gyrus,20,76.57,35.45,70.09,35.58,75.92,90
Frontal Operculum Cortex,1,,,,,,
Central Opercular Cortex,25,106.9,42.96,93.56,66.28,85.07,90
Parietal Operculum Cortex,0,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,127,76.16,52.9,60.89,70.3,73.57,93
Left Cerebral White Matter,1340,71.37,47.62,67.61,64.54,4.092e-05,97
Left Cerebral Cortex,3289,80.22,58.92,70.14,60.36,1.263e-05,99
Left Lateral Ventricle,7,,,,,,
Left Thalamus,55,86.71,35.62,83.31,53.52,78.56,84
Left Caudate,17,62,44.11,55.05,44.19,51.82,90
Left Putamen,25,56.41,21.06,60,37.78,53.11,0
Left Pallidum,0,,,,,,
Brain-Stem,45,98.66,51.13,87.67,53.74,98.73,82
Left Hippocampus,20,38.8,16.74,35.76,21.52,36.46,74
Left Amygdala,11,39.51,20.52,26.5,29.28,31.72,62
Left Accumbens,1,,,,,,
Right Cerebral White Matter,1319,77.93,49.87,73.29,60.74,2.348e-05,97
Right Cerebral Cortex,3344,86.55,59.41,78.6,64.16,1.124e-05,99
Right Lateral Ventricle,3,,,,,,
Right Thalamus,51,97,35.58,95.76,62.97,87.27,82
Right Caudate,18,83.32,22.38,87.01,28.74,75.68,73
Right Putamen,15,75.66,18.28,74.79,19.79,70.58,0
Right Pallidum,0,,,,,,
Right Hippocampus,22,37.23,22.74,27.13,22.68,37.17,83
Right Amygdala,12,31.85,15.32,26.26,25.35,26.54,6
Right Accumbens,0,,,,,,
