name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,14053,38.06,20.66,36.25,18.86,35.98,71
80%+GM,566,28.97,14.58,28.79,12.94,28.80,72
10%+WM,8833,37.08,17.62,35.76,16.62,36.00,63
90%+WM,0,,,,,,
gmmask_pure_cort,315,29.69,17.90,28.30,15.06,27.54,73
wmmask_pure_cereb,0,,,,,,
Right_Cerebral_White_Matter_80%+,343,33.82,16.23,32.88,11.06,33.10,0
Left_Cerebral_White_Matter_80%+,364,37.77,11.08,37.64,13.19,38.23,0
Right Caudate,118,25.25,12.86,24.75,17.28,22.01,62
Right Cerebellum,443,29.77,8.71,29.51,11.24,30.13,45
Right Frontal Lobe,2165,37.97,24.50,35.60,17.77,35.39,48
Right Insula,125,26.40,6.94,26.51,9.23,24.75,0
Right Occipital Lobe,850,46.45,16.80,46.40,22.65,45.10,81
Right Parietal Lobe,1566,37.64,12.73,36.39,14.47,35.59,67
Right Putamen,89,24.66,6.88,25.21,7.51,24.57,0
Right Temporal Lobe,1216,33.84,21.34,31.37,15.75,30.16,42
Right Thalamus,86,47.75,15.98,53.38,24.75,45.90,82
Left Caudate,108,26.50,13.73,26.36,18.27,24.10,68
Left Cerebellum,346,29.74,8.76,30.49,11.34,31.40,52
Left Frontal Lobe,2110,42.11,29.01,40.70,19.13,40.35,62
Left Insula,137,29.94,7.77,29.33,10.92,28.42,0
Left Occipital Lobe,929,41.32,16.09,42.11,22.12,39.51,82
Left Parietal Lobe,1560,41.98,15.10,41.60,16.83,39.33,77
Left Putamen,86,24.89,8.19,24.34,13.16,25.05,0
Left Temporal Lobe,1179,31.80,17.44,31.30,17.94,28.72,63
Left Thalamus,77,50.68,14.62,53.22,19.38,48.71,80
RICA,3221,37.77,19.54,35.42,17.04,35.12,61
LICA,3303,39.34,17.13,38.99,18.95,37.99,72
VBA,1225,38.77,15.62,37.36,20.45,37.18,82
Frontal Pole,568,44.14,49.48,37.60,24.65,35.91,58
Insular Cortex,56,25.56,5.97,25.05,4.76,24.22,0
Superior Frontal Gyrus,28,42.25,10.31,44.75,18.96,41.58,62
Middle Frontal Gyrus,60,48.12,11.98,49.34,15.99,44.46,70
"Inferior Frontal Gyrus, pars triangularis",4,,,,,,
"Inferior Frontal Gyrus, pars opercularis",14,30.06,6.35,30.78,6.21,29.52,0
