name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,8714,20.14,7.97,18.87,8.81,19.45,0
80%+GM,167,20.75,6.67,19.62,6.03,19.81,0
10%+WM,11413,20.31,8.09,19.17,9.20,19.61,29
90%+WM,2217,21.09,8.56,20.22,10.29,20.01,68
gmmask_pure_cort,110,20.76,7.63,19.25,6.22,19.51,0
wmmask_pure_cereb,1898,19.67,7.93,19.16,8.86,18.83,65
Right_Cerebral_White_Matter_80%+,1362,18.91,8.33,18.19,8.68,18.07,52
Left_Cerebral_White_Matter_80%+,1205,17.93,6.52,17.77,8.13,17.56,45
Right Caudate,142,19.68,4.84,19.05,4.86,19.75,0
Right Cerebellum,182,22.97,4.12,22.45,5.27,23.34,0
Right Frontal Lobe,1534,21.57,9.54,19.64,10.45,20.68,32
Right Insula,80,25.38,5.64,23.92,5.91,25.75,0
Right Occipital Lobe,556,22.47,7.40,22.62,9.18,21.32,51
Right Parietal Lobe,1226,17.31,5.41,17.27,6.36,17.19,0
Right Putamen,104,29.52,7.00,27.91,9.43,29.85,28
Right Temporal Lobe,789,27.36,10.23,25.57,10.69,25.55,0
Right Thalamus,166,28.48,6.76,27.05,7.87,28.44,30
Left Caudate,141,18.65,4.20,18.54,5.94,18.61,0
Left Cerebellum,196,23.42,4.82,22.61,5.91,24.17,0
Left Frontal Lobe,1464,17.67,7.72,16.19,7.03,17.10,0
Left Insula,81,16.05,3.78,15.29,3.89,16.01,0
Left Occipital Lobe,806,21.82,9.67,20.60,9.96,20.03,54
Left Parietal Lobe,1129,16.36,4.74,16.04,6.70,16.70,0
Left Putamen,101,23.72,7.42,22.00,10.24,23.48,41
Left Temporal Lobe,739,17.96,5.19,16.80,6.78,17.49,0
Left Thalamus,148,29.16,6.68,29.21,9.85,28.96,30
RICA,2079,21.96,8.88,20.24,10.37,21.05,14
LICA,2255,16.67,6.05,15.55,5.79,16.39,0
VBA,745,23.74,9.39,22.10,8.31,22.43,9
Frontal Pole,290,19.00,6.16,17.76,8.21,17.90,0
Insular Cortex,16,20.75,4.32,22.32,2.91,20.04,0
Superior Frontal Gyrus,1,,,,,,
Middle Frontal Gyrus,24,17.29,8.28,14.41,13.47,16.49,8
"Inferior Frontal Gyrus, pars triangularis",4,,,,,,
"Inferior Frontal Gyrus, pars opercularis",8,,,,,,
Precentral Gyrus,63,16.45,5.09,15.76,4.74,16.24,0
Temporal Pole,80,21.78,7.67,19.54,14.35,20.75,0
"Superior Temporal Gyrus, anterior division",2,,,,,,
"Superior Temporal Gyrus, posterior division",6,,,,,,
"Middle Temporal Gyrus, anterior division",1,,,,,,
"Middle Temporal Gyrus, posterior division",17,21.53,7.79,18.39,11.37,18.53,0
"Middle Temporal Gyrus, temporooccipital part",8,,,,,,
"Inferior Temporal Gyrus, anterior division",1,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",14,30.00,9.83,26.96,9.59,26.50,0
Postcentral Gyrus,52,15.38,4.41,14.64,6.70,15.65,0
Superior Parietal Lobule,6,,,,,,
"Supramarginal Gyrus, anterior division",13,12.98,2.53,11.82,3.77,12.99,0
"Supramarginal Gyrus, posterior division",8,,,,,,
Angular Gyrus,17,20.48,2.14,21.38,1.11,20.60,0
"Lateral Occipital Cortex, superior division",80,13.47,2.96,13.14,4.01,13.33,0
"Lateral Occipital Cortex, inferior division",41,31.10,18.36,23.87,8.11,23.60,0
Intracalcarine Cortex,21,28.79,2.18,28.77,3.40,28.81,0
Frontal Medial Cortex,11,50.28,22.24,51.47,39.66,28.55,8
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),10,14.14,1.53,14.87,2.01,14.23,0
Subcallosal Cortex,29,29.58,10.65,25.29,6.54,24.76,0
Paracingulate Gyrus,29,15.44,2.07,14.67,2.69,15.23,0
"Cingulate Gyrus, anterior division",35,16.10,1.94,15.75,3.08,15.91,0
"Cingulate Gyrus, posterior division",23,18.26,1.56,18.27,1.56,18.25,0
Precuneous Cortex,115,18.21,2.82,18.21,3.69,18.21,0
Cuneal Cortex,13,28.03,2.58,27.80,4.79,28.03,0
Frontal Orbital Cortex,61,23.94,7.09,22.88,10.79,22.91,0
"Parahippocampal Gyrus, anterior division",13,25.31,2.59,25.41,2.22,25.01,0
"Parahippocampal Gyrus, posterior division",0,,,,,,
Lingual Gyrus,70,24.46,5.19,25.01,8.63,24.15,0
"Temporal Fusiform Cortex, anterior division",7,,,,,,
"Temporal Fusiform Cortex, posterior division",7,,,,,,
Temporal Occipital Fusiform Cortex,12,16.78,1.47,16.76,1.60,16.58,0
Occipital Fusiform Gyrus,8,,,,,,
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,44,15.11,4.33,14.01,5.29,14.59,0
Parietal Operculum Cortex,5,,,,,,
Planum Polare,3,,,,,,
Heschl's Gyrus (includes H1 and H2),3,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,81,25.04,6.30,24.65,7.40,24.17,0
Left Cerebral White Matter,2521,18.23,6.99,17.69,7.85,17.84,34
Left Cerebral Cortex,2320,18.08,7.31,16.50,7.06,17.61,0
Left Lateral Ventricle,33,19.06,6.74,18.92,11.64,18.98,28
Left Thalamus,68,31.89,5.80,31.74,9.17,31.96,2
Left Caudate,33,18.63,2.74,18.09,3.41,18.19,0
Left Putamen,48,25.82,7.56,23.89,9.59,25.98,40
Left Pallidum,13,23.80,6.02,23.18,6.56,23.40,25
Brain-Stem,182,27.21,5.49,27.38,6.44,27.04,11
Left Hippocampus,13,22.95,2.34,22.24,4.24,23.14,0
Left Amygdala,1,,,,,,
Left Accumbens,4,,,,,,
Right Cerebral White Matter,2784,20.20,8.87,19.06,9.45,19.13,49
Right Cerebral Cortex,2009,22.26,8.42,21.00,9.21,21.16,0
Right Lateral Ventricle,38,18.15,4.91,18.21,7.08,17.97,0
Right Thalamus,65,31.58,7.48,29.69,11.85,31.69,42
Right Caudate,27,19.18,1.82,18.56,2.53,19.04,0
Right Putamen,45,33.05,7.47,32.35,10.80,34.33,31
Right Pallidum,13,27.31,5.08,28.18,7.44,26.97,0
Right Hippocampus,19,26.86,1.98,27.24,2.85,26.72,0
Right Amygdala,6,,,,,,
Right Accumbens,1,,,,,,
