name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13520,41.87,18.36,42.1,24.23,6.993e-05,99
10%+WM,11411,35.43,17.36,34.3,24.42,0.0006824,99
80%+GM,530,46.17,16.99,44.93,22.99,46.48,91
90%+WM,2354,20.91,9.85,19.75,11.88,19.83,78
Right_Cerebral_White_Matter_80%+,1077,18.86,11.03,17.24,12.6,17.74,82
Left_Cerebral_White_Matter_80%+,1096,19.95,11.06,18.8,11.99,19.27,82
Right Caudate,143,20.93,16.2,18.83,29.1,19.09,92
Right Cerebellum,260,29.8,10.72,31.77,12.47,8.517e-05,98
Right Frontal Lobe,3356,41.44,20.46,43.23,30.24,3.756e-05,99
Right Insula,267,36.55,16.03,37.39,27.42,33.93,87
Right Occipital Lobe,1025,34.79,18.3,35.18,21.11,5.953e-05,99
Right Parietal Lobe,2377,40.28,20.63,40.63,30.14,0.0001465,99
Right Putamen,209,34.6,11.39,33.96,17.52,34.68,73
Right Temporal Lobe,1832,37.56,21.89,36.96,30.67,2.19e-05,98
Right Thalamus,277,31.28,14.72,29.56,17.4,29.52,89
Left Caudate,311,23.03,13.72,21.24,20.34,21.42,87
Left Cerebellum,363,31.17,11.91,32.92,13.63,2.536e-05,98
Left Frontal Lobe,3481,40.32,18.99,41.91,27.87,4.61e-05,99
Left Insula,350,34.39,16.69,33.61,26.63,32.22,88
Left Occipital Lobe,1288,33.23,17.86,35.1,23.43,3.805e-05,99
Left Parietal Lobe,2299,38.64,18.8,38.42,26.48,0.0001734,99
Left Putamen,249,30.46,10.24,31.5,15.23,29.89,68
Left Temporal Lobe,1906,33.47,20.04,34.01,27.24,1.323e-05,98
Left Thalamus,289,32.17,14.3,30.82,17.28,31.89,87
RICA,3820,46.46,18.04,46.57,24.98,0.0002291,99
LICA,4758,42.43,17.66,43,24.53,8.918e-05,99
VBA,1585,34.51,15.94,34.57,18.51,8.997e-05,99
Frontal Pole,699,47.22,19.04,50.29,23.5,0.0001707,99
Insular Cortex,51,41.58,9.98,42.25,10.38,40.17,62
Superior Frontal Gyrus,29,54.17,9.67,54.22,13.63,53.67,80
Middle Frontal Gyrus,72,58.81,13.34,60.26,17.94,58.49,89
"Inferior Frontal Gyrus, pars triangularis",9,,,,,,
"Inferior Frontal Gyrus, pars opercularis",21,53.48,10,56.41,13.04,52.76,84
