name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,12794,64.42,30.19,61.57,34.3,57.14,92
10%+WM,7580,59.41,24.47,58.59,30,55.11,87
80%+GM,514,43.37,13.93,42.3,16.59,42.69,89
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,290,56.73,26.43,57.24,30,58.75,71
Left_Cerebral_White_Matter_80%+,307,53.79,24.1,54.6,29.23,52.74,70
Right Caudate,91,58.08,26.35,61.85,37.33,53.9,77
Right Cerebellum,365,49.8,20.74,44.31,14.04,42.07,77
Right Frontal Lobe,2360,70.17,32.64,67.53,33.93,65.16,89
Right Insula,183,66.29,19.37,65.95,25.97,61.36,69
Right Occipital Lobe,910,56.45,28.05,53.55,31.12,50.59,94
Right Parietal Lobe,1710,75.6,28.73,71.05,33.85,67.34,92
Right Putamen,127,63.53,19.63,65.36,31.25,58.56,46
Right Temporal Lobe,1566,58.09,25.95,56.05,32.77,55.45,87
Right Thalamus,127,102,31.82,96.79,41.93,98.72,74
Left Caudate,145,56.91,32.62,57.03,41.46,51.71,81
Left Cerebellum,383,50.58,20.38,44.8,21.26,43.92,84
Left Frontal Lobe,2445,66.88,28.91,64.8,31.38,60.03,91
Left Insula,189,65.39,16.22,64.36,22.36,60.77,54
Left Occipital Lobe,1050,61.71,30.98,58.26,33.09,55.25,95
Left Parietal Lobe,1599,68.23,26.34,65.53,30.13,61.6,91
Left Putamen,131,66.14,22.25,63.47,26.17,64.47,66
Left Temporal Lobe,1504,51.63,23.83,49.86,29.7,48.02,87
Left Thalamus,133,96.82,44.49,93.24,57.57,95.47,92
RICA,3250,68.73,30.15,65.53,32.53,63.4,91
LICA,3822,62.98,28.01,60.97,31.35,57.07,92
VBA,1684,54.12,27.28,49.78,26.74,48.97,94
Frontal Pole,607,65.56,28.32,64.46,29.48,54.44,92
Insular Cortex,48,51.98,10.35,50.84,14.78,50.81,52
Superior Frontal Gyrus,25,83.93,37.34,74.03,47.82,62.88,93
Middle Frontal Gyrus,63,85.11,34.52,72.48,41.63,68.75,93
"Inferior Frontal Gyrus, pars triangularis",10,60.25,19.18,48.98,32.02,61.26,79
"Inferior Frontal Gyrus, pars opercularis",21,76.56,20.45,71.02,22.74,70.78,72
Precentral Gyrus,89,69.54,27.91,63.38,33.06,58.5,91
Temporal Pole,161,48.38,17,46.11,23.26,43.55,64
"Superior Temporal Gyrus, anterior division",1,,,,,,
"Superior Temporal Gyrus, posterior division",13,60.08,15.69,57.97,14.38,57.21,92
"Middle Temporal Gyrus, anterior division",5,,,,,,
"Middle Temporal Gyrus, posterior division",38,60.66,23.34,58.38,28.07,53.17,93
"Middle Temporal Gyrus, temporooccipital part",31,65.14,21.33,62.18,12.12,57.55,92
"Inferior Temporal Gyrus, anterior division",7,,,,,,
"Inferior Temporal Gyrus, posterior division",7,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",17,46.14,17.64,43.66,17.6,44.29,88
Postcentral Gyrus,88,59.79,27.76,50.68,28.79,50.64,91
Superior Parietal Lobule,23,75.52,33.19,63.08,32.75,61.36,93
"Supramarginal Gyrus, anterior division",34,60.75,31.02,49.35,34.54,50.9,93
"Supramarginal Gyrus, posterior division",22,69.89,24.21,67.54,22.38,61.72,95
Angular Gyrus,44,63.45,24.52,59.82,25,58.5,95
"Lateral Occipital Cortex, superior division",309,72.01,38.24,62.73,39.88,58.09,97
"Lateral Occipital Cortex, inferior division",113,51.19,25.86,47.51,29.63,43.75,96
Intracalcarine Cortex,11,71.99,15.81,73.14,25.53,67.68,58
Frontal Medial Cortex,38,30.11,25.04,26.19,40.35,32.69,84
