name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13833,81.5,56.16,74.03,56.76,9.93e-06,98
10%+WM,11122,70.75,34.34,69.17,39.66,2.278e-05,97
80%+GM,526,59.15,23.11,61.54,26.49,0.0001899,99
90%+WM,1890,68.17,19.87,67.74,26.16,68.16,0
Right_Cerebral_White_Matter_80%+,997,57.83,25.01,56.61,30.24,51.07,0
Left_Cerebral_White_Matter_80%+,997,62.55,25.24,63.27,34.02,46.97,31
Right Caudate,134,60.37,28.24,54.82,37.64,62.76,68
Right Cerebellum,505,60.03,33.5,57.18,34.58,1.898e-05,99
Right Frontal Lobe,3020,93.46,60.33,82.2,57.99,4.692e-06,98
Right Insula,257,55.1,19.21,54.24,26.24,51.04,60
Right Occipital Lobe,1099,67.25,53.04,59.33,47.96,8.468e-06,98
Right Parietal Lobe,2225,91.73,60.79,78.4,65.4,0.0001414,98
Right Putamen,204,67.19,20.38,69.1,24.25,53.38,66
Right Temporal Lobe,1791,53.32,42.47,54.06,60.97,1.903e-06,96
Right Thalamus,264,82.48,31.63,81.29,37.29,75.58,68
Left Caudate,280,57.13,25.94,56.5,38.04,55.97,66
Left Cerebellum,770,57.77,30.05,61.33,24.38,1.383e-05,98
Left Frontal Lobe,3189,96.56,53.31,88.6,56.99,7.492e-06,98
Left Insula,304,66.18,27.27,62.11,32.27,56.27,71
Left Occipital Lobe,1322,73.23,53.73,65.44,44.38,1.373e-05,99
Left Parietal Lobe,2127,97.04,57.66,84,58.47,0.0001648,99
Left Putamen,217,67.23,23.79,63.58,29.57,58.87,66
Left Temporal Lobe,1826,58.47,42.05,58.78,54.92,3.441e-06,97
Left Thalamus,280,84.34,26.97,80.83,20.66,81.17,65
RICA,3520,86.22,53.45,78.96,52.7,1.228e-05,98
LICA,4332,91.23,53.39,84.83,56.45,1.094e-05,98
VBA,1893,59.62,43.21,57.92,42.3,7.836e-06,98
Frontal Pole,633,105.3,46.31,103.3,50.63,1.218e-05,98
Insular Cortex,47,53.95,15.36,52.64,19.57,52.77,60
Superior Frontal Gyrus,25,83.39,32.1,80.84,32.65,67.91,90
Middle Frontal Gyrus,62,126.5,41.36,120.6,51.1,106.1,92
"Inferior Frontal Gyrus, pars triangularis",9,,,,,,
"Inferior Frontal Gyrus, pars opercularis",22,95.48,24.5,88.3,26.27,87.57,64
Precentral Gyrus,97,106.1,40.81,98.63,33.31,95.81,87
Temporal Pole,162,54.96,33.67,57.01,42.27,2.644e-06,96
"Superior Temporal Gyrus, anterior division",1,,,,,,
"Superior Temporal Gyrus, posterior division",11,72.73,21.5,71.34,27.61,71.07,59
"Middle Temporal Gyrus, anterior division",6,,,,,,
"Middle Temporal Gyrus, posterior division",43,94.2,54.41,89.71,82.67,1.16e-05,98
"Middle Temporal Gyrus, temporooccipital part",44,84.39,35.88,81.88,43.09,2.396e-05,99
"Inferior Temporal Gyrus, anterior division",10,34.06,42.85,0,73.34,1.943e-07,91
"Inferior Temporal Gyrus, posterior division",4,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",30,53.33,30.28,47.84,41.6,50.63,87
Postcentral Gyrus,89,121.2,50,113.5,46.5,105.2,91
Superior Parietal Lobule,30,122.9,54.84,108.1,80.15,95.85,94
"Supramarginal Gyrus, anterior division",30,107.8,46.51,86.35,65.45,90.32,91
"Supramarginal Gyrus, posterior division",22,80.77,25.12,76.64,32.95,71.73,84
Angular Gyrus,39,91.6,47.88,83.53,60.57,71.18,96
"Lateral Occipital Cortex, superior division",326,85.22,53.34,78.03,57.1,75.72,97
"Lateral Occipital Cortex, inferior division",114,70.57,34.84,68.34,39.55,64.43,91
Intracalcarine Cortex,13,93.84,14.38,92.37,25.82,86.51,0
Frontal Medial Cortex,34,49.47,45.21,65.52,78.01,1.536e-06,98
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),46,95.65,31.7,89.7,34.54,84.16,82
Subcallosal Cortex,46,46.33,23.1,48.05,24.6,45.8,69
Paracingulate Gyrus,84,95.46,31.98,85.5,34.16,83.49,84
"Cingulate Gyrus, anterior division",103,64.34,13.84,63.1,18.41,64.19,26
"Cingulate Gyrus, posterior division",71,75.6,43.12,78.3,58.82,81.42,95
Precuneous Cortex,172,89.14,42.4,81.96,35.16,82,91
Cuneal Cortex,19,59.26,15.85,61.93,22.28,58.67,81
Frontal Orbital Cortex,95,69.72,22.55,70.37,26.49,67.8,16
"Parahippocampal Gyrus, anterior division",20,15.84,23.08,0,31.17,4.619e-07,77
"Parahippocampal Gyrus, posterior division",3,,,,,,
Lingual Gyrus,68,63.67,15.82,64.23,20.33,58.94,64
"Temporal Fusiform Cortex, anterior division",6,,,,,,
"Temporal Fusiform Cortex, posterior division",32,20.96,15.67,18.47,30.4,21.96,72
Temporal Occipital Fusiform Cortex,26,54.78,14.42,55.29,19.38,54.14,42
Occipital Fusiform Gyrus,16,60.53,10.03,62.71,16.82,59.17,61
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,18,85.19,20.97,84.93,33.77,76.2,72
Parietal Operculum Cortex,6,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,152,91.47,56.55,95.01,71.2,7.48e-06,99
Left Cerebral White Matter,2119,67.87,30.91,68.31,36.88,64.98,76
Left Cerebral Cortex,3918,88.96,48.58,82.47,51.07,2.638e-05,99
Left Lateral Ventricle,55,65.7,21.51,62.64,32.36,59.98,0
Left Thalamus,77,93.02,21.31,88.81,17.71,98.71,55
Left Caudate,24,84.47,16.96,86.63,15.89,82.26,66
Left Putamen,50,72.78,14.86,73.55,25.18,66.11,57
Left Pallidum,13,69.54,8.82,70.19,16.93,69.24,0
Brain-Stem,208,69.75,22.43,68.22,21.63,2.008e-05,86
Left Hippocampus,21,66.08,38.83,69.07,70.78,42.22,91
Left Amygdala,13,52.71,20.61,44.69,16.48,52.83,60
Left Accumbens,3,,,,,,
Right Cerebral White Matter,2085,62.26,29.88,61.24,35.24,4.015e-05,91
Right Cerebral Cortex,3965,82.62,49.29,76.69,50.98,1.631e-05,98
Right Lateral Ventricle,48,84.57,52.16,82.02,54.01,70.42,86
Right Thalamus,76,100.6,32.45,98.53,28.51,92.13,76
Right Caudate,25,76.26,22.19,77.2,33.46,77.05,55
Right Putamen,45,74.61,14.78,72.89,21.03,65.63,28
Right Pallidum,13,78.79,6.877,77.18,6.8,78.35,0
Right Hippocampus,31,75.34,36.16,72.12,56.05,68.04,91
Right Amygdala,11,51.19,12.96,50.42,15.66,51.29,0
Right Accumbens,3,,,,,,
