name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,8561,16.92,6.254,16.09,8.376,15.31,44
10%+WM,11411,17.24,6.803,16.3,8.862,15.8,61
80%+GM,172,17.44,4.991,17.67,6.851,17.42,0
90%+WM,2354,17.89,7.818,16.85,9.538,16.21,81
Right_Cerebral_White_Matter_80%+,1047,14.92,5.932,14.66,7.513,12.35,74
Left_Cerebral_White_Matter_80%+,1095,15.19,5.786,14.88,7.631,14.7,57
Right Caudate,81,19.61,4.446,19.72,4.612,19.63,0
Right Cerebellum,217,24,5.168,23.15,6.104,24.28,0
Right Frontal Lobe,1829,16.42,6.283,15.63,6.98,16.56,36
Right Insula,204,19.48,5.767,19.06,6.512,18.79,49
Right Occipital Lobe,813,19.13,7.751,19.52,11.14,17.56,65
Right Parietal Lobe,1531,15.38,5.257,14.98,7.01,15.23,18
Right Putamen,209,23.55,6.326,23.04,7.221,23.81,50
Right Temporal Lobe,1051,18.36,6.261,18.69,7.861,9.115,84
Right Thalamus,239,27,6.738,25.85,8.387,26.87,43
Left Caudate,248,21.4,7.463,21.3,8.341,20.91,49
Left Cerebellum,293,23.59,6.006,23.9,7.97,24.16,0
Left Frontal Lobe,1913,14.98,4.937,14.35,6.674,15.54,0
Left Insula,256,15.66,4.567,15.23,4.875,15.43,2
Left Occipital Lobe,965,18.27,7.086,17.2,9.222,16.86,66
Left Parietal Lobe,1560,14.74,5.395,13.9,7.446,14.46,17
Left Putamen,249,22.99,5.818,23.05,8.83,22.79,31
Left Temporal Lobe,1100,16.16,5.672,14.71,6.275,16.12,10
Left Thalamus,257,26.96,8.09,26.98,9.936,26.56,60
RICA,2353,16.68,6.309,15.8,8.066,17.02,26
LICA,2930,14.46,4.777,13.57,5.911,14.77,0
VBA,1254,19.53,6.715,18.97,7.97,19.28,56
Frontal Pole,301,15.22,4.232,15.29,5.394,15.13,0
Insular Cortex,28,18,3.219,18.99,4.679,17.97,0
Superior Frontal Gyrus,5,,,,,,
Middle Frontal Gyrus,33,15.58,5.87,13.53,8.195,15.45,0
"Inferior Frontal Gyrus, pars triangularis",8,,,,,,
"Inferior Frontal Gyrus, pars opercularis",5,,,,,,
Precentral Gyrus,54,14.53,3.766,14.98,5.85,14.89,0
Temporal Pole,83,18.24,5.58,16.41,11.09,18.28,0
"Superior Temporal Gyrus, anterior division",2,,,,,,
"Superior Temporal Gyrus, posterior division",6,,,,,,
"Middle Temporal Gyrus, anterior division",3,,,,,,
"Middle Temporal Gyrus, posterior division",25,12.03,1.757,11.49,2.107,12.05,0
"Middle Temporal Gyrus, temporooccipital part",20,16.37,2.916,17.11,6.05,16.36,0
"Inferior Temporal Gyrus, anterior division",1,,,,,,
"Inferior Temporal Gyrus, posterior division",2,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",12,17.69,2.544,18.57,2.543,17.68,0
Postcentral Gyrus,67,10.76,2.746,10.32,3.642,11.14,0
Superior Parietal Lobule,24,10.98,1.962,10.89,2.088,10.88,0
"Supramarginal Gyrus, anterior division",11,9.838,1.285,9.479,1.227,9.836,0
"Supramarginal Gyrus, posterior division",6,,,,,,
Angular Gyrus,19,15.54,2.43,15.49,3.326,15.57,0
"Lateral Occipital Cortex, superior division",209,12.54,3.102,12.62,4.496,12.53,0
"Lateral Occipital Cortex, inferior division",76,18.69,3.508,17.71,4.013,18.82,0
Intracalcarine Cortex,18,27.23,3.563,26.57,4.971,28.01,0
Frontal Medial Cortex,14,13.28,1.204,13.64,2.062,13.29,0
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),11,11.77,1.437,12.26,1.463,11.73,0
Subcallosal Cortex,20,18.17,1.505,18.15,2.005,18.18,0
Paracingulate Gyrus,27,15.03,1.175,15.05,1.69,15.04,0
"Cingulate Gyrus, anterior division",68,17.98,2.387,18.06,2.967,18.05,0
"Cingulate Gyrus, posterior division",54,20.5,2.668,20.52,3.282,20.57,0
Precuneous Cortex,120,18.94,3.19,18.93,4.215,19.34,0
Cuneal Cortex,14,25.27,1.966,24.72,1.644,25.28,0
Frontal Orbital Cortex,67,19.77,4.717,19.28,5.221,19.79,0
"Parahippocampal Gyrus, anterior division",7,,,,,,
"Parahippocampal Gyrus, posterior division",6,,,,,,
Lingual Gyrus,79,24.38,5.017,25.88,8.534,24.46,0
"Temporal Fusiform Cortex, anterior division",4,,,,,,
"Temporal Fusiform Cortex, posterior division",16,15.69,1.488,15.25,2.031,15.71,0
Temporal Occipital Fusiform Cortex,13,14.59,2.761,13.45,2.812,14.55,0
Occipital Fusiform Gyrus,10,20.21,4.871,19.77,8.978,20.43,0
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,20,13.36,3.117,13.03,2.269,13.35,0
Parietal Operculum Cortex,0,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,105,21.21,8.175,20.17,8.331,22.63,61
Left Cerebral White Matter,2259,15.64,5.939,15.13,7.309,15.33,54
Left Cerebral Cortex,2616,15.48,5.387,14.36,6.512,15.77,0
Left Lateral Ventricle,5,,,,,,
Left Thalamus,82,33.05,7.091,32.61,9.052,33.55,34
Left Caudate,25,23.07,2.399,23.87,3.107,23.13,0
Left Putamen,52,28.51,4.705,27.97,7.524,29.1,0
Left Pallidum,15,20.28,5.618,20.85,5.389,20.3,28
Brain-Stem,177,24.79,7.387,24.74,9.882,23.57,58
Left Hippocampus,26,23.69,4.42,24.25,6.099,23.57,0
Left Amygdala,6,,,,,,
Left Accumbens,4,,,,,,
Right Cerebral White Matter,2244,16.12,6.745,15.65,7.967,12.24,80
