name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,15444,51.03,26.43,52.14,33.68,3.716e-05,99
10%+WM,12134,49.22,23.28,48.52,32.08,0.0001025,99
80%+GM,628,58.89,21.34,59.6,19.12,7.026e-05,99
90%+WM,2373,32.94,14.81,30.42,17.33,29.87,89
Right_Cerebral_White_Matter_80%+,1129,32.46,15.47,29.5,16.73,30.79,89
Left_Cerebral_White_Matter_80%+,1144,33.75,17.31,30.71,18.25,0.001719,98
Right Caudate,145,37.56,21.14,39.76,34.14,36.41,93
Right Cerebellum,766,48.74,19.64,52.25,22.96,5.824e-05,99
Right Frontal Lobe,3407,47.54,25.88,47.58,36.93,4.196e-05,99
Right Insula,291,50.66,18.5,51.59,26.09,47.89,88
Right Occipital Lobe,1229,49.2,28.23,52.84,39.4,4.186e-05,99
Right Parietal Lobe,2450,52.35,28.44,51.02,42.38,0.0006659,99
Right Putamen,222,49.29,16.88,48.4,23.45,48.15,87
Right Temporal Lobe,2038,43,29.53,44.49,41.78,8.573e-06,99
Right Thalamus,266,49.24,23.19,45.63,31.96,48.72,94
Left Caudate,306,41.07,21.93,35.93,30.6,39.65,93
Left Cerebellum,844,43.22,21.1,46.66,27.62,3.384e-05,99
Left Frontal Lobe,3590,47.22,26.19,47.82,38.07,4.227e-05,99
Left Insula,344,49.37,19.55,47.7,28.62,47.3,90
Left Occipital Lobe,1551,44.77,30.8,44.97,41.55,3.972e-05,100
Left Parietal Lobe,2395,49.45,26.91,48.27,39.06,0.001472,99
Left Putamen,258,50.72,17.8,49.09,26.76,49.5,88
Left Temporal Lobe,2016,33.86,26.69,34.12,47.9,5.486e-06,99
Left Thalamus,272,50.96,20.74,48.08,24.67,49.69,91
RICA,3881,56.13,26.05,56.4,33.95,5.819e-05,99
LICA,4780,49.74,27.38,52.06,37.4,3.016e-05,99
VBA,2044,46.18,28.9,47.96,37.09,2.92e-05,99
Frontal Pole,719,48.73,29.96,54.02,50.68,1.833e-05,99
Insular Cortex,47,51.57,10.89,52.05,11.34,51.28,60
Superior Frontal Gyrus,27,60.57,17.94,57.85,21.39,57.14,93
Middle Frontal Gyrus,80,64.27,19.85,63.44,24.03,62.16,96
"Inferior Frontal Gyrus, pars triangularis",10,53.2,14.05,53.56,14.45,55.33,80
"Inferior Frontal Gyrus, pars opercularis",25,64.05,11.07,66.68,15.37,62.21,77
Precentral Gyrus,106,62.85,19.9,61.45,26.22,59.28,96
Temporal Pole,173,31.95,20.68,37.29,29.23,2.912e-06,97
"Superior Temporal Gyrus, anterior division",1,,,,,,
"Superior Temporal Gyrus, posterior division",13,72.9,11.86,68.84,13.89,70.06,87
"Middle Temporal Gyrus, anterior division",7,,,,,,
"Middle Temporal Gyrus, posterior division",41,60.11,20.04,61.97,28.58,56.83,92
"Middle Temporal Gyrus, temporooccipital part",48,71.35,19.69,70.66,21.38,68.93,96
"Inferior Temporal Gyrus, anterior division",5,,,,,,
"Inferior Temporal Gyrus, posterior division",6,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",34,55.13,23.2,53,29.11,54.61,96
Postcentral Gyrus,85,55.85,16,53.78,22.01,52.15,95
Superior Parietal Lobule,31,32.78,16.26,26.3,17.83,32.17,97
"Supramarginal Gyrus, anterior division",30,67.18,14.58,73.28,22.53,65.76,92
"Supramarginal Gyrus, posterior division",25,65.27,13.74,67.16,11.68,66.22,89
Angular Gyrus,44,76.97,22.94,77.27,30.87,70.7,97
"Lateral Occipital Cortex, superior division",355,58.51,32.03,54.73,36.28,50.66,98
"Lateral Occipital Cortex, inferior division",134,58.07,26.43,54.61,32.88,52.87,98
Intracalcarine Cortex,17,69.53,13.42,66.93,12.08,67.41,89
Frontal Medial Cortex,37,22.86,28.45,0,44.34,1.099e-07,73
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),48,58.36,17.92,59.93,25.94,54.6,94
Subcallosal Cortex,45,36.13,11.98,37.21,17.22,36.85,51
Paracingulate Gyrus,93,64,17.52,66.48,15.68,62.31,90
"Cingulate Gyrus, anterior division",106,59.07,10.82,59.83,13.62,58.34,66
"Cingulate Gyrus, posterior division",90,89.25,15.72,88.57,20.44,86.1,86
Precuneous Cortex,182,74.69,19.23,75.85,27.1,73.03,96
Cuneal Cortex,16,58.22,8.665,59.6,9.928,57.96,88
Frontal Orbital Cortex,86,53.6,10.12,52.53,13.27,54.7,28
"Parahippocampal Gyrus, anterior division",23,35.36,22.39,40,31.01,3.366e-06,97
"Parahippocampal Gyrus, posterior division",2,,,,,,
Lingual Gyrus,93,61.33,12.85,58.66,13.71,62.2,87
"Temporal Fusiform Cortex, anterior division",11,0,0,0,0,0,0
"Temporal Fusiform Cortex, posterior division",43,33.95,15.22,33.58,21.16,3.736e-05,97
Temporal Occipital Fusiform Cortex,29,58.21,12.78,55.17,17.2,55.54,85
Occipital Fusiform Gyrus,18,66.02,17.79,61.9,29.12,64.87,96
Frontal Operculum Cortex,2,,,,,,
