name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,434,36.66,17.67,38.46,20.14,5.79e-05,99
10%+WM,105,40.05,16.72,41.18,18.8,0.0002404,99
80%+GM,434,36.66,17.67,38.46,20.14,5.79e-05,99
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,1,,,,,,
Left_Cerebral_White_Matter_80%+,3,,,,,,
Right Caudate,0,,,,,,
Right Cerebellum,39,43.94,8.802,43.22,6.65,43.05,76
Right Frontal Lobe,67,40.34,17.79,45,18.87,6.668e-05,99
Right Insula,12,36.8,6.128,35.05,2.906,36.73,53
Right Occipital Lobe,11,34.19,19.88,34.21,21.3,33.63,96
Right Parietal Lobe,37,46.55,12.25,44.87,13.12,46.69,91
Right Putamen,0,,,,,,
Right Temporal Lobe,57,26.71,21.64,25.91,30.27,6.636e-06,98
Right Thalamus,0,,,,,,
Left Caudate,0,,,,,,
Left Cerebellum,47,34.78,10.78,33.31,12.02,35.07,89
Left Frontal Lobe,72,34.92,13.03,36.7,12.83,36.87,86
Left Insula,14,38.37,4.281,39.53,5.183,38.37,0
Left Occipital Lobe,31,39.33,23.53,38.73,37.7,32.65,96
Left Parietal Lobe,36,46.44,18.59,47.76,15.39,39.6,93
Left Putamen,2,,,,,,
Left Temporal Lobe,60,32.53,22.96,28.3,25.98,2.59e-05,98
Left Thalamus,0,,,,,,
RICA,114,34.35,18.5,35.89,21.93,1.765e-05,99
LICA,119,37.97,16.63,38.47,16.94,6.569e-05,99
VBA,44,31.54,19.39,32.31,29.87,32.19,95
Frontal Pole,25,21.64,18.56,22.23,38.16,7.213e-06,96
Insular Cortex,21,38.32,5.293,36.88,5.81,38.15,34
Superior Frontal Gyrus,3,,,,,,
Middle Frontal Gyrus,11,38.61,17.39,35.44,8.151,39.92,94
"Inferior Frontal Gyrus, pars triangularis",0,,,,,,
"Inferior Frontal Gyrus, pars opercularis",3,,,,,,
Precentral Gyrus,1,,,,,,
Temporal Pole,18,9.497,12,0,17.69,4.56e-07,85
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",0,,,,,,
"Middle Temporal Gyrus, anterior division",0,,,,,,
"Middle Temporal Gyrus, posterior division",7,,,,,,
"Middle Temporal Gyrus, temporooccipital part",6,,,,,,
"Inferior Temporal Gyrus, anterior division",0,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",5,,,,,,
Postcentral Gyrus,4,,,,,,
Superior Parietal Lobule,1,,,,,,
"Supramarginal Gyrus, anterior division",8,,,,,,
"Supramarginal Gyrus, posterior division",4,,,,,,
Angular Gyrus,6,,,,,,
"Lateral Occipital Cortex, superior division",14,53.82,13.47,53.34,23.4,54.57,88
"Lateral Occipital Cortex, inferior division",14,25.3,14.04,26.88,24.72,23.48,92
Intracalcarine Cortex,0,,,,,,
Frontal Medial Cortex,1,,,,,,
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0,,,,,,
Subcallosal Cortex,0,,,,,,
Paracingulate Gyrus,5,,,,,,
"Cingulate Gyrus, anterior division",9,,,,,,
"Cingulate Gyrus, posterior division",2,,,,,,
Precuneous Cortex,1,,,,,,
Cuneal Cortex,0,,,,,,
Frontal Orbital Cortex,0,,,,,,
"Parahippocampal Gyrus, anterior division",0,,,,,,
"Parahippocampal Gyrus, posterior division",0,,,,,,
Lingual Gyrus,1,,,,,,
"Temporal Fusiform Cortex, anterior division",0,,,,,,
"Temporal Fusiform Cortex, posterior division",3,,,,,,
Temporal Occipital Fusiform Cortex,0,,,,,,
Occipital Fusiform Gyrus,0,,,,,,
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,0,,,,,,
Parietal Operculum Cortex,0,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,0,,,,,,
Left Cerebral White Matter,4,,,,,,
Left Cerebral Cortex,167,36.97,18.49,38.36,18.8,8.979e-05,99
Left Lateral Ventricle,0,,,,,,
Left Thalamus,0,,,,,,
Left Caudate,0,,,,,,
Left Putamen,0,,,,,,
Left Pallidum,0,,,,,,
Brain-Stem,0,,,,,,
Left Hippocampus,2,,,,,,
Left Amygdala,1,,,,,,
Left Accumbens,0,,,,,,
Right Cerebral White Matter,4,,,,,,
Right Cerebral Cortex,142,37.04,18.86,40.29,20.84,2.483e-05,99
Right Lateral Ventricle,0,,,,,,
Right Thalamus,0,,,,,,
Right Caudate,0,,,,,,
Right Putamen,0,,,,,,
Right Pallidum,0,,,,,,
Right Hippocampus,1,,,,,,
Right Amygdala,5,,,,,,
Right Accumbens,0,,,,,,
