name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13520,68.69,36.49,64.58,42.26,54.76,95
10%+WM,11411,61.39,24.62,61.39,30.8,55.24,86
80%+GM,530,46.7,20.72,44.88,28.36,45.46,92
90%+WM,2354,65.49,15.65,65.39,20.36,65.51,0
Right_Cerebral_White_Matter_80%+,1077,63.79,20.01,62.21,24.62,61.96,1
Left_Cerebral_White_Matter_80%+,1096,63.3,18.5,65.48,23.54,62.01,12
Right Caudate,143,73.1,22.47,71.81,30.38,74.59,54
Right Cerebellum,260,49.49,16.99,49.76,21.24,45.23,39
Right Frontal Lobe,3356,76.49,38.44,71.05,46.12,67.77,90
Right Insula,267,65.66,20.19,63.41,22.13,58.37,58
Right Occipital Lobe,1025,61.8,36.27,53.85,32.3,57.93,92
Right Parietal Lobe,2377,78.67,30.16,75.08,36.17,72.87,89
Right Putamen,209,65.03,12.92,64.48,13.24,65.68,0
Right Temporal Lobe,1832,53.01,32.43,49.46,45.74,22.73,95
Right Thalamus,277,82.77,29.69,75.28,27.69,86.95,70
Left Caudate,311,69.69,26.35,68.65,29.34,71.11,55
Left Cerebellum,363,58.76,25.17,52.33,27.88,43.22,74
Left Frontal Lobe,3481,79.34,38.47,74.85,40.95,71.28,89
Left Insula,350,71.06,19.72,70.62,21.67,67.39,55
Left Occipital Lobe,1288,53.59,27.76,49.85,27.09,47.07,92
Left Parietal Lobe,2299,71.33,25.08,68.11,29.86,67.9,86
Left Putamen,249,67.94,17.53,67.89,17.8,65.9,0
Left Temporal Lobe,1906,57.15,30.11,54.98,40.78,48.82,90
Left Thalamus,289,83.44,29.27,81.08,32.57,83.3,70
RICA,3820,70.8,35.29,66.55,41.15,65.94,92
LICA,4758,72.18,34.26,68.94,37.64,66.41,90
VBA,1585,47.57,27.4,44.54,26.64,26.74,96
Frontal Pole,699,80,43.41,75.78,49.25,73.88,92
Insular Cortex,51,49.77,17.51,45.99,18.2,45.79,51
Superior Frontal Gyrus,29,94.34,44.82,83.82,57.31,68.69,95
Middle Frontal Gyrus,72,99.61,44.03,87.99,52.22,82.04,96
"Inferior Frontal Gyrus, pars triangularis",9,,,,,,
"Inferior Frontal Gyrus, pars opercularis",21,84.3,32.58,76.52,42.22,70.37,93
Precentral Gyrus,102,78.59,33.26,72.37,34.5,67.57,93
Temporal Pole,183,52.07,28.42,50.52,39.48,47.73,86
"Superior Temporal Gyrus, anterior division",2,,,,,,
"Superior Temporal Gyrus, posterior division",15,72.35,19.87,67.29,29.73,66.68,91
"Middle Temporal Gyrus, anterior division",7,,,,,,
"Middle Temporal Gyrus, posterior division",50,56.31,27.69,53.65,27.44,54.02,90
"Middle Temporal Gyrus, temporooccipital part",44,58.89,16.04,60.6,18.48,58.43,87
"Inferior Temporal Gyrus, anterior division",4,,,,,,
"Inferior Temporal Gyrus, posterior division",2,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",30,36.43,21.86,32.15,21.56,31.23,92
Postcentral Gyrus,109,62.67,24.38,60.3,30.48,56.83,91
Superior Parietal Lobule,31,79.51,36.55,75.77,22.18,74.96,93
"Supramarginal Gyrus, anterior division",28,74.38,36.47,59.23,65.09,56.01,92
"Supramarginal Gyrus, posterior division",21,84.64,41.61,65.23,47.35,66.09,94
Angular Gyrus,46,75.82,24.38,72.28,31.56,67.32,90
"Lateral Occipital Cortex, superior division",357,75.69,32.96,70.58,36.03,67.84,96
"Lateral Occipital Cortex, inferior division",124,41.84,25.73,40.28,32.05,31.86,97
Intracalcarine Cortex,18,58.1,18.52,60.91,18.11,59.24,45
Frontal Medial Cortex,37,31.33,32.61,12.97,59.24,19.37,91
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),38,75.95,30.79,70.58,36.97,62.42,91
Subcallosal Cortex,42,40.88,24.66,32.63,38.43,29.63,72
Paracingulate Gyrus,92,94.7,29.65,89.38,35.85,81.79,88
"Cingulate Gyrus, anterior division",103,77.05,20.56,76.69,30.58,66.43,63
"Cingulate Gyrus, posterior division",84,85.52,22.8,84.08,30.43,80.26,85
Precuneous Cortex,182,77.61,27.73,70.34,27.51,75.4,92
