name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13259,29.39,15.70,29.74,22.10,26.49,95
80%+GM,324,29.27,14.48,30.40,21.44,26.83,93
10%+WM,9913,28.92,14.58,28.94,20.60,25.91,94
90%+WM,1232,21.86,11.51,20.57,16.09,18.44,89
gmmask_pure_cort,270,29.91,15.24,32.14,23.99,26.89,94
wmmask_pure_cereb,902,18.54,10.53,17.26,13.56,15.81,88
Right_Cerebral_White_Matter_80%+,999,19.93,12.13,17.69,14.76,17.70,91
Left_Cerebral_White_Matter_80%+,942,21.44,13.06,18.90,17.20,18.82,92
Right Caudate,150,24.42,14.39,22.54,20.69,23.41,90
Right Cerebellum,796,30.54,12.76,32.25,13.96,30.93,88
Right Frontal Lobe,2078,28.21,14.28,29.57,20.20,24.75,95
Right Insula,113,35.04,10.86,33.22,13.50,32.90,84
Right Occipital Lobe,780,25.79,16.38,23.77,24.43,23.36,96
Right Parietal Lobe,1635,32.34,16.65,31.55,24.58,29.34,95
Right Putamen,82,35.19,10.46,35.35,11.89,35.37,76
Right Temporal Lobe,1270,22.21,16.49,19.66,24.76,21.42,94
Right Thalamus,121,37.88,13.64,39.30,21.52,36.99,87
Left Caudate,171,17.54,12.23,15.80,16.57,16.57,85
Left Cerebellum,807,28.87,12.82,28.42,14.51,27.66,90
Left Frontal Lobe,1974,28.81,14.86,30.05,21.38,26.31,94
Left Insula,135,34.76,9.14,35.15,11.30,33.86,74
Left Occipital Lobe,959,26.76,17.46,24.19,26.00,21.37,97
Left Parietal Lobe,1423,32.27,15.97,31.75,23.01,28.27,95
Left Putamen,77,36.40,10.27,37.78,15.32,36.23,76
Left Temporal Lobe,1208,22.47,15.80,21.99,25.87,19.68,95
Left Thalamus,122,39.71,12.68,39.15,17.53,39.81,84
RICA,2795,31.52,14.54,31.62,19.49,29.85,93
LICA,2792,32.25,14.49,32.89,19.22,30.16,93
VBA,1159,27.77,16.12,26.05,25.28,23.78,96
Frontal Pole,394,23.12,14.95,25.67,27.16,18.97,93
Insular Cortex,46,35.60,5.23,34.31,7.25,35.32,17
Superior Frontal Gyrus,18,33.17,4.75,32.23,4.82,32.79,51
Middle Frontal Gyrus,19,35.23,7.67,37.14,11.07,35.36,78
"Inferior Frontal Gyrus, pars triangularis",2,,,,,,
"Inferior Frontal Gyrus, pars opercularis",21,37.02,11.64,38.93,11.04,35.69,86
Precentral Gyrus,45,39.80,8.53,41.31,9.48,38.07,85
