name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,8389,16.27,10.49,14.46,15.50,16.15,39
80%+GM,81,16.99,9.33,15.28,15.21,17.00,3
10%+WM,9913,17.48,11.19,15.55,16.27,17.49,61
90%+WM,1232,23.32,12.29,22.09,17.60,19.12,87
gmmask_pure_cort,63,15.05,8.52,13.26,14.55,15.02,0
wmmask_pure_cereb,902,19.54,11.10,18.13,14.52,16.20,85
Right_Cerebral_White_Matter_80%+,997,15.19,9.23,13.89,11.62,14.55,69
Left_Cerebral_White_Matter_80%+,938,16.90,10.19,15.35,13.22,16.07,70
Right Caudate,116,23.48,6.92,22.38,8.01,23.90,0
Right Cerebellum,568,27.21,8.17,26.24,10.83,29.11,18
Right Frontal Lobe,1112,17.01,8.19,15.72,11.02,16.64,18
Right Insula,46,22.24,5.53,22.08,6.20,21.70,0
Right Occipital Lobe,532,12.78,7.44,11.32,10.48,12.19,21
Right Parietal Lobe,957,8.83,7.17,6.97,9.72,10.05,9
Right Putamen,82,31.93,9.01,30.88,12.11,33.00,40
Right Temporal Lobe,697,12.52,9.21,10.11,10.77,12.21,28
Right Thalamus,115,31.57,6.85,31.37,7.66,30.74,31
Left Caudate,111,22.57,7.90,22.19,8.49,22.02,20
Left Cerebellum,587,23.91,8.03,23.63,12.45,25.55,21
Left Frontal Lobe,1080,18.62,12.10,15.73,17.96,18.24,58
Left Insula,63,23.39,4.84,23.44,5.23,23.17,0
Left Occipital Lobe,646,12.43,7.42,11.05,9.70,12.52,31
Left Parietal Lobe,858,10.58,8.44,8.22,9.47,11.55,30
Left Putamen,77,34.05,8.60,33.36,13.27,35.29,37
Left Temporal Lobe,687,16.37,10.25,14.25,15.25,16.36,31
Left Thalamus,108,33.97,7.20,32.87,8.41,34.15,32
RICA,1612,12.49,8.51,11.31,12.08,12.51,0
LICA,1673,14.93,11.41,11.20,15.53,14.81,44
VBA,864,13.99,7.54,12.46,10.64,13.41,11
Frontal Pole,178,26.36,10.71,27.02,14.61,25.83,31
Insular Cortex,6,,,,,,
Superior Frontal Gyrus,6,,,,,,
Middle Frontal Gyrus,9,,,,,,
"Inferior Frontal Gyrus, pars triangularis",2,,,,,,
"Inferior Frontal Gyrus, pars opercularis",7,,,,,,
Precentral Gyrus,31,8.39,2.74,8.90,3.73,8.39,0
Temporal Pole,75,22.90,4.47,23.83,6.65,22.79,0
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",1,,,,,,
"Middle Temporal Gyrus, anterior division",1,,,,,,
"Middle Temporal Gyrus, posterior division",11,4.84,2.08,5.13,2.64,4.85,0
"Middle Temporal Gyrus, temporooccipital part",1,,,,,,
"Inferior Temporal Gyrus, anterior division",1,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",1,,,,,,
Postcentral Gyrus,62,4.89,3.77,4.09,4.59,5.37,0
Superior Parietal Lobule,16,1.84,1.79,1.38,1.39,1.82,0
"Supramarginal Gyrus, anterior division",5,,,,,,
"Supramarginal Gyrus, posterior division",4,,,,,,
Angular Gyrus,6,,,,,,
"Lateral Occipital Cortex, superior division",63,4.03,2.19,3.88,2.59,4.05,0
"Lateral Occipital Cortex, inferior division",40,8.60,3.55,8.32,6.00,8.63,0
Intracalcarine Cortex,13,19.00,4.67,20.30,4.96,18.99,0
Frontal Medial Cortex,11,4.97,2.32,4.57,3.50,4.23,0
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),12,10.43,1.37,10.27,1.92,10.49,0
Subcallosal Cortex,27,19.16,4.53,17.62,8.06,19.06,0
Paracingulate Gyrus,10,18.74,2.53,18.00,2.33,18.75,0
"Cingulate Gyrus, anterior division",13,23.39,5.50,25.46,6.86,23.44,0
"Cingulate Gyrus, posterior division",16,18.64,2.69,18.03,3.95,18.65,0
Precuneous Cortex,53,11.12,5.87,10.42,8.49,11.17,0
Cuneal Cortex,5,,,,,,
Frontal Orbital Cortex,48,29.36,3.60,29.10,5.07,29.28,0
"Parahippocampal Gyrus, anterior division",4,,,,,,
"Parahippocampal Gyrus, posterior division",1,,,,,,
Lingual Gyrus,55,26.84,6.35,26.09,7.53,28.34,2
"Temporal Fusiform Cortex, anterior division",0,,,,,,
"Temporal Fusiform Cortex, posterior division",10,14.01,2.85,13.75,3.24,13.99,0
Temporal Occipital Fusiform Cortex,19,14.31,3.41,14.29,3.92,14.13,0
Occipital Fusiform Gyrus,13,9.35,2.16,9.20,2.60,9.31,0
Frontal Operculum Cortex,2,,,,,,
Central Opercular Cortex,24,10.82,2.14,10.64,2.82,10.81,0
Parietal Operculum Cortex,0,,,,,,
Planum Polare,1,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,110,10.16,5.34,9.16,6.22,10.31,0
Left Cerebral White Matter,1919,16.29,10.56,14.33,13.80,15.81,65
Left Cerebral Cortex,1725,13.84,9.75,11.29,12.59,13.80,19
Left Lateral Ventricle,33,21.97,6.23,21.45,8.38,21.62,0
Left Thalamus,62,35.36,6.60,34.10,6.62,36.72,0
Left Caudate,23,26.15,6.11,22.97,8.70,26.38,0
Left Putamen,40,35.01,7.16,33.65,11.74,36.32,3
Left Pallidum,14,44.31,7.41,42.66,10.16,43.89,42
Brain-Stem,228,31.04,9.39,29.97,11.97,29.89,58
Left Hippocampus,20,29.19,5.07,28.65,7.15,29.11,0
Left Amygdala,7,,,,,,
Left Accumbens,0,,,,,,
Right Cerebral White Matter,1999,14.33,9.30,13.06,11.90,14.45,59
Right Cerebral Cortex,1701,12.51,8.05,11.34,11.94,12.47,0
Right Lateral Ventricle,24,21.45,4.42,22.08,3.60,21.40,0
Right Thalamus,63,34.65,5.72,33.20,6.27,36.32,0
Right Caudate,24,23.84,6.53,22.53,10.02,23.82,0
Right Putamen,37,35.34,6.89,34.46,10.44,36.06,0
Right Pallidum,14,36.05,9.09,37.44,13.82,35.62,66
Right Hippocampus,9,,,,,,
Right Amygdala,5,,,,,,
Right Accumbens,0,,,,,,
