name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,12953,67.61,20.55,67.9,23.89,65.41,77
10%+WM,11626,67.83,17.36,68.62,19.67,65.61,69
80%+GM,534,57.41,14.01,57.5,17.76,56.47,77
90%+WM,2815,70.82,11.61,71,12.92,70.86,0
Right_Cerebral_White_Matter_80%+,968,72.22,14.27,73.9,16.18,72.86,1
Left_Cerebral_White_Matter_80%+,958,67.72,12.85,67.56,14.15,67.64,0
Right Caudate,121,63.16,17.39,70.08,18.37,60.5,58
Right Cerebellum,550,61.82,14.32,61.71,13.91,58.71,55
Right Frontal Lobe,3170,70.6,21.9,71.73,21.6,68.85,75
Right Insula,251,69.31,9.263,70.37,11.88,68.68,0
Right Occipital Lobe,1086,75.1,16.89,74.02,19.89,71.01,74
Right Parietal Lobe,2243,79.57,17.16,79.4,19.75,75.96,67
Right Putamen,200,67.03,10.65,70.02,15.17,66.45,0
Right Temporal Lobe,1715,59.84,17.42,60.73,23.78,58.93,69
Right Thalamus,244,82.79,16.16,78.25,19.92,84.08,38
Left Caudate,273,59.69,13.97,62.8,17,58.09,20
Left Cerebellum,579,63.22,13.42,61.21,15.85,58.86,49
Left Frontal Lobe,3488,66.59,20.23,66.8,21.85,65.22,71
Left Insula,306,63.26,10.48,63.72,13.02,62.82,0
Left Occipital Lobe,1252,68.35,16.24,66.74,18.65,64.59,75
Left Parietal Lobe,2178,73.72,16.13,72.98,19.51,70.15,67
Left Putamen,229,61.48,9.267,63.65,9.685,60.99,0
Left Temporal Lobe,1723,54.25,17.41,54.48,22.61,54.73,66
Left Thalamus,265,76.18,13.52,73.69,14.66,75.57,18
RICA,3435,70.4,20.98,70.91,23.16,69.28,78
LICA,4236,64.96,19.79,65.54,22.66,64.53,75
VBA,1785,65.22,15.82,63.94,19.2,61.88,73
Frontal Pole,607,66.13,22.46,68.85,23.31,66.99,79
Insular Cortex,42,57.24,7.492,56.62,12.06,56.8,0
Superior Frontal Gyrus,23,74.29,18.61,75.3,28.66,63.61,76
Middle Frontal Gyrus,67,73.02,18.12,71.43,20.7,69.82,80
"Inferior Frontal Gyrus, pars triangularis",7,,,,,,
"Inferior Frontal Gyrus, pars opercularis",17,66.73,16.24,71.33,22.16,61.18,75
Precentral Gyrus,86,66.73,20.77,67.15,21.17,62,87
Temporal Pole,161,55.96,12.7,55.73,17.82,54.62,39
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",14,65.83,17.62,62.44,23.15,61.5,84
"Middle Temporal Gyrus, anterior division",8,,,,,,
"Middle Temporal Gyrus, posterior division",48,63.22,22.25,58.41,26.79,62.9,84
"Middle Temporal Gyrus, temporooccipital part",36,65.64,14.32,66.93,24.37,60.9,73
"Inferior Temporal Gyrus, anterior division",1,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",20,48.6,11.5,49.88,13.96,44.09,61
Postcentral Gyrus,95,78.54,28.76,70.13,24.65,69.58,89
Superior Parietal Lobule,26,87.54,14.98,86.73,20.88,81.99,71
"Supramarginal Gyrus, anterior division",29,65.06,11.96,67.68,12.82,57.83,67
"Supramarginal Gyrus, posterior division",22,64.25,9.715,65.65,15.41,63.54,45
Angular Gyrus,32,72.64,12.49,72.37,15.79,70.79,68
"Lateral Occipital Cortex, superior division",324,72.75,18.3,70.44,25.48,69.02,85
"Lateral Occipital Cortex, inferior division",117,57.77,14.55,56.61,20.81,56.51,79
Intracalcarine Cortex,15,86.02,11.42,87.25,13.6,87.28,18
Frontal Medial Cortex,29,26.38,14.14,33.37,24.03,19.35,60
