name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,12953,67.61,20.55,67.9,23.89,65.41,77
10%+WM,8620,66.69,18.81,67.01,22.14,64.96,75
80%+GM,534,57.41,14.01,57.5,17.76,56.47,77
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,185,68.77,18,68.99,24.3,72.41,53
Left_Cerebral_White_Matter_80%+,174,63.02,15.65,62.7,18.02,64.96,39
Right Caudate,85,61.23,18.48,66.18,19.41,58.76,66
Right Cerebellum,443,61.26,15.05,60.66,15.26,58.42,62
Right Frontal Lobe,2423,70.49,23.04,71.88,22.98,68.66,79
Right Insula,181,67.5,9.839,67.9,14.4,67.3,0
Right Occipital Lobe,931,75.23,17.37,74.23,20.97,70.9,77
Right Parietal Lobe,1742,79.03,18.03,77.96,21.21,75.37,73
Right Putamen,116,65.16,11.98,66.01,18.08,64.71,0
Right Temporal Lobe,1472,59.21,17.86,59.36,24.02,58.62,73
Right Thalamus,113,88.65,20.25,86.34,28.61,89.24,63
Left Caudate,143,58.4,16.23,60.25,20.99,56.41,47
Left Cerebellum,458,63.03,13.99,60.3,16.4,58.62,57
Left Frontal Lobe,2649,66.57,21.34,67,23.3,65.06,77
Left Insula,196,61.12,10.98,60.12,15.85,61.39,0
Left Occipital Lobe,1025,68.4,17.13,66.72,20.69,64.45,79
Left Parietal Lobe,1610,73.66,17.25,72,21,69.69,74
Left Putamen,109,57.96,10.66,59.02,16.22,57.99,0
Left Temporal Lobe,1475,54.01,17.59,54.28,22.2,54.6,69
Left Thalamus,136,78.8,17.27,76.14,25.66,76.88,54
RICA,3206,70.22,21.33,70.69,23.45,69.18,80
LICA,3784,64.78,20.2,65.11,23.53,64.43,77
VBA,1593,65.26,16.34,63.9,20.02,61.8,76
Frontal Pole,601,66.13,22.46,68.77,23.45,66.99,80
Insular Cortex,42,57.24,7.492,56.62,12.06,56.8,0
Superior Frontal Gyrus,21,73.03,18.99,68.19,27.6,63.16,77
Middle Frontal Gyrus,65,73.19,18.36,72.4,21.77,69.83,81
"Inferior Frontal Gyrus, pars triangularis",7,,,,,,
"Inferior Frontal Gyrus, pars opercularis",17,66.73,16.24,71.33,22.16,61.18,75
Precentral Gyrus,86,66.73,20.77,67.15,21.17,62,87
Temporal Pole,161,55.96,12.7,55.73,17.82,54.62,39
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",14,65.83,17.62,62.44,23.15,61.5,84
"Middle Temporal Gyrus, anterior division",8,,,,,,
"Middle Temporal Gyrus, posterior division",48,63.22,22.25,58.41,26.79,62.9,84
"Middle Temporal Gyrus, temporooccipital part",34,65.72,14.64,66.93,26.2,60.85,75
"Inferior Temporal Gyrus, anterior division",1,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",20,48.6,11.5,49.88,13.96,44.09,61
Postcentral Gyrus,89,78.85,29.65,69.68,26.5,69.5,89
Superior Parietal Lobule,25,87.05,15.07,85.88,20.33,81.78,72
"Supramarginal Gyrus, anterior division",29,65.06,11.96,67.68,12.82,57.83,67
"Supramarginal Gyrus, posterior division",22,64.25,9.715,65.65,15.41,63.54,45
Angular Gyrus,32,72.64,12.49,72.37,15.79,70.79,68
"Lateral Occipital Cortex, superior division",312,72.68,18.53,70.2,26.13,68.98,85
"Lateral Occipital Cortex, inferior division",110,58.11,14.88,57.75,21.33,56.54,80
Intracalcarine Cortex,14,86.84,11.39,88.19,9.64,87.81,20
Frontal Medial Cortex,29,26.38,14.14,33.37,24.03,19.35,60
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),31,75.88,11.54,75.7,15.04,74.9,16
Subcallosal Cortex,40,34.94,14.54,35.47,20.6,31.62,43
Paracingulate Gyrus,79,72.87,13.04,74.41,15.3,71.73,41
"Cingulate Gyrus, anterior division",79,67.3,7.974,67.87,9.956,64.13,0
"Cingulate Gyrus, posterior division",74,87.59,11.88,87.73,16.42,86.17,56
Precuneous Cortex,156,76.66,12.04,76.9,16.88,72.26,62
Cuneal Cortex,15,74.95,7.2,77.06,5.864,73.62,0
Frontal Orbital Cortex,102,55.53,16.62,58.02,26.16,54.29,51
"Parahippocampal Gyrus, anterior division",20,42.09,10.36,40.15,16.76,39.44,17
"Parahippocampal Gyrus, posterior division",2,,,,,,
Lingual Gyrus,68,75.04,11.27,74.27,14.09,72.57,29
"Temporal Fusiform Cortex, anterior division",5,,,,,,
"Temporal Fusiform Cortex, posterior division",15,38.46,17.53,36.39,20.33,36.87,70
Temporal Occipital Fusiform Cortex,9,,,,,,
