name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,12953,34.78,13.69,35.42,17.98,8.834e-05,99
10%+WM,11626,31.08,14.05,31,21.63,0.003054,98
80%+GM,534,45.36,11.03,45.66,13.24,47.5,77
90%+WM,2815,17.46,7.653,16.2,8.796,16.51,71
Right_Cerebral_White_Matter_80%+,968,17.88,8.754,16.19,7.889,17.69,80
Left_Cerebral_White_Matter_80%+,958,15.87,8.101,14.2,8.139,16.16,80
Right Caudate,121,26.74,11.25,24.56,16.48,25.49,76
Right Cerebellum,550,36.67,14.43,40.21,20.92,6.21e-05,99
Right Frontal Lobe,3170,30.71,14.29,31.96,22.24,7.094e-05,98
Right Insula,251,32.35,11.64,33.5,17.84,27.9,76
Right Occipital Lobe,1086,37.94,16.4,40.32,23.12,5.068e-05,99
Right Parietal Lobe,2243,34.58,16.07,35.87,23.9,0.0003092,99
Right Putamen,200,30.38,10.14,30.74,14.73,28.06,67
Right Temporal Lobe,1715,29.34,15.52,30.74,22.03,1.661e-05,98
Right Thalamus,244,33.29,15.41,33.22,21.84,31.92,88
Left Caudate,273,21.4,10.99,18.69,15.81,19.74,77
Left Cerebellum,579,36.09,14.01,39.3,19.14,6.527e-05,99
Left Frontal Lobe,3488,28.25,13.26,28.85,20.34,6.006e-05,97
Left Insula,306,27.49,11.09,28.56,16.91,23.37,78
Left Occipital Lobe,1252,33.83,15.87,35.71,23.69,5.739e-05,99
Left Parietal Lobe,2178,29.88,15.3,30.3,24.18,0.0002549,99
Left Putamen,229,25.81,9.4,25.95,13.18,23.96,69
Left Temporal Lobe,1723,26.4,14.65,28.12,20.32,1.301e-05,97
Left Thalamus,265,29.92,14.14,29.06,20.93,27.74,86
RICA,3435,35.81,13.67,36.99,17.45,0.0001263,99
LICA,4236,30.99,12.97,31.75,17.63,7.733e-05,98
VBA,1785,35.12,14.88,36.87,19.63,5.177e-05,99
Frontal Pole,607,33.89,13.64,35.96,16.11,5.603e-05,98
Insular Cortex,42,37.73,6.191,37.19,8.302,38.48,0
Superior Frontal Gyrus,23,40.13,5.681,39.74,9.186,39.35,39
Middle Frontal Gyrus,67,38.39,10.76,38.09,15.55,35.93,88
"Inferior Frontal Gyrus, pars triangularis",7,,,,,,
"Inferior Frontal Gyrus, pars opercularis",17,38.26,7.616,39.97,9.813,36.53,71
Precentral Gyrus,86,35.57,10.63,38.1,14.77,31.95,91
Temporal Pole,161,33.22,7.278,33.62,9.683,32.89,45
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",14,43.83,11.45,44.34,19.45,41.81,85
"Middle Temporal Gyrus, anterior division",8,,,,,,
"Middle Temporal Gyrus, posterior division",48,36.75,12.67,34.39,18.58,38.34,85
"Middle Temporal Gyrus, temporooccipital part",36,37.51,11.4,38.29,13.35,36.32,85
"Inferior Temporal Gyrus, anterior division",1,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",20,30.66,5.921,31.26,8.49,29.01,36
Postcentral Gyrus,95,34.76,10.09,34.71,14.39,31.06,90
Superior Parietal Lobule,26,37.11,6.975,37.57,12.46,36.24,76
"Supramarginal Gyrus, anterior division",29,36.83,5.181,38.39,7.97,35.35,35
"Supramarginal Gyrus, posterior division",22,40.65,9.549,40.18,13.19,37.38,89
Angular Gyrus,32,45.9,7.945,47.22,10.46,45.19,75
"Lateral Occipital Cortex, superior division",324,40.64,12.65,40.7,16.38,0.001198,99
"Lateral Occipital Cortex, inferior division",117,34.27,14.27,35.54,15,4.263e-05,99
Intracalcarine Cortex,15,43.94,12.52,45.84,18.32,35.16,94
Frontal Medial Cortex,29,18.7,9.778,20.88,15.83,12.93,66
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),34,35.1,10.96,36.56,14.07,32.61,84
Subcallosal Cortex,40,25.92,8.306,28.08,11.53,24.48,25
Paracingulate Gyrus,80,47.49,6.226,47.02,8.066,48.23,14
"Cingulate Gyrus, anterior division",79,42.7,7.283,42.74,12.31,42.57,9
"Cingulate Gyrus, posterior division",74,56.67,12.89,57.35,18.94,56.42,85
Precuneous Cortex,158,46.55,10.65,46.9,15.34,43.37,89
Cuneal Cortex,15,48.6,7.157,50.45,8.856,44.46,82
Frontal Orbital Cortex,102,33.96,10.19,36.16,15.29,34.62,43
"Parahippocampal Gyrus, anterior division",20,32.63,6.479,30.55,8.575,31.13,0
"Parahippocampal Gyrus, posterior division",2,,,,,,
Lingual Gyrus,69,44.59,10.32,45.35,15.86,42.43,85
"Temporal Fusiform Cortex, anterior division",5,,,,,,
"Temporal Fusiform Cortex, posterior division",15,23.99,11.8,20.64,12.57,20.89,76
Temporal Occipital Fusiform Cortex,9,,,,,,
Occipital Fusiform Gyrus,20,28.48,10.24,28.92,15.47,25.69,89
Frontal Operculum Cortex,2,,,,,,
Central Opercular Cortex,10,35.22,4.921,36.61,6.206,32.46,15
Parietal Operculum Cortex,3,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,143,40.34,11.54,40.68,18.63,38.5,92
Left Cerebral White Matter,2101,20.79,11.53,17.93,14.12,20.3,89
Left Cerebral Cortex,3898,35.07,12.45,35.64,15.84,0.0001404,99
Left Lateral Ventricle,38,16.82,12.39,12.02,16.03,16.09,86
Left Thalamus,75,39.04,13.47,36.64,18.66,37.81,84
Left Caudate,19,35.93,4.99,34.25,7.367,36.06,0
Left Putamen,46,34.08,5.844,33.99,6.28,33.8,3
Left Pallidum,10,17.83,2.204,17.44,2.421,17.78,0
Brain-Stem,220,27.3,8.655,26.07,9.237,26.91,57
Left Hippocampus,19,49.76,11.79,47.15,20.39,49.43,79
Left Amygdala,11,31.44,4.495,32.28,1.798,30.71,0
Left Accumbens,3,,,,,,
Right Cerebral White Matter,2086,22.79,12,19.64,15.07,22.14,89
Right Cerebral Cortex,3882,38.95,13.11,39.79,16.43,0.0002451,99
Right Lateral Ventricle,35,17.16,11.01,16.85,16.71,16.42,78
Right Thalamus,76,46.07,14.1,44.94,20.69,45.43,85
Right Caudate,21,38.56,5.57,40.08,6.826,38.25,6
Right Putamen,47,37.85,5.734,37.43,7.106,37.39,0
Right Pallidum,9,,,,,,
Right Hippocampus,30,48.68,9.667,49.53,14.07,48.48,54
Right Amygdala,13,37.47,4.542,37.68,5.019,36.6,0
Right Accumbens,2,,,,,,
