name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,0,,,,,,
10%+WM,2815,17.46,7.653,16.2,8.796,16.51,71
80%+GM,0,,,,,,
90%+WM,2815,17.46,7.653,16.2,8.796,16.51,71
Right_Cerebral_White_Matter_80%+,773,15.43,5.14,15.31,6.478,15.33,40
Left_Cerebral_White_Matter_80%+,777,13.73,5.23,13.41,6.65,13.8,46
Right Caudate,32,17.84,5.884,18.33,5.642,17.55,13
Right Cerebellum,67,26.03,8.156,24.31,10.95,25.24,75
Right Frontal Lobe,399,16.63,5.862,15.87,6.764,15.97,45
Right Insula,69,18.04,5.811,18.07,7.458,18.21,36
Right Occipital Lobe,94,18.33,6.988,17.6,7.486,17.37,85
Right Parietal Lobe,322,16.43,6.636,15.63,8.432,16.75,74
Right Putamen,84,24.09,8.428,24.06,13.08,22.61,56
Right Temporal Lobe,111,18.13,5.913,17.92,7.275,18.15,57
Right Thalamus,123,25.4,11.9,22.39,16.34,24.47,80
Left Caudate,100,15.46,6.14,13.88,6.718,14.64,30
Left Cerebellum,78,25.07,7.881,24.51,8.665,24.86,70
Left Frontal Lobe,431,15.15,5.642,14.33,7.189,14.14,39
Left Insula,110,15.73,5.471,15.24,8.544,14.9,29
Left Occipital Lobe,144,16.75,7.495,15.82,8.205,16.19,91
Left Parietal Lobe,382,14.1,5.082,13.37,6.689,14.55,60
Left Putamen,119,20.54,7.167,19.82,10.69,19.68,57
Left Temporal Lobe,99,14.66,5.544,14.69,7.903,14.57,50
Left Thalamus,115,22.13,11.21,18.8,15.7,20.92,81
RICA,174,19.09,7.347,18.75,10.32,18.47,74
LICA,331,16.26,5.811,15.68,7.344,15.66,55
VBA,116,16.59,7.233,16.1,8.579,15.48,90
Frontal Pole,4,,,,,,
Insular Cortex,0,,,,,,
Superior Frontal Gyrus,0,,,,,,
Middle Frontal Gyrus,2,,,,,,
"Inferior Frontal Gyrus, pars triangularis",0,,,,,,
"Inferior Frontal Gyrus, pars opercularis",0,,,,,,
Precentral Gyrus,0,,,,,,
Temporal Pole,0,,,,,,
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",0,,,,,,
"Middle Temporal Gyrus, anterior division",0,,,,,,
"Middle Temporal Gyrus, posterior division",0,,,,,,
"Middle Temporal Gyrus, temporooccipital part",0,,,,,,
"Inferior Temporal Gyrus, anterior division",0,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",0,,,,,,
Postcentral Gyrus,6,,,,,,
Superior Parietal Lobule,0,,,,,,
"Supramarginal Gyrus, anterior division",0,,,,,,
"Supramarginal Gyrus, posterior division",0,,,,,,
Angular Gyrus,0,,,,,,
"Lateral Occipital Cortex, superior division",4,,,,,,
"Lateral Occipital Cortex, inferior division",0,,,,,,
Intracalcarine Cortex,1,,,,,,
Frontal Medial Cortex,0,,,,,,
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0,,,,,,
Subcallosal Cortex,0,,,,,,
Paracingulate Gyrus,0,,,,,,
"Cingulate Gyrus, anterior division",0,,,,,,
"Cingulate Gyrus, posterior division",0,,,,,,
Precuneous Cortex,2,,,,,,
Cuneal Cortex,0,,,,,,
Frontal Orbital Cortex,0,,,,,,
"Parahippocampal Gyrus, anterior division",0,,,,,,
"Parahippocampal Gyrus, posterior division",0,,,,,,
Lingual Gyrus,1,,,,,,
"Temporal Fusiform Cortex, anterior division",0,,,,,,
"Temporal Fusiform Cortex, posterior division",0,,,,,,
Temporal Occipital Fusiform Cortex,0,,,,,,
Occipital Fusiform Gyrus,4,,,,,,
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,0,,,,,,
Parietal Operculum Cortex,0,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,4,,,,,,
Left Cerebral White Matter,1119,14.49,5.591,13.97,7.094,14.22,58
Left Cerebral Cortex,85,18.26,7.381,16.49,6.802,18.24,86
Left Lateral Ventricle,0,,,,,,
Left Thalamus,37,30.14,8.709,30,12.84,30.28,68
Left Caudate,0,,,,,,
Left Putamen,21,30.46,4.035,30.9,5.395,30.87,0
Left Pallidum,10,17.83,2.204,17.44,2.421,17.78,0
Brain-Stem,143,25.91,7.521,24.78,8.275,25.5,50
Left Hippocampus,0,,,,,,
Left Amygdala,0,,,,,,
Left Accumbens,0,,,,,,
Right Cerebral White Matter,1094,16.27,5.715,15.79,6.98,16.09,54
Right Cerebral Cortex,75,21.57,7.147,20.85,9.439,20.67,78
Right Lateral Ventricle,0,,,,,,
Right Thalamus,36,38.11,10.02,35.94,14.3,37.38,71
Right Caudate,0,,,,,,
Right Putamen,15,33.34,3.709,32.83,4.476,33.01,0
Right Pallidum,9,,,,,,
Right Hippocampus,0,,,,,,
Right Amygdala,0,,,,,,
Right Accumbens,0,,,,,,
