name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13395,36.46,17.18,37.03,22.12,6.935e-05,99
10%+WM,10767,32.74,16.06,32.61,23.61,0.0004374,99
80%+GM,705,47.43,15.65,44.51,19.79,46.69,93
90%+WM,2273,18.69,9.11,17.45,10.98,17.18,79
Right_Cerebral_White_Matter_80%+,977,16.87,10.2,15.28,10.82,16.18,85
Left_Cerebral_White_Matter_80%+,998,18.11,10.31,16.55,11.64,17.51,86
Right Caudate,128,25.38,18.31,22.37,32.56,23.7,92
Right Cerebellum,692,30.4,11.65,32.3,13.7,6.237e-05,99
Right Frontal Lobe,3133,32.92,18.26,32.87,27.4,3.86e-05,99
Right Insula,242,34.89,15.41,36.05,23.45,32.96,89
Right Occipital Lobe,1159,35.52,17.55,37.83,23.25,6.718e-05,99
Right Parietal Lobe,2277,35.33,19.42,36.68,30.2,0.002052,99
Right Putamen,214,31.39,16.01,29.07,24.55,29.73,89
Right Temporal Lobe,1683,28.58,16.8,30.02,23.28,1.54e-05,98
Right Thalamus,270,36.35,20.34,32.58,25.06,34.23,93
Left Caudate,268,23.8,18.02,18.61,28.04,23.12,92
Left Cerebellum,660,29.85,11.29,32.11,14.58,7.699e-05,99
Left Frontal Lobe,3276,33.76,19.34,34.01,29.93,3.415e-05,99
Left Insula,329,36.61,17.02,35.91,25.93,33.59,92
Left Occipital Lobe,1406,30.16,16.49,32.22,22.69,5.378e-05,99
Left Parietal Lobe,2151,32.86,19.51,33.79,31.06,0.0003648,99
Left Putamen,235,34.5,15.28,34.17,24.33,33.29,89
Left Temporal Lobe,1710,28.66,17.5,30.21,25.12,1.471e-05,98
Left Thalamus,268,33.74,17.85,32.32,22.76,32.12,93
RICA,3357,38.29,15.68,38.87,20.72,0.0001199,99
LICA,4273,35.54,18.07,36.72,25.1,4.518e-05,99
VBA,1914,33.72,15.71,35.22,18.71,6.41e-05,99
Frontal Pole,636,37.2,18.71,39.22,25.93,3.292e-05,99
Insular Cortex,52,43.78,10.63,45.59,13.86,43.49,73
Superior Frontal Gyrus,25,53.33,9.724,51.85,12.51,51.59,89
Middle Frontal Gyrus,65,51.91,15.67,54.1,21.21,50.18,95
"Inferior Frontal Gyrus, pars triangularis",8,,,,,,
"Inferior Frontal Gyrus, pars opercularis",20,36.75,12.29,38.24,17.54,37.63,80
Precentral Gyrus,91,46.76,11.24,46.88,15.52,45.84,89
Temporal Pole,150,30.42,14.21,32.29,14.48,7.909e-06,97
"Superior Temporal Gyrus, anterior division",0,,,,,,
