name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,8620,15.91,6.489,15.14,8.241,15.88,34
10%+WM,11626,16.51,6.743,15.65,8.257,16.6,51
80%+GM,204,17.79,5.297,18.02,7.766,17.74,0
90%+WM,2815,18.07,7.095,16.82,8.133,17.45,72
Right_Cerebral_White_Matter_80%+,967,16.15,4.425,16.06,6.159,16.18,28
Left_Cerebral_White_Matter_80%+,958,14.28,4.461,14.19,5.837,14.44,35
Right Caudate,115,19.01,4.126,19.42,4.686,18.98,0
Right Cerebellum,362,25.54,5.98,25.44,7.604,25.97,37
Right Frontal Lobe,1834,13.83,4.491,13.68,5.84,14.3,0
Right Insula,184,18.42,4.254,17.98,5.58,18.69,0
Right Occipital Lobe,795,21.18,5.726,20.65,7.896,20.21,46
Right Parietal Lobe,1600,17.3,4.721,16.97,6.117,17.29,18
Right Putamen,198,23.16,5.458,23.35,7.987,22.91,23
Right Temporal Lobe,1028,15.66,5.39,16.04,7.798,16.07,12
Right Thalamus,232,28.71,9.142,27.78,12.35,27.9,74
Left Caudate,259,17.87,6.194,17.32,7.633,17.27,37
Left Cerebellum,384,23.37,6.002,23.18,7.351,24.15,35
Left Frontal Lobe,1997,12.58,4.349,12.46,5.927,12.87,0
Left Insula,247,15.71,3.718,15.38,4.781,15.73,0
Left Occipital Lobe,949,18.56,6.614,17.81,8.559,17.95,65
Left Parietal Lobe,1588,14.54,5.278,14.25,7.115,14.67,28
Left Putamen,229,21.28,5.541,21.19,7.475,21.04,36
Left Temporal Lobe,1003,13.18,5.052,12.81,7.306,13.45,0
Left Thalamus,251,24.92,8.701,24.58,12.59,24.07,73
RICA,2450,14.36,5.002,14.04,6.464,14.83,9
LICA,2946,12.81,4.98,12.42,6.943,13.23,7
VBA,1293,19.13,6.069,18.47,8.049,18.29,53
Frontal Pole,346,10.75,3.397,10.24,4.943,10.65,0
Insular Cortex,31,15.11,2.765,14.36,3.578,15.15,0
Superior Frontal Gyrus,9,,,,,,
Middle Frontal Gyrus,50,11.65,4.038,11.76,5.106,11.78,0
"Inferior Frontal Gyrus, pars triangularis",6,,,,,,
"Inferior Frontal Gyrus, pars opercularis",11,9.821,3.958,9.207,4.343,10.34,0
Precentral Gyrus,72,11.25,4.091,11.59,6.468,11.23,0
Temporal Pole,124,11.83,2.778,11.61,3.73,11.81,0
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",10,10.11,1.136,10.07,1.795,10.1,0
"Middle Temporal Gyrus, anterior division",4,,,,,,
"Middle Temporal Gyrus, posterior division",32,9.815,1.834,9.539,1.829,9.833,0
"Middle Temporal Gyrus, temporooccipital part",13,11.73,1.77,11.98,2.736,11.73,0
"Inferior Temporal Gyrus, anterior division",1,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",11,13.88,3.28,14.68,4.889,13.88,0
Postcentral Gyrus,76,11.27,5.972,9.323,7.074,13.29,58
Superior Parietal Lobule,15,16.88,3.012,17.2,6.046,17.32,0
"Supramarginal Gyrus, anterior division",18,10.43,2.463,10.48,4.228,10.37,0
"Supramarginal Gyrus, posterior division",15,10.76,2.62,11.27,4.793,10.66,0
Angular Gyrus,19,14.7,1.579,14.48,1.624,14.74,0
"Lateral Occipital Cortex, superior division",209,15.4,3.89,14.92,4.113,16.08,0
"Lateral Occipital Cortex, inferior division",56,14.4,3.337,14.6,3.154,14.63,0
Intracalcarine Cortex,15,25.61,3.539,25.7,5.07,24.18,0
Frontal Medial Cortex,12,10.92,2.033,11.29,2.538,10.85,0
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),9,,,,,,
Subcallosal Cortex,29,16.31,1.926,16.45,1.962,16.31,0
Paracingulate Gyrus,31,14.23,2.226,13.72,1.642,14.3,0
"Cingulate Gyrus, anterior division",40,14.64,1.606,14.51,2.184,14.64,0
"Cingulate Gyrus, posterior division",60,19.4,3.944,18.84,4.65,19.59,0
Precuneous Cortex,116,20.04,3.099,19.55,3.735,20.04,0
Cuneal Cortex,14,28.24,3.061,27.99,3.643,29.05,0
Frontal Orbital Cortex,72,16.8,3.172,16.64,3.234,16.85,0
"Parahippocampal Gyrus, anterior division",9,,,,,,
"Parahippocampal Gyrus, posterior division",2,,,,,,
Lingual Gyrus,66,25.97,4.992,25.84,7.952,25.51,3
"Temporal Fusiform Cortex, anterior division",1,,,,,,
"Temporal Fusiform Cortex, posterior division",6,,,,,,
Temporal Occipital Fusiform Cortex,9,,,,,,
Occipital Fusiform Gyrus,20,19.17,5.413,20.35,8.016,18.62,55
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,8,,,,,,
Parietal Operculum Cortex,1,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,123,21.12,7.133,21.34,10.02,21.94,57
Left Cerebral White Matter,2085,14.49,4.893,14.31,6.251,14.6,41
Left Cerebral Cortex,2694,13.55,5.747,12.82,7.087,14.06,30
Left Lateral Ventricle,20,19.24,6.952,19.18,8.618,18.71,43
Left Thalamus,75,31.6,7.507,31.01,10.64,31.55,61
Left Caudate,18,20.67,3.346,20.59,4.715,20.82,0
Left Putamen,46,28.29,3.693,28.01,4.668,28.84,0
Left Pallidum,10,19.67,1.861,19.36,1.78,19.63,0
