name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,0,,,,,,
10%+WM,1812,15.91,7.53,14.58,9.54,13.99,79
80%+GM,0,,,,,,
90%+WM,1812,15.91,7.53,14.58,9.54,13.99,79
Right_Cerebral_White_Matter_80%+,562,12.74,6.141,11.96,5.885,10.96,67
Left_Cerebral_White_Matter_80%+,547,15.5,7.412,14.18,8.691,14.05,73
Right Caudate,8,,,,,,
Right Cerebellum,67,17,7.139,16.07,11.31,18.26,74
Right Frontal Lobe,218,15.69,7.08,14.54,8.026,14.26,65
Right Insula,57,14.53,6.397,13.94,8.928,15.55,61
Right Occipital Lobe,51,10.58,4.588,10.29,4.98,10.54,78
Right Parietal Lobe,190,11.83,4.111,11.86,4.765,11.62,48
Right Putamen,73,19.23,7.66,18.07,11.38,18.42,64
Right Temporal Lobe,87,13.1,7.116,11.85,8.967,7.306,90
Right Thalamus,82,20.15,6.447,19.41,8.993,19.49,49
Left Caudate,31,21.18,9.071,20.12,13.74,20.2,76
Left Cerebellum,77,18.75,7.534,19.22,10.19,20.15,69
Left Frontal Lobe,231,19.68,9.183,17.9,12.31,18.19,80
Left Insula,73,19.96,6.06,20.05,7.537,19.25,56
Left Occipital Lobe,99,14.13,5.481,13.3,8.259,13.84,81
Left Parietal Lobe,233,14.07,5.505,13.63,7.041,14.1,73
Left Putamen,61,23.95,7.487,24.17,10.97,23.63,65
Left Temporal Lobe,75,16.12,6.015,14.94,8.566,16.06,78
Left Thalamus,73,19.98,7.505,18.66,11.06,20.33,67
RICA,53,15.42,6.762,15.3,6.745,9.591,91
LICA,124,19.45,8.278,18.27,10.83,18.04,83
VBA,33,15.47,5.043,14.81,8.404,15.4,82
Frontal Pole,1,,,,,,
Insular Cortex,0,,,,,,
Superior Frontal Gyrus,0,,,,,,
Middle Frontal Gyrus,0,,,,,,
"Inferior Frontal Gyrus, pars triangularis",0,,,,,,
"Inferior Frontal Gyrus, pars opercularis",0,,,,,,
Precentral Gyrus,0,,,,,,
Temporal Pole,0,,,,,,
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",0,,,,,,
"Middle Temporal Gyrus, anterior division",0,,,,,,
"Middle Temporal Gyrus, posterior division",0,,,,,,
"Middle Temporal Gyrus, temporooccipital part",0,,,,,,
"Inferior Temporal Gyrus, anterior division",0,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",0,,,,,,
Postcentral Gyrus,0,,,,,,
Superior Parietal Lobule,0,,,,,,
"Supramarginal Gyrus, anterior division",0,,,,,,
"Supramarginal Gyrus, posterior division",0,,,,,,
Angular Gyrus,0,,,,,,
"Lateral Occipital Cortex, superior division",0,,,,,,
"Lateral Occipital Cortex, inferior division",0,,,,,,
Intracalcarine Cortex,0,,,,,,
Frontal Medial Cortex,0,,,,,,
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0,,,,,,
Subcallosal Cortex,0,,,,,,
Paracingulate Gyrus,0,,,,,,
"Cingulate Gyrus, anterior division",0,,,,,,
"Cingulate Gyrus, posterior division",0,,,,,,
Precuneous Cortex,0,,,,,,
Cuneal Cortex,0,,,,,,
Frontal Orbital Cortex,0,,,,,,
"Parahippocampal Gyrus, anterior division",0,,,,,,
"Parahippocampal Gyrus, posterior division",0,,,,,,
Lingual Gyrus,0,,,,,,
"Temporal Fusiform Cortex, anterior division",0,,,,,,
"Temporal Fusiform Cortex, posterior division",0,,,,,,
Temporal Occipital Fusiform Cortex,0,,,,,,
Occipital Fusiform Gyrus,0,,,,,,
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,0,,,,,,
Parietal Operculum Cortex,0,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,1,,,,,,
Left Cerebral White Matter,703,16.44,7.7,15.13,9.343,15.06,77
Left Cerebral Cortex,14,19.02,4.843,20.04,7.026,17.44,73
Left Lateral Ventricle,0,,,,,,
Left Thalamus,17,24.34,8.504,23.38,13.56,25.24,77
Left Caudate,0,,,,,,
Left Putamen,12,29.62,4.8,29.91,4.658,29.19,38
Left Pallidum,8,,,,,,
Brain-Stem,113,15.76,6.913,16.09,10,17.04,47
Left Hippocampus,0,,,,,,
Left Amygdala,0,,,,,,
Left Accumbens,0,,,,,,
Right Cerebral White Matter,736,13.54,6.351,12.56,6.904,11.37,75
Right Cerebral Cortex,8,,,,,,
Right Lateral Ventricle,0,,,,,,
Right Thalamus,15,28.54,5.007,28.72,7.58,28.53,15
Right Caudate,0,,,,,,
Right Putamen,17,24.9,4.309,24.4,6.767,24.65,5
Right Pallidum,3,,,,,,
Right Hippocampus,0,,,,,,
Right Amygdala,0,,,,,,
Right Accumbens,0,,,,,,
