name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13048,25.07,12.23,26.5,16.28,4.802e-05,99
10%+WM,10265,24.13,11.18,24.7,16.33,0.000136,98
80%+GM,682,30.93,11.24,32.84,13.45,0.0002324,99
90%+WM,1812,15.91,7.53,14.58,9.54,13.99,79
Right_Cerebral_White_Matter_80%+,948,14.54,7.803,13.02,8.792,12.55,79
Left_Cerebral_White_Matter_80%+,955,17.5,9.148,15.65,11.51,16.35,85
Right Caudate,132,18.92,9.398,18.69,12.85,19.15,77
Right Cerebellum,585,24.38,11.09,26.77,16.57,9.697e-05,99
Right Frontal Lobe,2990,21.22,12.41,22.25,18.39,2.083e-05,98
Right Insula,229,21.83,8.132,21.93,9.792,22,71
Right Occipital Lobe,1047,24.82,11.11,26.01,14.85,8.984e-05,99
Right Parietal Lobe,2121,24.51,10.69,24.9,15.27,0.00536,99
Right Putamen,184,21.34,6.991,21.44,9.602,20.79,54
Right Temporal Lobe,1664,17.19,11.94,17.51,20,1.048e-05,97
Right Thalamus,237,24.8,9.769,23.25,12.6,24.54,77
Left Caudate,260,18.52,11.19,17.7,15.73,18.11,84
Left Cerebellum,742,24.64,11.58,27.35,16.63,4.388e-05,99
Left Frontal Lobe,3059,24.23,14.04,25.87,21.64,2.774e-05,98
Left Insula,305,29.65,9.55,29.6,13.81,28.51,79
Left Occipital Lobe,1301,25.54,12.1,27.6,16.64,7.466e-05,99
Left Parietal Lobe,2012,25.71,12.12,26.65,17.68,0.001839,99
Left Putamen,215,25.98,7.364,25.82,9.534,26.14,55
Left Temporal Lobe,1709,20.96,13.74,22.05,21.61,1.548e-05,98
Left Thalamus,249,25.71,9.994,25.03,15.19,26.1,80
RICA,3253,23.59,11.19,24.82,14.22,4.197e-05,98
LICA,4113,25.98,13.09,27.93,17.81,4.772e-05,99
VBA,1822,25.76,10.78,27.5,13.49,9.423e-05,99
Frontal Pole,613,15.59,12.77,13.84,23.97,6.938e-06,95
Insular Cortex,46,27.34,6.62,26.96,7.604,27.09,45
Superior Frontal Gyrus,19,34.41,8.913,33.8,17.61,35.09,82
Middle Frontal Gyrus,64,36.76,6.353,36.96,9.913,36.04,65
"Inferior Frontal Gyrus, pars triangularis",7,,,,,,
"Inferior Frontal Gyrus, pars opercularis",21,33.13,9.282,36.6,14.32,34.9,68
Precentral Gyrus,85,33.3,7.434,33.54,8.541,32.86,82
Temporal Pole,151,13.63,9.126,14.59,15.37,3.218e-06,91
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",16,31.71,9.384,30.88,10.82,32.3,92
"Middle Temporal Gyrus, anterior division",8,,,,,,
"Middle Temporal Gyrus, posterior division",38,27.53,8.893,26.07,11.43,29.04,85
"Middle Temporal Gyrus, temporooccipital part",36,26.5,10.52,27.75,16.36,25.75,96
"Inferior Temporal Gyrus, anterior division",2,,,,,,
"Inferior Temporal Gyrus, posterior division",2,,,,,,
