name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,12346,82.99,25.39,82.51,30.73,79.96,74
80%+GM,528,66.48,17.40,64.69,19.50,65.20,74
10%+WM,8576,81.71,23.14,81.67,28.39,79.39,72
90%+WM,0,,,,,,
gmmask_pure_cort,352,69.93,18.46,69.14,20.55,70.26,73
wmmask_pure_cereb,0,,,,,,
Right_Cerebral_White_Matter_80%+,216,78.27,20.38,79.43,30.70,78.47,33
Left_Cerebral_White_Matter_80%+,199,75.35,20.33,74.31,28.60,75.57,37
Right Caudate,106,65.43,19.12,70.71,17.45,61.30,63
Right Cerebellum,304,67.29,14.29,65.36,17.01,65.30,41
Right Frontal Lobe,1962,89.37,28.19,89.06,31.59,87.68,72
Right Insula,103,74.38,12.43,71.65,16.90,72.27,8
Right Occipital Lobe,765,94.98,23.58,93.33,28.64,89.76,73
Right Parietal Lobe,1396,92.92,20.14,91.83,22.75,90.08,64
Right Putamen,78,73.30,12.55,76.19,17.44,72.04,0
Right Temporal Lobe,1153,73.85,25.01,73.88,33.73,69.76,75
Right Thalamus,72,90.94,20.86,91.30,26.63,88.33,70
Left Caudate,101,58.88,16.09,60.98,21.02,54.38,50
Left Cerebellum,261,69.97,13.55,67.32,16.51,65.91,42
Left Frontal Lobe,1968,82.82,26.30,81.95,30.59,81.92,71
Left Insula,130,66.80,12.77,66.38,18.28,65.49,0
Left Occipital Lobe,887,90.29,22.38,88.69,28.25,85.20,73
Left Parietal Lobe,1180,89.40,19.76,87.84,23.07,86.04,64
Left Putamen,57,67.58,11.17,68.85,15.06,66.90,0
Left Temporal Lobe,1057,66.56,23.42,66.83,31.92,64.23,72
Left Thalamus,63,80.03,16.83,79.21,28.87,77.49,54
RICA,3074,89.62,25.54,89.88,29.85,87.40,73
LICA,3094,82.85,25.11,82.31,29.24,81.70,74
VBA,1150,83.37,20.93,81.59,27.38,78.54,73
Frontal Pole,538,88.50,25.07,88.37,28.88,87.68,62
Insular Cortex,50,60.04,6.49,60.14,8.22,59.22,0
Superior Frontal Gyrus,0,,,,,,
Middle Frontal Gyrus,92,98.22,21.91,96.75,27.74,93.79,74
"Inferior Frontal Gyrus, pars triangularis",3,,,,,,
"Inferior Frontal Gyrus, pars opercularis",14,80.81,14.22,81.00,16.57,77.03,59
Precentral Gyrus,82,95.21,23.80,95.82,25.61,91.34,78
Temporal Pole,144,68.31,15.16,67.68,22.66,65.97,37
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",17,98.90,15.46,100.29,14.45,95.57,36
"Middle Temporal Gyrus, anterior division",2,,,,,,
"Middle Temporal Gyrus, posterior division",23,111.89,36.08,99.20,60.77,103.63,80
"Middle Temporal Gyrus, temporooccipital part",29,93.28,15.35,93.38,18.77,89.83,58
"Inferior Temporal Gyrus, anterior division",0,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",20,70.37,16.41,71.44,21.49,67.12,62
Postcentral Gyrus,112,96.63,24.83,92.49,26.39,88.93,75
Superior Parietal Lobule,19,92.96,19.00,91.05,18.20,85.97,71
"Supramarginal Gyrus, anterior division",15,80.26,15.83,78.93,19.56,76.55,63
"Supramarginal Gyrus, posterior division",11,82.83,12.99,84.40,22.21,85.56,23
Angular Gyrus,25,80.98,12.13,79.12,14.39,80.98,46
"Lateral Occipital Cortex, superior division",275,90.88,22.57,87.44,29.81,85.84,80
"Lateral Occipital Cortex, inferior division",100,81.26,20.73,80.11,29.23,78.61,76
Intracalcarine Cortex,13,113.00,17.25,118.39,28.92,111.98,51
Frontal Medial Cortex,34,61.85,27.25,62.40,31.69,56.99,0
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),48,85.93,11.89,85.67,15.80,84.27,0
Subcallosal Cortex,38,38.98,15.00,41.73,23.47,35.74,29
Paracingulate Gyrus,98,76.04,10.65,74.19,14.18,74.70,10
"Cingulate Gyrus, anterior division",92,66.95,8.37,67.33,11.84,64.42,0
"Cingulate Gyrus, posterior division",51,91.31,12.51,89.55,13.33,91.30,44
Precuneous Cortex,123,82.04,12.13,80.71,18.30,78.77,52
Cuneal Cortex,10,95.89,11.82,92.78,21.23,93.81,0
Frontal Orbital Cortex,95,66.48,16.61,68.51,24.47,65.99,26
"Parahippocampal Gyrus, anterior division",18,48.39,12.51,43.36,17.52,45.70,16
"Parahippocampal Gyrus, posterior division",5,,,,,,
Lingual Gyrus,78,81.09,15.18,79.46,23.59,77.79,46
"Temporal Fusiform Cortex, anterior division",0,,,,,,
"Temporal Fusiform Cortex, posterior division",26,43.95,19.31,40.95,27.28,44.56,70
Temporal Occipital Fusiform Cortex,10,65.19,7.63,66.60,3.34,63.60,0
Occipital Fusiform Gyrus,29,81.84,11.82,82.33,13.11,79.18,21
Frontal Operculum Cortex,5,,,,,,
Central Opercular Cortex,22,78.59,9.31,75.04,13.85,75.88,0
Parietal Operculum Cortex,0,,,,,,
Planum Polare,3,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,136,101.81,24.98,98.72,32.55,98.33,77
Left Cerebral White Matter,1135,80.16,21.66,80.35,27.00,81.05,58
Left Cerebral Cortex,3577,83.54,24.20,82.43,28.39,81.08,75
Left Lateral Ventricle,34,83.11,31.73,94.37,46.14,73.32,89
Left Thalamus,37,85.60,13.90,83.97,20.09,83.44,35
Left Caudate,13,64.81,10.19,67.78,10.35,61.88,3
Left Putamen,33,72.33,6.56,73.98,10.94,72.34,0
