name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,9717,26.38,14.17,24.85,14.49,26.10,36
80%+GM,203,28.84,10.34,27.42,10.97,28.16,0
10%+WM,12200,28.01,14.36,26.25,15.26,28.13,60
90%+WM,2251,34.14,13.38,32.50,16.60,30.71,83
gmmask_pure_cort,101,27.27,13.13,23.18,12.05,25.08,0
wmmask_pure_cereb,1868,30.47,10.71,29.90,12.70,27.92,77
Right_Cerebral_White_Matter_80%+,1168,27.63,10.20,26.99,12.48,26.66,62
Left_Cerebral_White_Matter_80%+,1200,29.64,11.09,29.21,12.73,27.91,70
Right Caudate,131,29.90,6.64,30.13,5.66,30.41,0
Right Cerebellum,436,39.65,9.23,38.72,10.28,41.40,35
Right Frontal Lobe,1593,27.89,15.80,25.38,11.44,25.88,29
Right Insula,71,27.99,6.15,27.31,8.31,28.75,0
Right Occipital Lobe,679,23.01,9.94,23.45,15.45,22.43,49
Right Parietal Lobe,1309,18.99,10.83,17.21,15.73,21.42,52
Right Putamen,102,38.25,9.40,36.51,10.12,38.93,36
Right Temporal Lobe,883,22.26,8.25,20.98,9.97,22.81,0
Right Thalamus,157,41.48,10.53,40.18,10.48,41.21,59
Left Caudate,113,32.73,8.81,34.93,11.23,32.89,24
Left Cerebellum,410,39.48,10.05,37.34,12.17,40.98,46
Left Frontal Lobe,1618,31.87,21.33,27.73,15.53,29.18,53
Left Insula,86,28.14,7.83,28.11,13.77,28.42,0
Left Occipital Lobe,791,22.75,8.05,22.50,12.01,21.13,44
Left Parietal Lobe,1206,24.32,8.52,23.54,10.97,25.41,32
Left Putamen,101,37.81,10.25,35.70,14.77,38.68,47
Left Temporal Lobe,792,23.26,9.67,22.50,10.99,23.10,0
Left Thalamus,148,45.99,9.97,45.98,14.53,46.36,49
RICA,2384,22.42,13.94,21.33,12.66,21.25,15
LICA,2429,26.31,16.80,23.13,12.86,25.10,36
VBA,914,23.48,8.81,23.70,12.90,23.83,22
Frontal Pole,320,44.53,31.60,36.15,18.30,36.57,28
Insular Cortex,14,21.75,3.14,22.79,3.00,21.42,0
Superior Frontal Gyrus,9,,,,,,
Middle Frontal Gyrus,25,22.33,4.33,21.88,5.55,22.33,0
"Inferior Frontal Gyrus, pars triangularis",4,,,,,,
"Inferior Frontal Gyrus, pars opercularis",8,,,,,,
Precentral Gyrus,57,17.29,8.00,17.81,11.93,17.15,0
Temporal Pole,89,26.94,9.97,24.67,9.70,24.89,0
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",11,15.18,3.12,14.11,5.16,15.25,0
"Middle Temporal Gyrus, anterior division",3,,,,,,
