name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,8852,24.59,12.84,23.61,12.07,8.936e-06,90
10%+WM,11420,24.8,12.45,23.65,12.3,1.492e-05,93
80%+GM,310,22.85,8.446,22.87,7.318,5.426e-06,85
90%+WM,2358,25.78,10.8,23.95,13.26,0.002224,96
Right_Cerebral_White_Matter_80%+,1000,21.94,10.03,20.46,10.4,21.75,62
Left_Cerebral_White_Matter_80%+,999,24.55,9.968,22.87,10.25,24.58,68
Right Caudate,126,18.03,5.345,17.92,6.629,18.36,0
Right Cerebellum,572,27.26,7.543,26.37,10.27,0.000102,94
Right Frontal Lobe,1628,25.28,15.18,22.96,16.52,9.348e-06,92
Right Insula,180,21.49,5.548,21.39,7.086,21.13,0
Right Occipital Lobe,761,24.03,7.823,24.07,10.24,0.0002622,89
Right Parietal Lobe,1411,20.55,7.07,19.87,8.917,21.06,3
Right Putamen,213,24.17,6.591,24.12,9.62,24.01,13
Right Temporal Lobe,1065,18.15,8.778,18.92,8.244,2.913e-06,85
Right Thalamus,256,29.01,8.747,28.38,11.26,29.06,55
Left Caudate,266,22.73,7.244,21.95,10.16,22,28
Left Cerebellum,611,27.68,7.618,27.11,8.466,8.354e-05,94
Left Frontal Lobe,1712,27.69,19.41,24.19,16.08,1.244e-05,94
Left Insula,235,24.15,6.974,23.48,8.1,24.73,38
Left Occipital Lobe,957,27.03,9.581,27.16,11.75,0.0001028,93
Left Parietal Lobe,1405,25.68,8.707,25.16,10.2,25.18,36
Left Putamen,234,27.13,5.952,27.47,6.963,26.95,2
Left Temporal Lobe,977,25.28,12.16,24.97,11.06,4.632e-06,92
Left Thalamus,269,32.19,10.76,31.12,14.78,32.56,70
RICA,2172,21.97,12.96,20.25,10.92,4.302e-06,88
LICA,2687,26.71,16.77,24.65,13.14,7.652e-06,92
VBA,1244,24.86,7.786,24.59,10.6,7.3e-05,90
Frontal Pole,299,45.58,36.69,42.46,17.43,2.074e-06,94
Insular Cortex,28,20.16,2.513,19.4,3.203,20.16,0
Superior Frontal Gyrus,1,,,,,,
Middle Frontal Gyrus,19,19.92,6.857,19.79,6.463,20.44,0
"Inferior Frontal Gyrus, pars triangularis",5,,,,,,
"Inferior Frontal Gyrus, pars opercularis",9,,,,,,
Precentral Gyrus,41,19.34,8.008,18.33,11.45,18.59,0
Temporal Pole,120,9.691,11.19,0,20.49,2.669e-07,70
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",13,31.1,8.099,28.2,13.81,32.07,0
"Middle Temporal Gyrus, anterior division",7,,,,,,
"Middle Temporal Gyrus, posterior division",31,26.91,8.43,26.09,14.38,24.69,0
"Middle Temporal Gyrus, temporooccipital part",26,27.41,12.91,19.83,24.74,25.15,10
"Inferior Temporal Gyrus, anterior division",1,,,,,,
"Inferior Temporal Gyrus, posterior division",2,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",8,,,,,,
Postcentral Gyrus,46,23.09,4.652,23.64,4.777,23.26,0
Superior Parietal Lobule,10,19.2,3.826,20.01,7.764,18.9,0
"Supramarginal Gyrus, anterior division",11,24.74,9.558,18.22,17.3,24.83,0
"Supramarginal Gyrus, posterior division",7,,,,,,
Angular Gyrus,27,20.09,5.731,18.84,4.652,19.91,0
"Lateral Occipital Cortex, superior division",185,20.06,6.762,20.25,10.09,19.58,0
"Lateral Occipital Cortex, inferior division",62,26.18,6.404,23.33,12.44,25.41,0
Intracalcarine Cortex,18,29.27,2.422,29.55,3.026,29.33,0
Frontal Medial Cortex,19,22.58,23.84,0,47.09,2.46e-07,85
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),12,7.405,3.286,8.133,4.625,7.257,0
Subcallosal Cortex,11,35.21,6.055,35.18,11.24,34.84,0
Paracingulate Gyrus,25,28.35,8.791,32.68,12.64,27.3,27
"Cingulate Gyrus, anterior division",48,24.34,13.21,18.13,24.57,25.35,73
"Cingulate Gyrus, posterior division",31,19.36,4.133,20.01,5.952,19.14,0
Precuneous Cortex,104,23.91,3.977,24.02,5.635,23.96,0
Cuneal Cortex,15,31.35,4.546,29.92,2.664,31.81,0
Frontal Orbital Cortex,20,29.7,6.602,28.34,3.529,28.75,0
"Parahippocampal Gyrus, anterior division",0,,,,,,
"Parahippocampal Gyrus, posterior division",4,,,,,,
Lingual Gyrus,53,29.86,2.115,29.93,3.098,29.63,0
"Temporal Fusiform Cortex, anterior division",0,,,,,,
"Temporal Fusiform Cortex, posterior division",10,19.6,3.772,18.72,7.448,19.78,0
Temporal Occipital Fusiform Cortex,18,18.16,1.958,18.36,3.067,18.2,0
Occipital Fusiform Gyrus,21,19.9,2.181,19.73,3.283,19.81,0
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,11,21.55,3.393,20.53,3.094,21.1,0
Parietal Operculum Cortex,8,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,116,27.96,7.209,28.36,8.848,28.04,0
Left Cerebral White Matter,2084,25.19,11.05,23.62,11.81,0.0001769,95
Left Cerebral Cortex,2277,27.52,16.65,25.96,12.83,6.367e-06,90
Left Lateral Ventricle,42,22.6,5.256,22.25,7.011,22.12,0
Left Thalamus,80,39.92,9.898,40.52,14.94,40.29,66
Left Caudate,23,27.57,7.362,27.8,9.779,28.44,17
Left Putamen,44,29.5,4.526,29.81,4.473,29.67,0
Left Pallidum,16,26.79,5.866,26.54,6.348,26.88,16
Brain-Stem,237,30.91,11.36,32.09,14.32,31.8,72
Left Hippocampus,25,27.57,4.914,26.24,6.801,27.74,0
Left Amygdala,8,,,,,,
Left Accumbens,0,,,,,,
Right Cerebral White Matter,2060,22.76,10.94,21.08,11.34,0.0003805,93
Right Cerebral Cortex,2377,21.47,11.59,20.25,10.49,4.278e-06,85
Right Lateral Ventricle,33,18.93,6.931,18.21,6.135,18.3,1
Right Thalamus,70,36.02,6.682,35.65,9.366,36.8,19
Right Caudate,25,19.11,5.882,18.59,5.12,19.61,0
Right Putamen,47,27.76,5.992,27.48,8.434,28.36,0
Right Pallidum,15,25.66,4.061,25.1,5.194,25.93,0
Right Hippocampus,21,24.4,2.608,25.24,2.556,24.24,0
Right Amygdala,17,25.32,1.775,24.94,2.739,25.26,0
Right Accumbens,0,,,,,,
