name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,14432,72.23,40.51,71.37,41.09,1.022e-05,98
10%+WM,8852,68.7,28.5,69.76,32.98,1.637e-05,98
80%+GM,1002,57.65,22.19,58.4,21.2,3.89e-05,99
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,277,69.96,23.82,71.56,32.83,70.86,49
Left_Cerebral_White_Matter_80%+,300,75.62,25.75,76.16,32.68,74.78,71
Right Caudate,105,50.19,28.35,53.55,51.8,46.2,78
Right Cerebellum,822,53.09,19.34,55.51,19.64,2.769e-05,98
Right Frontal Lobe,2532,77.97,46.62,76.44,45.74,8.288e-06,98
Right Insula,200,69.19,18.26,68.68,22.5,65.28,65
Right Occipital Lobe,991,73.18,37.2,68.84,33.46,1.976e-05,98
Right Parietal Lobe,1804,90.03,32.45,85.56,34.29,0.001497,99
Right Putamen,155,60.08,18.03,62.04,28.27,58.57,35
Right Temporal Lobe,1634,52.16,35.21,55.43,48.98,2.986e-06,97
Right Thalamus,160,83.44,20.42,84.12,28.71,82,57
Left Caudate,155,50.18,24.27,55.24,38.1,45.61,74
Left Cerebellum,860,55.5,24.38,56.56,22.46,2.481e-05,99
Left Frontal Lobe,2556,80.29,41.3,79.8,40.48,1.274e-05,99
Left Insula,242,69.47,17.29,67.96,19.88,64.98,67
Left Occipital Lobe,1203,73.52,42.74,69.27,39.33,2.003e-05,99
Left Parietal Lobe,1727,90.87,34.46,87.01,34.68,0.0005504,99
Left Putamen,169,62.54,19.86,62.79,32.41,59.51,52
Left Temporal Lobe,1575,51.6,37.14,53.01,52.39,3.581e-06,98
Left Thalamus,143,80.43,20.39,78.63,24.79,79.04,55
RICA,3348,75.98,41.4,76.36,41.6,8.692e-06,98
LICA,4023,76.34,40.51,77.88,41.74,9.665e-06,99
VBA,1839,61.06,30.26,59.79,29.6,1.853e-05,98
Frontal Pole,654,63.55,56.94,67.05,78.51,2.229e-06,96
Insular Cortex,45,59.46,11.79,58.81,13.79,56.18,63
Superior Frontal Gyrus,20,107.2,29.36,104.1,40.62,91.87,89
Middle Frontal Gyrus,60,113.6,35.26,114.9,42.92,104.3,89
"Inferior Frontal Gyrus, pars triangularis",7,,,,,,
"Inferior Frontal Gyrus, pars opercularis",21,88.74,20.28,85.35,20.67,84.6,75
Precentral Gyrus,92,96.85,29.02,91.65,35.53,87.86,89
Temporal Pole,159,28.52,31.59,0,57.82,7.316e-07,96
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",16,92.61,21.4,94.05,34.49,91.54,79
"Middle Temporal Gyrus, anterior division",8,,,,,,
"Middle Temporal Gyrus, posterior division",39,66.5,26.2,73.07,29.57,69.15,80
"Middle Temporal Gyrus, temporooccipital part",35,64.06,25.23,69.55,25.96,62.48,91
"Inferior Temporal Gyrus, anterior division",1,,,,,,
"Inferior Temporal Gyrus, posterior division",6,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",16,65.32,23.02,59.97,30.56,61.81,86
Postcentral Gyrus,88,90.73,32.02,84.95,33.6,83.52,90
Superior Parietal Lobule,22,110.9,37.44,102.5,55.45,98.2,92
"Supramarginal Gyrus, anterior division",32,90.94,34.57,80.47,37.16,77.28,90
"Supramarginal Gyrus, posterior division",19,82.42,18.49,84.7,30.49,80.72,89
Angular Gyrus,42,79.16,18.42,76.13,24.16,77.59,81
"Lateral Occipital Cortex, superior division",318,95.29,38.91,88.61,43.34,87.27,93
"Lateral Occipital Cortex, inferior division",122,58.6,26.34,59.53,32.17,56.05,91
Intracalcarine Cortex,18,87.32,10.05,86.23,14.46,86.65,0
Frontal Medial Cortex,37,35.31,32,48.4,61.16,1.208e-06,97
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),33,90.56,28.37,83.19,47.81,83.57,85
Subcallosal Cortex,24,87.32,37.62,80.43,47.28,71.36,90
Paracingulate Gyrus,96,74.44,21.21,71.05,27.81,67.01,80
"Cingulate Gyrus, anterior division",93,73.27,17.68,72.68,21.38,67.99,77
"Cingulate Gyrus, posterior division",78,86.07,15.59,84.3,16.53,84.63,65
Precuneous Cortex,158,89.64,21.44,86.95,25.49,88.02,80
Cuneal Cortex,18,88.19,31.55,77.04,27.09,79.7,87
Frontal Orbital Cortex,53,60.85,24.53,59.43,30.07,63.34,66
"Parahippocampal Gyrus, anterior division",14,12.74,26.95,0,0,1.169e-07,86
"Parahippocampal Gyrus, posterior division",4,,,,,,
Lingual Gyrus,54,68.27,12.67,67.99,20.23,65.74,33
"Temporal Fusiform Cortex, anterior division",0,,,,,,
"Temporal Fusiform Cortex, posterior division",32,33.96,21.28,34.14,32.16,32.38,87
Temporal Occipital Fusiform Cortex,18,53.35,12.28,51.39,18.11,51.56,48
Occipital Fusiform Gyrus,27,60.92,11.53,61.97,15.93,60.57,59
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,25,96.61,25.38,91.18,36.77,89.77,88
Parietal Operculum Cortex,10,105.6,11.82,103.7,17.41,101.5,51
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,138,86.83,29.61,88.1,35.96,81.38,90
Left Cerebral White Matter,1161,73.73,25.82,74.94,31.7,6.116e-05,97
