name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,14432,72.23,40.51,71.37,41.09,1.022e-05,98
10%+WM,11420,70.46,26.52,72.4,30.37,1.643e-05,97
80%+GM,1002,57.65,22.19,58.4,21.2,3.89e-05,99
90%+WM,2358,77.01,15.13,78.63,20.37,0.0003359,91
Right_Cerebral_White_Matter_80%+,1001,74.08,18.3,76.84,23.18,73.55,0
Left_Cerebral_White_Matter_80%+,1001,77.55,17.97,79.52,21.23,76.58,21
Right Caudate,131,52.76,27.31,56.03,46.12,47.7,74
Right Cerebellum,995,53.21,21.85,55.8,20.66,1.329e-05,98
Right Frontal Lobe,3213,78.86,46.41,77.66,46.87,6.433e-06,98
Right Insula,254,70.05,16.95,69.85,21.1,65.69,57
Right Occipital Lobe,1121,71.34,38.9,68.2,33.68,9.745e-06,98
Right Parietal Lobe,2327,89.3,33.24,86.24,33.41,3.894e-05,98
Right Putamen,213,62.92,17.71,65.04,28.54,60.26,24
Right Temporal Lobe,1885,50.82,35.37,55.23,54.76,2.304e-06,97
Right Thalamus,263,81.59,17.17,80.67,21.91,81.29,34
Left Caudate,273,60.83,23.93,65.9,31.89,52.12,66
Left Cerebellum,1062,56.07,26.59,57.44,23.46,1.251e-05,98
Left Frontal Lobe,3283,81.55,41.73,81.04,40.93,9.773e-06,98
Left Insula,314,71.67,16.85,72.34,22.45,65.73,60
Left Occipital Lobe,1403,72.48,43.02,69.21,36.46,1.313e-05,99
Left Parietal Lobe,2247,90.03,33.62,86.12,33.05,0.0001138,99
Left Putamen,235,66.56,19.33,68.01,25.83,61.92,43
Left Temporal Lobe,1824,50.77,37.15,53.22,55.36,2.796e-06,97
Left Thalamus,272,80.35,15.97,78.9,17.53,79.48,21
RICA,3520,76.33,41.08,76.63,41.67,8.524e-06,98
LICA,4397,76.79,39.95,78.24,41.1,9.263e-06,99
VBA,1956,60.27,30.72,59.96,30.09,1.321e-05,98
Frontal Pole,668,63.83,57.58,66.76,77.71,2.211e-06,96
Insular Cortex,45,59.46,11.79,58.81,13.79,56.18,63
Superior Frontal Gyrus,24,108.4,26.97,113.2,33.21,92.79,87
Middle Frontal Gyrus,61,113.4,35,114.9,40.92,104.3,89
"Inferior Frontal Gyrus, pars triangularis",7,,,,,,
"Inferior Frontal Gyrus, pars opercularis",21,88.74,20.28,85.35,20.67,84.6,75
Precentral Gyrus,93,97.02,28.9,93.06,36.81,87.89,89
Temporal Pole,159,28.52,31.59,0,57.82,7.316e-07,96
