name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13833,34.86,16.62,36.53,22.5,7.112e-05,99
10%+WM,11122,31.36,15.44,31.83,23.2,0.0003953,99
80%+GM,526,40.78,14.39,42.74,17.16,39.76,94
90%+WM,1890,19.31,10.32,17.71,12.5,17.95,87
Right_Cerebral_White_Matter_80%+,997,16.67,10.46,14.2,10.95,15.86,87
Left_Cerebral_White_Matter_80%+,997,17.53,9.632,16.15,10.98,16.97,84
Right Caudate,134,22.16,15.75,17.77,26,20.92,92
Right Cerebellum,505,30.93,15.63,33.44,18.76,4.974e-05,99
Right Frontal Lobe,3020,34.64,15.62,36.63,23.41,5.585e-05,99
Right Insula,257,28.37,10.44,28.73,14.71,27.09,84
Right Occipital Lobe,1099,30.24,16.68,32.43,21.76,3.965e-05,99
Right Parietal Lobe,2225,32.9,16.67,35.02,26.85,0.0006447,99
Right Putamen,204,35.69,10.36,36.13,15.74,33.77,81
Right Temporal Lobe,1791,23.31,16.67,25.35,26.95,1.044e-05,98
Right Thalamus,264,30.18,14.99,29.95,22.44,29.16,91
Left Caudate,280,22.2,16.51,19.36,23.28,20.15,92
Left Cerebellum,770,30.17,15.65,34.02,19.1,3.991e-05,99
Left Frontal Lobe,3189,39.41,16.27,41.18,23.28,0.0002653,99
Left Insula,304,35.51,11.09,35.43,16.27,33.97,82
Left Occipital Lobe,1322,32.86,17.53,34.92,22.41,5.765e-05,99
Left Parietal Lobe,2127,35.55,16.45,37.47,23.61,34.7,95
Left Putamen,217,38.6,12.77,37.8,20.01,36.63,86
Left Temporal Lobe,1826,26.43,17.45,27.64,28.43,3.762e-05,98
Left Thalamus,280,32.85,15.65,31.56,23.98,30.87,91
RICA,3520,34.56,14.99,35.84,20.36,7.432e-05,99
LICA,4332,38.42,15.99,39.71,20.95,0.0005882,99
VBA,1893,29.27,17.65,32.17,24.29,3.136e-05,99
Frontal Pole,633,47.65,13.81,49.22,15.26,7.304e-05,99
Insular Cortex,47,37.57,7.573,35.53,10.49,37.33,65
Superior Frontal Gyrus,25,42.73,8.605,43.52,8.895,39.5,86
Middle Frontal Gyrus,62,53.04,12.79,55.79,13.43,49.28,91
"Inferior Frontal Gyrus, pars triangularis",9,,,,,,
"Inferior Frontal Gyrus, pars opercularis",22,48.86,6.291,49.7,10.88,48.84,32
Precentral Gyrus,97,45.02,10.62,44.42,13.21,43.75,88
