name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,682,32.26,11.72,34.26,14.03,0.0002228,99
10%+WM,228,32.94,9.518,34.53,10.24,0.0006506,99
80%+GM,682,32.26,11.72,34.26,14.03,0.0002228,99
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,0,,,,,,
Left_Cerebral_White_Matter_80%+,1,,,,,,
Right Caudate,0,,,,,,
Right Cerebellum,96,34.07,5.212,34.58,4.856,34.13,60
Right Frontal Lobe,76,30.24,14.38,33.82,20.81,0.0001396,99
Right Insula,25,24.37,5.774,24.05,8.203,24.76,6
Right Occipital Lobe,49,33.93,5.369,34.95,5.245,33.72,59
Right Parietal Lobe,45,37.57,10.58,38.72,16.87,37.19,89
Right Putamen,0,,,,,,
Right Temporal Lobe,126,26.66,11.03,29.22,13.91,3.287e-05,98
Right Thalamus,0,,,,,,
Left Caudate,0,,,,,,
Left Cerebellum,110,35.25,5.982,35.79,6.849,35.62,64
Left Frontal Lobe,88,33.47,15.05,36.45,20.83,27.97,96
Left Insula,24,37.64,7.226,38.82,4.934,38.58,40
Left Occipital Lobe,59,35.81,7.926,35.69,6.174,35.47,89
Left Parietal Lobe,55,41.97,9.342,41.97,9.529,40.25,88
Left Putamen,0,,,,,,
Left Temporal Lobe,133,28.14,10.3,30.21,16.28,29.14,86
Left Thalamus,0,,,,,,
RICA,131,25.8,11.78,26.37,14.97,2.988e-05,98
LICA,134,30.64,13.14,33.05,18.13,30.04,93
VBA,180,34.11,6.396,34.96,4.804,34.51,70
Frontal Pole,12,7.741,8.019,5.663,8.647,4.292,82
Insular Cortex,14,29.39,8.383,28.78,16.15,30.94,62
Superior Frontal Gyrus,3,,,,,,
Middle Frontal Gyrus,0,,,,,,
"Inferior Frontal Gyrus, pars triangularis",0,,,,,,
"Inferior Frontal Gyrus, pars opercularis",0,,,,,,
Precentral Gyrus,5,,,,,,
Temporal Pole,11,14.97,7.127,13.29,10.55,16.13,58
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",0,,,,,,
"Middle Temporal Gyrus, anterior division",0,,,,,,
"Middle Temporal Gyrus, posterior division",1,,,,,,
"Middle Temporal Gyrus, temporooccipital part",5,,,,,,
"Inferior Temporal Gyrus, anterior division",0,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",1,,,,,,
Postcentral Gyrus,3,,,,,,
Superior Parietal Lobule,0,,,,,,
"Supramarginal Gyrus, anterior division",1,,,,,,
"Supramarginal Gyrus, posterior division",2,,,,,,
Angular Gyrus,4,,,,,,
"Lateral Occipital Cortex, superior division",12,34.29,4.891,35.07,8.624,34.88,72
"Lateral Occipital Cortex, inferior division",7,,,,,,
Intracalcarine Cortex,0,,,,,,
Frontal Medial Cortex,6,,,,,,
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),9,,,,,,
Subcallosal Cortex,3,,,,,,
Paracingulate Gyrus,11,40.73,10.83,44.46,18.13,40.56,88
"Cingulate Gyrus, anterior division",22,41.97,6.621,43.48,9.817,41.73,64
"Cingulate Gyrus, posterior division",12,54.07,5.275,54.28,6.237,54.86,13
Precuneous Cortex,25,44.3,4.098,44.55,7.195,44.58,31
Cuneal Cortex,0,,,,,,
Frontal Orbital Cortex,7,,,,,,
"Parahippocampal Gyrus, anterior division",3,,,,,,
"Parahippocampal Gyrus, posterior division",0,,,,,,
Lingual Gyrus,0,,,,,,
"Temporal Fusiform Cortex, anterior division",2,,,,,,
"Temporal Fusiform Cortex, posterior division",5,,,,,,
Temporal Occipital Fusiform Cortex,9,,,,,,
Occipital Fusiform Gyrus,1,,,,,,
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,0,,,,,,
Parietal Operculum Cortex,0,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,0,,,,,,
Left Cerebral White Matter,9,,,,,,
Left Cerebral Cortex,206,34.03,13.87,36.81,19.15,32.13,95
Left Lateral Ventricle,0,,,,,,
Left Thalamus,0,,,,,,
Left Caudate,0,,,,,,
Left Putamen,0,,,,,,
Left Pallidum,0,,,,,,
Brain-Stem,0,,,,,,
Left Hippocampus,9,,,,,,
Left Amygdala,13,27.8,6.099,25.65,9.564,27.98,31
Left Accumbens,0,,,,,,
Right Cerebral White Matter,9,,,,,,
Right Cerebral Cortex,192,28.81,13.23,30.4,18.21,5.667e-05,99
Right Lateral Ventricle,0,,,,,,
Right Thalamus,0,,,,,,
Right Caudate,0,,,,,,
Right Putamen,0,,,,,,
Right Pallidum,0,,,,,,
Right Hippocampus,6,,,,,,
Right Amygdala,11,27.59,5.862,30.74,9.185,27.85,7
Right Accumbens,0,,,,,,
