name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,705,48.55,16.02,45.57,20.25,47.79,93
10%+WM,238,46.61,14.17,44.68,17.14,46.72,92
80%+GM,705,48.55,16.02,45.57,20.25,47.79,93
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,2,,,,,,
Left_Cerebral_White_Matter_80%+,1,,,,,,
Right Caudate,0,,,,,,
Right Cerebellum,77,38.41,6.845,37.51,6.046,38.3,75
Right Frontal Lobe,101,53.84,17.43,55.77,21.49,55.66,93
Right Insula,26,51.7,7.245,51.72,10.39,50.72,35
Right Occipital Lobe,45,48.56,9.651,49.98,15.47,46.88,89
Right Parietal Lobe,71,67.43,13.06,67.15,19.43,64.89,90
Right Putamen,0,,,,,,
Right Temporal Lobe,92,41.65,10.15,40.02,14.01,40.17,83
Right Thalamus,0,,,,,,
Left Caudate,3,,,,,,
Left Cerebellum,120,39.53,4.413,40.15,5.162,39.17,36
Left Frontal Lobe,85,51.76,19.87,53.89,25.46,53.98,95
Left Insula,24,55.76,9.306,52.71,12.07,55.71,69
Left Occipital Lobe,75,45.46,13.64,41.61,13.68,46.37,95
Left Parietal Lobe,82,60.59,15.6,63.36,25.02,60.49,92
Left Putamen,0,,,,,,
Left Temporal Lobe,119,40.09,9.667,40.35,9.904,40.13,74
Left Thalamus,0,,,,,,
RICA,124,48.23,14.75,48.86,17.8,49.54,91
LICA,151,48.07,15.89,47.28,20.86,50.92,91
VBA,145,41.87,8.753,40.46,9.847,41.91,87
Frontal Pole,12,40.35,24.83,49.57,44.91,32.57,98
Insular Cortex,18,50.15,6.748,50.25,8.252,49.16,53
Superior Frontal Gyrus,1,,,,,,
Middle Frontal Gyrus,2,,,,,,
"Inferior Frontal Gyrus, pars triangularis",0,,,,,,
"Inferior Frontal Gyrus, pars opercularis",0,,,,,,
Precentral Gyrus,4,,,,,,
Temporal Pole,10,34.09,6.317,31.75,8.996,34.82,10
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",0,,,,,,
"Middle Temporal Gyrus, anterior division",1,,,,,,
"Middle Temporal Gyrus, posterior division",3,,,,,,
"Middle Temporal Gyrus, temporooccipital part",2,,,,,,
"Inferior Temporal Gyrus, anterior division",0,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",0,,,,,,
Postcentral Gyrus,1,,,,,,
Superior Parietal Lobule,0,,,,,,
"Supramarginal Gyrus, anterior division",0,,,,,,
"Supramarginal Gyrus, posterior division",1,,,,,,
Angular Gyrus,2,,,,,,
"Lateral Occipital Cortex, superior division",10,45.64,12.83,48.45,19.39,49.36,92
"Lateral Occipital Cortex, inferior division",5,,,,,,
Intracalcarine Cortex,0,,,,,,
Frontal Medial Cortex,2,,,,,,
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),5,,,,,,
Subcallosal Cortex,9,,,,,,
Paracingulate Gyrus,16,66.38,9.347,69.57,16.32,68.07,81
"Cingulate Gyrus, anterior division",5,,,,,,
"Cingulate Gyrus, posterior division",24,77.89,13.4,79.89,19.22,79.3,77
Precuneous Cortex,39,65.89,9.776,65.86,10.89,66.1,84
Cuneal Cortex,0,,,,,,
Frontal Orbital Cortex,10,38.38,13.19,44.05,19.65,31.63,72
"Parahippocampal Gyrus, anterior division",2,,,,,,
"Parahippocampal Gyrus, posterior division",0,,,,,,
Lingual Gyrus,1,,,,,,
"Temporal Fusiform Cortex, anterior division",0,,,,,,
"Temporal Fusiform Cortex, posterior division",5,,,,,,
Temporal Occipital Fusiform Cortex,0,,,,,,
Occipital Fusiform Gyrus,3,,,,,,
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,1,,,,,,
Parietal Operculum Cortex,3,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,4,,,,,,
Left Cerebral White Matter,10,67.16,14.17,69.49,17.57,65.47,97
Left Cerebral Cortex,224,50.77,17.36,49.43,23.41,50.79,94
Left Lateral Ventricle,0,,,,,,
Left Thalamus,0,,,,,,
Left Caudate,0,,,,,,
Left Putamen,0,,,,,,
Left Pallidum,0,,,,,,
Brain-Stem,0,,,,,,
Left Hippocampus,13,38.91,7.377,40.26,9.544,38.47,52
Left Amygdala,9,,,,,,
Left Accumbens,0,,,,,,
Right Cerebral White Matter,13,58.31,9.655,58.03,17.4,55.24,89
Right Cerebral Cortex,204,55.18,17.06,55.29,21.15,55.42,93
Right Lateral Ventricle,0,,,,,,
Right Thalamus,0,,,,,,
Right Caudate,0,,,,,,
Right Putamen,0,,,,,,
Right Pallidum,0,,,,,,
Right Hippocampus,13,44.93,3.769,44.89,4.651,44.9,0
Right Amygdala,5,,,,,,
Right Accumbens,0,,,,,,
