name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13395,37.32,17.59,37.91,22.64,6.774e-05,99
10%+WM,10767,33.52,16.44,33.38,24.16,0.0004273,99
80%+GM,705,48.55,16.02,45.57,20.25,47.79,93
90%+WM,2273,19.13,9.325,17.86,11.24,17.58,79
Right_Cerebral_White_Matter_80%+,977,17.26,10.44,15.64,11.07,16.56,85
Left_Cerebral_White_Matter_80%+,998,18.54,10.56,16.94,11.92,17.93,86
Right Caudate,128,25.98,18.74,22.9,33.33,24.26,92
Right Cerebellum,692,31.12,11.93,33.07,14.02,6.093e-05,99
Right Frontal Lobe,3133,33.7,18.69,33.64,28.05,3.771e-05,99
Right Insula,242,35.72,15.78,36.9,24.01,33.74,89
Right Occipital Lobe,1159,36.36,17.97,38.72,23.8,6.563e-05,99
Right Parietal Lobe,2277,36.17,19.88,37.55,30.92,0.002005,99
Right Putamen,214,32.13,16.39,29.76,25.13,30.43,89
Right Temporal Lobe,1683,29.26,17.2,30.74,23.83,1.504e-05,98
Right Thalamus,270,37.21,20.82,33.35,25.65,35.04,93
Left Caudate,268,24.37,18.45,19.05,28.7,23.67,92
Left Cerebellum,660,30.55,11.56,32.87,14.93,7.521e-05,99
Left Frontal Lobe,3276,34.55,19.8,34.82,30.63,3.336e-05,99
Left Insula,329,37.48,17.42,36.76,26.55,34.38,92
Left Occipital Lobe,1406,30.88,16.88,32.98,23.23,5.254e-05,99
Left Parietal Lobe,2151,33.64,19.98,34.59,31.79,0.0003563,99
Left Putamen,235,35.32,15.64,34.98,24.9,34.08,89
Left Temporal Lobe,1710,29.34,17.92,30.92,25.72,1.437e-05,98
Left Thalamus,268,34.54,18.27,33.09,23.3,32.88,93
RICA,3357,39.2,16.06,39.79,21.21,0.0001172,99
LICA,4273,36.38,18.5,37.59,25.69,4.414e-05,99
VBA,1914,34.51,16.08,36.06,19.16,6.262e-05,99
Frontal Pole,636,38.08,19.16,40.15,26.55,3.216e-05,99
Insular Cortex,52,44.81,10.88,46.67,14.19,44.52,73
