name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,14290,41.03,17.48,42.07,22.01,39.02,92
80%+GM,1014,47.41,13.89,48.16,14.25,46.19,88
10%+WM,11352,38.32,16.06,38.30,22.87,37.21,90
90%+WM,2250,24.38,10.08,22.51,11.91,24.04,73
gmmask_pure_cort,607,48.16,16.28,48.94,17.86,45.92,92
wmmask_pure_cereb,1858,23.52,9.98,21.74,10.93,23.17,73
Right_Cerebral_White_Matter_80%+,1075,24.07,10.80,22.04,12.67,23.16,76
Left_Cerebral_White_Matter_80%+,1084,26.29,11.34,23.48,12.78,25.79,79
Right Caudate,113,23.36,12.00,19.94,16.88,22.80,81
Right Cerebellum,878,35.68,14.11,38.13,19.19,35.86,90
Right Frontal Lobe,2502,36.87,17.47,38.87,23.80,34.20,92
Right Insula,160,39.95,11.48,40.58,16.48,39.69,79
Right Occipital Lobe,861,41.25,17.11,42.84,19.92,40.17,92
Right Parietal Lobe,1818,41.77,17.02,42.65,25.20,39.76,91
Right Putamen,101,32.08,10.62,33.27,16.91,31.84,75
Right Temporal Lobe,1560,32.30,18.01,33.21,26.30,27.65,93
Right Thalamus,133,38.40,13.76,39.01,20.86,38.76,86
Left Caudate,107,27.68,12.84,27.22,22.06,27.25,84
Left Cerebellum,821,36.25,15.25,40.44,21.15,36.65,91
Left Frontal Lobe,2355,40.43,19.54,42.32,26.90,37.55,94
Left Insula,163,42.83,12.81,43.66,15.05,41.66,84
Left Occipital Lobe,1137,42.48,19.99,44.31,29.22,38.78,95
Left Parietal Lobe,1568,43.30,19.75,44.51,29.18,39.60,94
Left Putamen,108,35.02,8.99,35.24,13.31,35.14,66
Left Temporal Lobe,1418,32.82,19.93,32.68,30.65,29.22,94
Left Thalamus,125,43.05,13.66,44.74,20.76,43.34,85
RICA,3321,43.38,15.56,44.00,19.40,41.97,89
LICA,3297,46.12,18.02,46.96,22.34,44.29,92
VBA,1283,41.62,16.29,42.00,19.84,39.99,92
Frontal Pole,519,40.36,22.95,43.25,29.04,34.44,91
Insular Cortex,59,47.72,6.54,47.92,7.12,47.03,41
Superior Frontal Gyrus,18,43.96,8.40,45.27,8.39,43.77,78
Middle Frontal Gyrus,41,54.40,13.90,55.32,20.52,51.75,88
"Inferior Frontal Gyrus, pars triangularis",7,,,,,,
"Inferior Frontal Gyrus, pars opercularis",13,52.47,5.66,51.86,10.41,52.44,18
Precentral Gyrus,89,52.59,12.27,52.59,16.79,51.99,84
Temporal Pole,143,37.30,10.70,37.24,12.35,37.22,71
"Superior Temporal Gyrus, anterior division",2,,,,,,
"Superior Temporal Gyrus, posterior division",16,49.98,14.92,49.54,16.75,45.95,92
"Middle Temporal Gyrus, anterior division",6,,,,,,
"Middle Temporal Gyrus, posterior division",46,47.50,20.21,51.37,31.24,44.01,90
"Middle Temporal Gyrus, temporooccipital part",44,44.80,17.04,48.85,20.01,45.27,90
"Inferior Temporal Gyrus, anterior division",4,,,,,,
"Inferior Temporal Gyrus, posterior division",5,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",9,,,,,,
Postcentral Gyrus,80,51.28,11.73,50.28,17.04,50.06,84
Superior Parietal Lobule,14,44.72,8.93,43.95,11.75,44.48,72
"Supramarginal Gyrus, anterior division",21,51.34,9.11,54.02,13.49,49.88,77
"Supramarginal Gyrus, posterior division",15,44.66,16.56,43.84,18.62,42.52,91
Angular Gyrus,35,50.65,10.92,52.78,16.11,48.47,81
"Lateral Occipital Cortex, superior division",320,57.47,16.44,57.96,22.71,54.76,91
"Lateral Occipital Cortex, inferior division",136,39.30,18.23,41.37,25.76,36.15,94
Intracalcarine Cortex,8,,,,,,
Frontal Medial Cortex,19,41.95,14.66,41.48,18.41,42.81,79
