name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,14290,74.57,35.87,72.06,38.98,67.10,89
80%+GM,1014,57.29,18.73,57.56,20.07,54.68,88
10%+WM,8914,70.92,26.25,70.75,32.63,66.29,82
90%+WM,0,,,,,,
gmmask_pure_cort,607,59.52,21.91,60.44,25.96,55.50,91
wmmask_pure_cereb,0,,,,,,
Right_Cerebral_White_Matter_80%+,326,68.96,22.08,70.11,28.04,69.02,22
Left_Cerebral_White_Matter_80%+,300,73.67,21.59,73.47,28.83,73.87,25
Right Caudate,87,43.74,26.09,45.44,47.96,39.93,81
Right Cerebellum,744,55.84,17.01,56.36,17.59,54.78,68
Right Frontal Lobe,2083,77.92,39.22,76.07,42.20,71.47,88
Right Insula,137,70.65,18.96,68.35,23.23,64.90,67
Right Occipital Lobe,764,80.66,36.75,73.33,31.76,73.85,85
Right Parietal Lobe,1507,89.95,31.76,86.11,33.92,83.18,83
Right Putamen,88,60.30,20.26,65.09,32.89,59.25,50
Right Temporal Lobe,1401,59.07,28.15,58.78,33.78,53.93,86
Right Thalamus,81,89.51,18.80,91.60,22.60,87.66,57
Left Caudate,86,51.00,25.38,58.07,40.85,44.81,83
Left Cerebellum,670,59.17,25.04,57.29,19.05,56.40,80
Left Frontal Lobe,2001,81.48,38.40,81.27,39.63,76.18,89
Left Insula,147,70.16,17.75,67.81,20.39,64.25,72
Left Occipital Lobe,1008,78.53,42.00,73.38,39.72,69.31,91
Left Parietal Lobe,1302,88.29,31.63,84.91,32.73,83.15,85
Left Putamen,91,69.95,16.79,72.83,22.25,69.73,22
Left Temporal Lobe,1283,57.54,34.56,55.78,44.35,49.00,90
Left Thalamus,80,91.60,17.76,92.97,22.98,87.90,56
RICA,3198,79.91,34.47,78.09,39.82,73.08,88
LICA,3205,80.55,35.23,80.14,40.47,75.56,89
VBA,1259,66.59,28.94,63.00,30.85,61.55,87
Frontal Pole,515,71.65,45.59,75.41,53.77,57.24,89
Insular Cortex,59,61.43,12.57,60.56,14.06,57.61,59
Superior Frontal Gyrus,16,111.32,25.99,114.85,34.61,96.13,83
Middle Frontal Gyrus,41,96.83,34.47,94.73,43.93,86.62,91
"Inferior Frontal Gyrus, pars triangularis",7,,,,,,
"Inferior Frontal Gyrus, pars opercularis",13,88.69,17.07,85.28,11.02,86.26,66
Precentral Gyrus,86,95.79,26.47,91.22,33.43,87.39,84
Temporal Pole,143,56.03,19.40,56.93,20.63,53.34,70
"Superior Temporal Gyrus, anterior division",2,,,,,,
