name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,8914,25.12,11.11,23.70,10.24,24.23,17
80%+GM,317,24.12,7.56,22.39,7.16,22.91,0
10%+WM,11352,25.12,10.87,23.69,10.66,24.33,37
90%+WM,2250,24.97,9.68,23.45,12.15,24.49,67
gmmask_pure_cort,175,25.00,9.49,22.43,10.15,22.90,0
wmmask_pure_cereb,1858,23.97,9.49,22.45,10.75,23.48,66
Right_Cerebral_White_Matter_80%+,1075,21.79,9.94,20.35,10.61,21.38,60
Left_Cerebral_White_Matter_80%+,1084,24.13,9.29,22.52,9.64,23.81,60
Right Caudate,102,16.91,4.12,16.26,5.07,17.37,0
Right Cerebellum,524,26.45,7.10,24.91,10.36,26.99,10
Right Frontal Lobe,1342,28.40,16.48,25.31,15.83,25.96,54
Right Insula,105,21.23,4.48,21.20,5.29,21.28,0
Right Occipital Lobe,585,23.45,6.49,23.86,7.36,22.97,0
Right Parietal Lobe,1134,20.39,6.60,20.08,8.13,20.80,0
Right Putamen,101,22.03,5.66,21.92,7.55,22.07,0
Right Temporal Lobe,911,20.29,6.09,20.41,6.70,19.74,0
Right Thalamus,132,27.62,6.28,26.81,7.37,27.52,19
Left Caudate,92,20.50,4.75,19.96,6.61,20.61,0
Left Cerebellum,506,26.81,6.00,25.88,7.66,26.84,0
Left Frontal Lobe,1342,29.35,16.31,25.98,15.44,27.34,56
Left Insula,91,21.92,5.88,21.02,6.40,21.90,0
Left Occipital Lobe,783,26.38,9.17,26.18,11.49,25.29,38
Left Parietal Lobe,1013,24.43,7.15,23.94,8.75,23.77,1
Left Putamen,108,24.37,3.84,24.12,5.12,24.39,0
Left Temporal Lobe,800,26.64,9.73,25.50,10.76,25.52,17
Left Thalamus,125,32.13,7.19,32.10,11.50,31.90,37
RICA,2028,24.76,13.04,22.32,10.14,23.64,11
LICA,2114,28.27,13.54,25.47,11.57,26.77,26
VBA,903,24.50,6.88,24.43,9.03,24.05,0
Frontal Pole,245,53.30,31.31,42.61,13.17,41.10,28
Insular Cortex,29,19.38,1.67,19.16,2.13,19.40,0
Superior Frontal Gyrus,1,,,,,,
Middle Frontal Gyrus,20,19.75,4.91,20.21,5.06,19.94,0
"Inferior Frontal Gyrus, pars triangularis",4,,,,,,
"Inferior Frontal Gyrus, pars opercularis",8,,,,,,
Precentral Gyrus,49,19.35,8.56,19.74,13.86,18.67,0
Temporal Pole,91,28.22,7.82,27.36,9.13,25.60,0
"Superior Temporal Gyrus, anterior division",2,,,,,,
"Superior Temporal Gyrus, posterior division",2,,,,,,
"Middle Temporal Gyrus, anterior division",0,,,,,,
"Middle Temporal Gyrus, posterior division",23,31.87,8.90,30.76,12.55,29.58,0
"Middle Temporal Gyrus, temporooccipital part",25,26.78,10.43,22.86,1.92,24.90,0
"Inferior Temporal Gyrus, anterior division",2,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",1,,,,,,
Postcentral Gyrus,50,25.95,4.36,25.50,4.97,26.10,0
Superior Parietal Lobule,7,,,,,,
"Supramarginal Gyrus, anterior division",9,,,,,,
"Supramarginal Gyrus, posterior division",5,,,,,,
Angular Gyrus,21,20.80,6.41,18.92,3.46,20.27,0
"Lateral Occipital Cortex, superior division",168,21.04,6.87,21.06,10.40,20.52,0
"Lateral Occipital Cortex, inferior division",68,28.98,8.66,26.47,11.80,27.27,0
Intracalcarine Cortex,8,,,,,,
Frontal Medial Cortex,10,43.83,2.68,44.13,3.61,43.75,0
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),10,11.27,1.03,11.07,1.16,11.28,0
Subcallosal Cortex,17,25.20,7.83,21.15,11.54,23.84,0
